paper_ID,split,domain,title,openalex_id,publication_year,citation_count,referenced_works,title_matched,similarity_score
259,NOVEL,MT2021,Findings of the WMT Shared Task on Machine Translation Using Terminologies,,,,,,
260,NOVEL,MT2021,When is Char Better Than Subword A Systematic Study of Segmentation Algorithms for Neural Machine Translation,https://openalex.org/W3173571438,2021.0,11.0,"['https://openalex.org/W630532510', 'https://openalex.org/W1558584194', 'https://openalex.org/W2101105183', 'https://openalex.org/W2117621558', 'https://openalex.org/W2250342921', 'https://openalex.org/W2531207078', 'https://openalex.org/W2752630748', 'https://openalex.org/W2898962441', 'https://openalex.org/W2946817437', 'https://openalex.org/W2949973181', 'https://openalex.org/W2962784628', 'https://openalex.org/W2963403868', 'https://openalex.org/W2963506925', 'https://openalex.org/W2963633299', 'https://openalex.org/W2963711067', 'https://openalex.org/W2963887123', 'https://openalex.org/W2963979492', 'https://openalex.org/W2984171820', 'https://openalex.org/W2988249555', 'https://openalex.org/W3034407863', 'https://openalex.org/W3035207248', 'https://openalex.org/W3105718208', 'https://openalex.org/W3106096614', 'https://openalex.org/W3129014787', 'https://openalex.org/W4288025088', 'https://openalex.org/W4385245566']",When is Char Better Than Subword: A Systematic Study of Segmentation Algorithms for Neural Machine Translation,0.9954337899543378
261,NOVEL,MT2021,Findings of the WMT 2021 Biomedical Translation Shared Task Summaries of Animal Experiments as New Test Set,https://openalex.org/W4200635539,2025.0,6.0,[],Findings of the WMT 2021 Biomedical Translation Shared Task: Summaries of Animal Experiments as New Test Set,0.9953488372093023
262,NOVEL,MT2021,Findings of the WMT 2021 Shared Task on Quality Estimation,,,,,,
263,NOVEL,MT2021,Findings of the WMT 2021 Shared Tasks in Unsupervised MT and Very Low Resource Supervised MT,,,,,,
264,NOVEL,MT2021,Results of the WMT21 Metrics Shared Task Evaluating Metrics with Expert-based Human Evaluations on TED and News Domain,,,,,,
265,NOVEL,MT2021,Efficient Machine Translation with Model Pruning and Quantization,https://openalex.org/W7115213122,2021.0,0.0,[],Efficient Machine Translation with Model Pruning and Quantization,1.0
266,NOVEL,MT2021,HW-TSC’s Participation in the WMT 2021 Efficiency Shared Task,,,,,,
267,NOVEL,MT2021,The NiuTrans System for the WMT 2021 Efficiency Task,,,,,,
268,NOVEL,MT2021,TenTrans High-Performance Inference Toolkit for WMT2021 Efficiency Task,,,,,,
269,NOVEL,MT2021,Lingua Custodia’s Participation at the WMT 2021 Machine Translation Using Terminologies Shared Task,,,,,,
270,NOVEL,MT2021,Chinese Opinion Role Labeling with Corpus Translation A Pivot Study,https://openalex.org/W3213774132,2021.0,4.0,"['https://openalex.org/W52724552', 'https://openalex.org/W331019419', 'https://openalex.org/W650948056', 'https://openalex.org/W1522301498', 'https://openalex.org/W1675450783', 'https://openalex.org/W2011450768', 'https://openalex.org/W2014902591', 'https://openalex.org/W2059569661', 'https://openalex.org/W2099120987', 'https://openalex.org/W2108287887', 'https://openalex.org/W2115834228', 'https://openalex.org/W2136140395', 'https://openalex.org/W2144012961', 'https://openalex.org/W2146111747', 'https://openalex.org/W2147880316', 'https://openalex.org/W2148708890', 'https://openalex.org/W2152691628', 'https://openalex.org/W2159457224', 'https://openalex.org/W2161044106', 'https://openalex.org/W2250389961', 'https://openalex.org/W2250525911', 'https://openalex.org/W2251994480', 'https://openalex.org/W2252024663', 'https://openalex.org/W2336840621', 'https://openalex.org/W2340160601', 'https://openalex.org/W2463809169', 'https://openalex.org/W2511598956', 'https://openalex.org/W2739967986', 'https://openalex.org/W2758640791', 'https://openalex.org/W2796150856', 'https://openalex.org/W2888456631', 'https://openalex.org/W2889894161', 'https://openalex.org/W2896457183', 'https://openalex.org/W2908510526', 'https://openalex.org/W2911300548', 'https://openalex.org/W2944852028', 'https://openalex.org/W2946269785', 'https://openalex.org/W2949061542', 'https://openalex.org/W2952638691', 'https://openalex.org/W2962836003', 'https://openalex.org/W2962945654', 'https://openalex.org/W2963341956', 'https://openalex.org/W2963403868', 'https://openalex.org/W2963460546', 'https://openalex.org/W2963888891', 'https://openalex.org/W2964121744', 'https://openalex.org/W2964303773', 'https://openalex.org/W2970469088', 'https://openalex.org/W2971133142', 'https://openalex.org/W3034438872', 'https://openalex.org/W3035380217', 'https://openalex.org/W3105421296', 'https://openalex.org/W4302455086', 'https://openalex.org/W4322588812', 'https://openalex.org/W4385245566']",Chinese Opinion Role Labeling with Corpus Translation: A Pivot Study,0.9925925925925926
271,NOVEL,MT2021,CUNI Systems in WMT21 Revisiting Backtranslation Techniques for English-Czech NMT,,,,,,
272,NOVEL,MT2021,Integrating Unsupervised Data Generation into Self-Supervised Neural Machine Translation for Low-Resource Languages,https://openalex.org/W3186667189,2021.0,2.0,"['https://openalex.org/W211509693', 'https://openalex.org/W222053410', 'https://openalex.org/W1915251500', 'https://openalex.org/W2101105183', 'https://openalex.org/W2124807415', 'https://openalex.org/W2143017621', 'https://openalex.org/W2144600658', 'https://openalex.org/W2153579005', 'https://openalex.org/W2550821151', 'https://openalex.org/W2555428947', 'https://openalex.org/W2739967986', 'https://openalex.org/W2741602058', 'https://openalex.org/W2767982226', 'https://openalex.org/W2886095922', 'https://openalex.org/W2889326796', 'https://openalex.org/W2904817833', 'https://openalex.org/W2949303037', 'https://openalex.org/W2949911645', 'https://openalex.org/W2950485982', 'https://openalex.org/W2951165112', 'https://openalex.org/W2962735107', 'https://openalex.org/W2962784628', 'https://openalex.org/W2962824887', 'https://openalex.org/W2963088995', 'https://openalex.org/W2963109507', 'https://openalex.org/W2963206679', 'https://openalex.org/W2963216553', 'https://openalex.org/W2963250244', 'https://openalex.org/W2963413917', 'https://openalex.org/W2963443683', 'https://openalex.org/W2963532001', 'https://openalex.org/W2963532104', 'https://openalex.org/W2963569817', 'https://openalex.org/W2963602293', 'https://openalex.org/W2964013027', 'https://openalex.org/W2970049541', 'https://openalex.org/W2970494057', 'https://openalex.org/W2970686691', 'https://openalex.org/W2971120622', 'https://openalex.org/W2973088264', 'https://openalex.org/W2986806214', 'https://openalex.org/W3000562670', 'https://openalex.org/W3014432386', 'https://openalex.org/W3015504467', 'https://openalex.org/W3018564137', 'https://openalex.org/W3035390927', 'https://openalex.org/W3046368065', 'https://openalex.org/W3081679571', 'https://openalex.org/W3103544486', 'https://openalex.org/W3103621467', 'https://openalex.org/W3105425516', 'https://openalex.org/W3107826490', 'https://openalex.org/W3137065374', 'https://openalex.org/W3137881600', 'https://openalex.org/W3152788712', 'https://openalex.org/W3154516802', 'https://openalex.org/W3179401712', 'https://openalex.org/W3197966603']",Integrating Unsupervised Data Generation into Self-Supervised Neural Machine Translation for Low-Resource Languages,1.0
273,NOVEL,MT2021,NeurST Neural Speech Translation Toolkit,https://openalex.org/W3175809709,2021.0,27.0,"['https://openalex.org/W1494198834', 'https://openalex.org/W1522301498', 'https://openalex.org/W1902237438', 'https://openalex.org/W1970987322', 'https://openalex.org/W2113106066', 'https://openalex.org/W2133564696', 'https://openalex.org/W2136530135', 'https://openalex.org/W2327501763', 'https://openalex.org/W2466918907', 'https://openalex.org/W2763421725', 'https://openalex.org/W2785350307', 'https://openalex.org/W2787998955', 'https://openalex.org/W2892009249', 'https://openalex.org/W2928941594', 'https://openalex.org/W2936774411', 'https://openalex.org/W2945700568', 'https://openalex.org/W2949328740', 'https://openalex.org/W2962784628', 'https://openalex.org/W2962824709', 'https://openalex.org/W2963216553', 'https://openalex.org/W2963341956', 'https://openalex.org/W2963403868', 'https://openalex.org/W2964121744', 'https://openalex.org/W2964308564', 'https://openalex.org/W2972448360', 'https://openalex.org/W2972818416', 'https://openalex.org/W2975712713', 'https://openalex.org/W2997436923', 'https://openalex.org/W3034571331', 'https://openalex.org/W3036601975', 'https://openalex.org/W3037217258', 'https://openalex.org/W3037465386', 'https://openalex.org/W3092424727', 'https://openalex.org/W3096403968', 'https://openalex.org/W3097787369', 'https://openalex.org/W3099782249', 'https://openalex.org/W3105669983', 'https://openalex.org/W3113908264', 'https://openalex.org/W3172198372', 'https://openalex.org/W3177215302', 'https://openalex.org/W3184309109', 'https://openalex.org/W4301239768', 'https://openalex.org/W4385245566']",NeurST: Neural Speech Translation Toolkit,0.9876543209876543
274,NOVEL,MT2021,Probing Word Translations in the Transformer and Trading Decoder for Encoder Layers,https://openalex.org/W3171088343,2021.0,7.0,"['https://openalex.org/W2133564696', 'https://openalex.org/W2148708890', 'https://openalex.org/W2515741950', 'https://openalex.org/W2529194139', 'https://openalex.org/W2613904329', 'https://openalex.org/W2767206889', 'https://openalex.org/W2888196092', 'https://openalex.org/W2892205701', 'https://openalex.org/W2892213699', 'https://openalex.org/W2908336025', 'https://openalex.org/W2914924671', 'https://openalex.org/W2921311659', 'https://openalex.org/W2946417913', 'https://openalex.org/W2946794439', 'https://openalex.org/W2948947170', 'https://openalex.org/W2951977278', 'https://openalex.org/W2952356761', 'https://openalex.org/W2952638691', 'https://openalex.org/W2952682849', 'https://openalex.org/W2952809536', 'https://openalex.org/W2962776659', 'https://openalex.org/W2962784628', 'https://openalex.org/W2962915948', 'https://openalex.org/W2962969034', 'https://openalex.org/W2963216553', 'https://openalex.org/W2963341956', 'https://openalex.org/W2963403868', 'https://openalex.org/W2963430224', 'https://openalex.org/W2963536265', 'https://openalex.org/W2964147026', 'https://openalex.org/W2964204621', 'https://openalex.org/W2964213727', 'https://openalex.org/W2964265128', 'https://openalex.org/W2964308564', 'https://openalex.org/W2970810442', 'https://openalex.org/W2970820321', 'https://openalex.org/W2970862333', 'https://openalex.org/W2971154170', 'https://openalex.org/W2976965654', 'https://openalex.org/W2983902802', 'https://openalex.org/W2997244573', 'https://openalex.org/W3035747971', 'https://openalex.org/W3104235057', 'https://openalex.org/W3105990194', 'https://openalex.org/W3125507956', 'https://openalex.org/W3135335819', 'https://openalex.org/W4301785137', 'https://openalex.org/W4385245566']",Probing Word Translations in the Transformer and Trading Decoder for Encoder Layers,1.0
275,NOVEL,MT2021,Kakao Enterprise’s WMT21 Machine Translation Using Terminologies Task Submission,,,,,,
276,NOVEL,MT2021,Investigating the Helpfulness of Word-Level Quality Estimation for Post-Editing Machine Translation Output,https://openalex.org/W3212217304,2021.0,3.0,"['https://openalex.org/W28136092', 'https://openalex.org/W1986345088', 'https://openalex.org/W2060008829', 'https://openalex.org/W2079735306', 'https://openalex.org/W2087735403', 'https://openalex.org/W2101105183', 'https://openalex.org/W2109553965', 'https://openalex.org/W2147227066', 'https://openalex.org/W2149327368', 'https://openalex.org/W2149791639', 'https://openalex.org/W2250679855', 'https://openalex.org/W2251431759', 'https://openalex.org/W2622075087', 'https://openalex.org/W2884808449', 'https://openalex.org/W2894218541', 'https://openalex.org/W2902463012', 'https://openalex.org/W2902608666', 'https://openalex.org/W2902943690', 'https://openalex.org/W2914120296', 'https://openalex.org/W2933138175', 'https://openalex.org/W2942274440', 'https://openalex.org/W2953072129', 'https://openalex.org/W2963212250', 'https://openalex.org/W2963341956', 'https://openalex.org/W2963816901', 'https://openalex.org/W2963824830', 'https://openalex.org/W2970156971', 'https://openalex.org/W2971120958', 'https://openalex.org/W2977978669', 'https://openalex.org/W3034673518', 'https://openalex.org/W3037879901', 'https://openalex.org/W3097330605', 'https://openalex.org/W3119881489', 'https://openalex.org/W3120951354', 'https://openalex.org/W3165234151', 'https://openalex.org/W3174693399', 'https://openalex.org/W3184138828', 'https://openalex.org/W3205309080', 'https://openalex.org/W3213919616', 'https://openalex.org/W4211166112', 'https://openalex.org/W4230872509']",Investigating the Helpfulness of Word-Level Quality Estimation for Post-Editing Machine Translation Output,1.0
277,NOVEL,MT2021,Neural Machine Translation Quality and Post-Editing Performance,https://openalex.org/W3200870953,2021.0,13.0,"['https://openalex.org/W198014083', 'https://openalex.org/W630532510', 'https://openalex.org/W2057235967', 'https://openalex.org/W2112815206', 'https://openalex.org/W2184520317', 'https://openalex.org/W2250342921', 'https://openalex.org/W2251285234', 'https://openalex.org/W2624521690', 'https://openalex.org/W2626124057', 'https://openalex.org/W2786333981', 'https://openalex.org/W2921792084', 'https://openalex.org/W2948258469', 'https://openalex.org/W2963506925', 'https://openalex.org/W2963532001', 'https://openalex.org/W2990147021', 'https://openalex.org/W3031180937', 'https://openalex.org/W3082544059', 'https://openalex.org/W3082760180', 'https://openalex.org/W3118697808', 'https://openalex.org/W3120000557', 'https://openalex.org/W3196998944', 'https://openalex.org/W3209890836', 'https://openalex.org/W4288336428']",Neural Machine Translation Quality and Post-Editing Performance,1.0
278,NOVEL,MT2021,The SPECTRANS System Description for the WMT21 Terminology Task,https://openalex.org/W4225433982,2021.0,2.0,[],The SPECTRANS System Description for the WMT21 Terminology Task,1.0
279,NOVEL,MT2021,Dynamic Terminology Integration for COVID-19 and Other Emerging Domains,https://openalex.org/W3199756813,2021.0,2.0,"['https://openalex.org/W2144211451', 'https://openalex.org/W2251159668', 'https://openalex.org/W2538358357', 'https://openalex.org/W2804387108', 'https://openalex.org/W2963403868', 'https://openalex.org/W2989156240', 'https://openalex.org/W3082303676', 'https://openalex.org/W3152995402', 'https://openalex.org/W3153567180', 'https://openalex.org/W3174888972']",Dynamic Terminology Integration for COVID-19 and other Emerging Domains,1.0
280,NOVEL,MT2021,CUNI Systems for WMT21 Terminology Translation Shared Task,https://openalex.org/W3201109365,2021.0,0.0,"['https://openalex.org/W2945735543', 'https://openalex.org/W2962714778', 'https://openalex.org/W2963250244', 'https://openalex.org/W2963352809', 'https://openalex.org/W2963403868', 'https://openalex.org/W2963877622', 'https://openalex.org/W2964029788', 'https://openalex.org/W3035393249', 'https://openalex.org/W3105214104', 'https://openalex.org/W3153567180']",CUNI systems for WMT21: Terminology translation Shared Task,0.9914529914529915
281,NOVEL,MT2021,PROMT Systems for WMT21 Terminology Translation Task,,,,,,
282,NOVEL,MT2021,SYSTRAN @ WMT 2021 Terminology Task,https://openalex.org/W4286982966,2021.0,2.0,[],SYSTRAN @ WMT 2021: Terminology Task,0.9859154929577465
283,NOVEL,MT2021,TermMind Alibaba’s WMT21 Machine Translation Using Terminologies Task Submission,,,,,,
284,NOVEL,MT2021,FJWU Participation for the WMT21 Biomedical Translation Task,,,,,,
286,NOVEL,MT2021,Huawei AARC’s Submissions to the WMT21 Biomedical Translation Task Domain Adaption from a Practical Perspective,,,,,,
287,NOVEL,MT2021,Ensembling of Distilled Models from Multi-task Teachers for Constrained Resource Language Pairs,https://openalex.org/W3217576620,2021.0,1.0,"['https://openalex.org/W2251743902', 'https://openalex.org/W2550821151', 'https://openalex.org/W2555745756', 'https://openalex.org/W2587694128', 'https://openalex.org/W2885250264', 'https://openalex.org/W2963216553', 'https://openalex.org/W2963247703', 'https://openalex.org/W2963250244', 'https://openalex.org/W2963532001', 'https://openalex.org/W3105038888', 'https://openalex.org/W3105214104', 'https://openalex.org/W3107826490', 'https://openalex.org/W3120929527']",Ensembling of Distilled Models from Multi-task Teachers for Constrained Resource Language Pairs,1.0
288,NOVEL,MT2021,Surprise Language Challenge Developing a Neural Machine Translation System between Pashto and English in Two Months,https://openalex.org/W4287031370,2021.0,2.0,[],Surprise Language Challenge: Developing a Neural Machine Translation System between Pashto and English in Two Months,0.9956709956709957
289,NOVEL,MT2021,Harnessing Multilinguality in Unsupervised Machine Translation for Rare Languages,https://openalex.org/W3088631993,2021.0,4.0,"['https://openalex.org/W1753482797', 'https://openalex.org/W1916559533', 'https://openalex.org/W2101105183', 'https://openalex.org/W2121745180', 'https://openalex.org/W2130942839', 'https://openalex.org/W2525778437', 'https://openalex.org/W2550821151', 'https://openalex.org/W2572474373', 'https://openalex.org/W2610245951', 'https://openalex.org/W2798643159', 'https://openalex.org/W2887920589', 'https://openalex.org/W2913659301', 'https://openalex.org/W2919290281', 'https://openalex.org/W2944815030', 'https://openalex.org/W2962801832', 'https://openalex.org/W2962824887', 'https://openalex.org/W2963088995', 'https://openalex.org/W2963216553', 'https://openalex.org/W2963247703', 'https://openalex.org/W2963250244', 'https://openalex.org/W2963403868', 'https://openalex.org/W2963443683', 'https://openalex.org/W2963532001', 'https://openalex.org/W2963602293', 'https://openalex.org/W2963877297', 'https://openalex.org/W2963993537', 'https://openalex.org/W2964007535', 'https://openalex.org/W2964073484', 'https://openalex.org/W2964121744', 'https://openalex.org/W2964308564', 'https://openalex.org/W2964707311', 'https://openalex.org/W2971031524', 'https://openalex.org/W2982399380', 'https://openalex.org/W2995460523', 'https://openalex.org/W3015566765', 'https://openalex.org/W3034906024', 'https://openalex.org/W3035144493', 'https://openalex.org/W3035257795', 'https://openalex.org/W3101672304', 'https://openalex.org/W3103544486', 'https://openalex.org/W3107826490']",Harnessing Multilinguality in Unsupervised Machine Translation for Rare Languages,1.0
290,NOVEL,MT2021,Tencent AI Lab Machine Translation Systems for the WMT21 Biomedical Translation Task,,,,,,
291,NOVEL,MT2021,HW-TSC’s Submissions to the WMT21 Biomedical Translation Task,,,,,,
292,NOVEL,MT2021,Analyzing the Source and Target Contributions to Predictions in Neural Machine Translation,https://openalex.org/W3094519420,2021.0,16.0,"['https://openalex.org/W1787224781', 'https://openalex.org/W2099224638', 'https://openalex.org/W2336525064', 'https://openalex.org/W2594633041', 'https://openalex.org/W2741040846', 'https://openalex.org/W2741838462', 'https://openalex.org/W2756888147', 'https://openalex.org/W2759173152', 'https://openalex.org/W2799051177', 'https://openalex.org/W2811277447', 'https://openalex.org/W2833393231', 'https://openalex.org/W2888539709', 'https://openalex.org/W2897507397', 'https://openalex.org/W2902614977', 'https://openalex.org/W2909737760', 'https://openalex.org/W2946468379', 'https://openalex.org/W2946794439', 'https://openalex.org/W2948635472', 'https://openalex.org/W2953483091', 'https://openalex.org/W2962784628', 'https://openalex.org/W2962807820', 'https://openalex.org/W2963248296', 'https://openalex.org/W2963366552', 'https://openalex.org/W2963400886', 'https://openalex.org/W2963403868', 'https://openalex.org/W2963463964', 'https://openalex.org/W2963503967', 'https://openalex.org/W2963506925', 'https://openalex.org/W2963813662', 'https://openalex.org/W2964121744', 'https://openalex.org/W2964174820', 'https://openalex.org/W2964190861', 'https://openalex.org/W2964204621', 'https://openalex.org/W2964298349', 'https://openalex.org/W2971134989', 'https://openalex.org/W2971154170', 'https://openalex.org/W2973136764', 'https://openalex.org/W2996309822', 'https://openalex.org/W3034553593', 'https://openalex.org/W3035214886']",Analyzing the Source and Target Contributions to Predictions in Neural Machine Translation,1.0
294,NOVEL,MT2021,RTM Super Learner Results at Quality Estimation Task,,,,,,
295,NOVEL,MT2021,HW-TSC’s Participation at WMT 2021 Quality Estimation Shared Task,,,,,,
296,NOVEL,MT2021,The Curious Case of Hallucinations in Neural Machine Translation,https://openalex.org/W3153391445,2021.0,22.0,"['https://openalex.org/W2101105183', 'https://openalex.org/W2123301721', 'https://openalex.org/W2250342921', 'https://openalex.org/W2798389157', 'https://openalex.org/W2823653893', 'https://openalex.org/W2889326796', 'https://openalex.org/W2909737760', 'https://openalex.org/W2933138175', 'https://openalex.org/W2962784628', 'https://openalex.org/W2963260202', 'https://openalex.org/W2963281280', 'https://openalex.org/W2963506925', 'https://openalex.org/W2963823140', 'https://openalex.org/W2971134989', 'https://openalex.org/W2973088264', 'https://openalex.org/W2977843956', 'https://openalex.org/W2996403597', 'https://openalex.org/W3034368185', 'https://openalex.org/W3035214886', 'https://openalex.org/W3035261884', 'https://openalex.org/W3035725000', 'https://openalex.org/W3094519420', 'https://openalex.org/W3100352836', 'https://openalex.org/W3102138045', 'https://openalex.org/W3105718208', 'https://openalex.org/W3123795136', 'https://openalex.org/W3132032427']",The Curious Case of Hallucinations in Neural Machine Translation,1.0
297,NOVEL,MT2021,Ensemble Fine-tuned mBERT for Translation Quality Estimation,https://openalex.org/W3196399619,2021.0,2.0,"['https://openalex.org/W1678356000', 'https://openalex.org/W1988790447', 'https://openalex.org/W2101105183', 'https://openalex.org/W2117111101', 'https://openalex.org/W2130942839', 'https://openalex.org/W2144746247', 'https://openalex.org/W2149327368', 'https://openalex.org/W2157331557', 'https://openalex.org/W2754753494', 'https://openalex.org/W2838081464', 'https://openalex.org/W2894218541', 'https://openalex.org/W2908510526', 'https://openalex.org/W2933138175', 'https://openalex.org/W2953072129', 'https://openalex.org/W2963341956', 'https://openalex.org/W2963403868', 'https://openalex.org/W2964121744', 'https://openalex.org/W2964308564', 'https://openalex.org/W2970156971', 'https://openalex.org/W2971051558', 'https://openalex.org/W2983040767', 'https://openalex.org/W3084095723', 'https://openalex.org/W3092632253', 'https://openalex.org/W3120791402']",Ensemble Fine-tuned mBERT for Translation Quality Estimation,1.0
298,NOVEL,MT2021,Towards Continual Learning for Multilingual Machine Translation via Vocabulary Substitution,https://openalex.org/W3135297713,2021.0,2.0,"['https://openalex.org/W1682403713', 'https://openalex.org/W2101105183', 'https://openalex.org/W2550821151', 'https://openalex.org/W2554863749', 'https://openalex.org/W2560647685', 'https://openalex.org/W2786790428', 'https://openalex.org/W2798081680', 'https://openalex.org/W2898793635', 'https://openalex.org/W2902382260', 'https://openalex.org/W2919290281', 'https://openalex.org/W2944815030', 'https://openalex.org/W2952957932', 'https://openalex.org/W2958953787', 'https://openalex.org/W2962724315', 'https://openalex.org/W2962784628', 'https://openalex.org/W2963088995', 'https://openalex.org/W2963216553', 'https://openalex.org/W2963247703', 'https://openalex.org/W2963250244', 'https://openalex.org/W2963403868', 'https://openalex.org/W2963532001', 'https://openalex.org/W2964108048', 'https://openalex.org/W2964121744', 'https://openalex.org/W2964189064', 'https://openalex.org/W2970259631', 'https://openalex.org/W2970352405', 'https://openalex.org/W2970731908', 'https://openalex.org/W2971073020', 'https://openalex.org/W2971081268', 'https://openalex.org/W2971255462', 'https://openalex.org/W2982439138', 'https://openalex.org/W3001434439', 'https://openalex.org/W3005521220', 'https://openalex.org/W3035144493', 'https://openalex.org/W3046226013', 'https://openalex.org/W3046368065', 'https://openalex.org/W3087621941']",Towards Continual Learning for Multilingual Machine Translation via Vocabulary Substitution,1.0
299,NOVEL,MT2021,Improving Lexically Constrained Neural Machine Translation with Source-Conditioned Masked Span Prediction,https://openalex.org/W3163353020,2021.0,1.0,"['https://openalex.org/W630532510', 'https://openalex.org/W1915251500', 'https://openalex.org/W1990061958', 'https://openalex.org/W2537667581', 'https://openalex.org/W2542860122', 'https://openalex.org/W2561274697', 'https://openalex.org/W2759932073', 'https://openalex.org/W2933138175', 'https://openalex.org/W2944815030', 'https://openalex.org/W2950940239', 'https://openalex.org/W2951770285', 'https://openalex.org/W2962714778', 'https://openalex.org/W2962784628', 'https://openalex.org/W2963216553', 'https://openalex.org/W2963341956', 'https://openalex.org/W2963352809', 'https://openalex.org/W2963403868', 'https://openalex.org/W2963506925', 'https://openalex.org/W2963532001', 'https://openalex.org/W2963583256', 'https://openalex.org/W2963897095', 'https://openalex.org/W2964029788', 'https://openalex.org/W2970059135', 'https://openalex.org/W2971167892', 'https://openalex.org/W2998135987', 'https://openalex.org/W3011411500', 'https://openalex.org/W3014114301', 'https://openalex.org/W3034640977', 'https://openalex.org/W3035393249', 'https://openalex.org/W3035540807', 'https://openalex.org/W3082274269', 'https://openalex.org/W3082303676', 'https://openalex.org/W3105718208', 'https://openalex.org/W3120929527']",Improving Lexically Constrained Neural Machine Translation with Source-Conditioned Masked Span Prediction,1.0
300,NOVEL,MT2021,The JHU-Microsoft Submission for WMT21 Quality Estimation Shared Task,https://openalex.org/W3200829979,2021.0,1.0,"['https://openalex.org/W2114013702', 'https://openalex.org/W2171074980', 'https://openalex.org/W2933138175', 'https://openalex.org/W2953072129', 'https://openalex.org/W2964121744', 'https://openalex.org/W2970295111', 'https://openalex.org/W2971167892', 'https://openalex.org/W3034579764', 'https://openalex.org/W3093871477', 'https://openalex.org/W3118917012', 'https://openalex.org/W3120791402', 'https://openalex.org/W3120951354', 'https://openalex.org/W3120955312', 'https://openalex.org/W3176009285', 'https://openalex.org/W3200924470']",The JHU-Microsoft Submission for WMT21 Quality Estimation Shared Task,1.0
301,NOVEL,MT2021,Towards Modeling the Style of Translators in Neural Machine Translation,https://openalex.org/W3161838540,2021.0,13.0,"['https://openalex.org/W1522301498', 'https://openalex.org/W2101105183', 'https://openalex.org/W2124807415', 'https://openalex.org/W2130942839', 'https://openalex.org/W2157331557', 'https://openalex.org/W2184135559', 'https://openalex.org/W2250969425', 'https://openalex.org/W2251180427', 'https://openalex.org/W2467834614', 'https://openalex.org/W2539350388', 'https://openalex.org/W2550821151', 'https://openalex.org/W2557436004', 'https://openalex.org/W2595715041', 'https://openalex.org/W2758334418', 'https://openalex.org/W2915573484', 'https://openalex.org/W2933138175', 'https://openalex.org/W2933966104', 'https://openalex.org/W2950513705', 'https://openalex.org/W2962784628', 'https://openalex.org/W2963403868', 'https://openalex.org/W2963807318', 'https://openalex.org/W2963913356', 'https://openalex.org/W2964121744', 'https://openalex.org/W2970328625', 'https://openalex.org/W2972680990', 'https://openalex.org/W2972972637', 'https://openalex.org/W2978824654', 'https://openalex.org/W2982026991', 'https://openalex.org/W2985976073', 'https://openalex.org/W3034987021', 'https://openalex.org/W3045734701', 'https://openalex.org/W3087197566', 'https://openalex.org/W3093871477', 'https://openalex.org/W4385245566']",Towards Modeling the Style of Translators in Neural Machine Translation,1.0
302,NOVEL,MT2021,Zero-Shot Information Extraction as a Unified Text-to-Triple Translation,https://openalex.org/W3201244947,2021.0,36.0,"['https://openalex.org/W1522301498', 'https://openalex.org/W1529731474', 'https://openalex.org/W2129842875', 'https://openalex.org/W2152380671', 'https://openalex.org/W2167187514', 'https://openalex.org/W2250225327', 'https://openalex.org/W2251199578', 'https://openalex.org/W2251913848', 'https://openalex.org/W2295434202', 'https://openalex.org/W2563163303', 'https://openalex.org/W2759211898', 'https://openalex.org/W2785611959', 'https://openalex.org/W2804778516', 'https://openalex.org/W2896457183', 'https://openalex.org/W2963341956', 'https://openalex.org/W2963777632', 'https://openalex.org/W2964022985', 'https://openalex.org/W2964121744', 'https://openalex.org/W2965373594', 'https://openalex.org/W2970476646', 'https://openalex.org/W2971136144', 'https://openalex.org/W2971204996', 'https://openalex.org/W2979826702', 'https://openalex.org/W2982399380', 'https://openalex.org/W3005680577', 'https://openalex.org/W3011411500', 'https://openalex.org/W3015465981', 'https://openalex.org/W3021533447', 'https://openalex.org/W3033176962', 'https://openalex.org/W3034978746', 'https://openalex.org/W3034999214', 'https://openalex.org/W3082274269', 'https://openalex.org/W3091432621', 'https://openalex.org/W3092383198', 'https://openalex.org/W3093871960', 'https://openalex.org/W3098903812', 'https://openalex.org/W3099004917', 'https://openalex.org/W3103433205', 'https://openalex.org/W3119164154', 'https://openalex.org/W3119438769', 'https://openalex.org/W3121525843', 'https://openalex.org/W3135367836', 'https://openalex.org/W3137214022', 'https://openalex.org/W3139080614', 'https://openalex.org/W3166396011', 'https://openalex.org/W3173151551', 'https://openalex.org/W3174770825', 'https://openalex.org/W3198659451', 'https://openalex.org/W4288089799', 'https://openalex.org/W4292779060', 'https://openalex.org/W4297795751']",Zero-Shot Information Extraction as a Unified Text-to-Triple Translation,1.0
303,NOVEL,MT2021,TUDa at WMT21 Sentence-Level Direct Assessment with Adapters,,,,,,
304,NOVEL,MT2021,Quality Estimation Using Dual Encoders with Transfer Learning,,,,,,
305,NOVEL,MT2021,ICL’s Submission to the WMT21 Critical Error Detection Shared Task,,,,,,
306,NOVEL,MT2021,Papago’s Submission for the WMT21 Quality Estimation Shared Task,,,,,,
