topic,paper_ID,sentence_ID,info-unit,sub,pred,obj,triplets,pred_weights
Sum2022_2025,W4389519254,44,auto,We,use,OpenAI's GPT family,We use OpenAI's GPT family,0.6696893
Sum2022_2025,W4389519254,45,auto,For,GPT,"- 3.5 ,","For GPT - 3.5 ,",0.6718903
Sum2022_2025,W4389519254,46,auto,For,1,does not support,For 1 does not support,0.5735517
Sum2022_2025,W4389519254,47,auto,We,use,G - EVAL,We use G - EVAL,0.62701
Sum2022_2025,W4389519254,48,auto,Example,prompts,for each task,Example prompts for each task,0.7324489
Sum2022_2025,W4389519254,50,auto,We,adopt,three meta -,We adopt three meta -,0.5293325
Sum2022_2025,W4389519254,51,auto,SummEval,(,Fabbri et al.,SummEval ( Fabbri et al.,0.5081601
Sum2022_2025,W4389519254,52,auto,We,evaluate,G - EVAL,We evaluate G - EVAL,0.688003
Sum2022_2025,W4389519254,53,auto,BERTScore,(,Zhang et al.,BERTScore ( Zhang et al.,0.53436214
Sum2022_2025,W4389519254,54,auto,We,adopt,the same approach,We adopt the same approach,0.64420104
Sum2022_2025,W4389519254,55,auto,We,use,the Topical -,We use the Topical -,0.6823138
Sum2022_2025,W4389519254,56,auto,Notably,",",the G -,"Notably , the G -",0.6366682
Sum2022_2025,W4389519254,57,auto,This,indicates,that this benchmark,This indicates that this benchmark,0.6507061
Sum2022_2025,W4389519254,58,auto,Results,on,Hallucinations Advanced NLG,Results on Hallucinations Advanced NLG,0.57994425
Sum2022_2025,W4389519254,59,auto,On,average,", G -","On average , G -",0.5991142
Sum2022_2025,W4389519254,60,auto,G,-,EVAL - 3.5,G - EVAL - 3.5,0.6469273
Sum2022_2025,W4389519254,61,auto,This,result,is consistent with,This result is consistent with,0.59444255
Sum2022_2025,W4389519254,62,auto,One,concern,about using LLM,One concern about using LLM,0.676063
Sum2022_2025,W4389519254,63,auto,To,investigate,"this issue ,","To investigate this issue ,",0.6621043
Sum2022_2025,W4389519254,64,auto,We,use,the dataset collected,We use the dataset collected,0.6684866
Sum2022_2025,W4389519254,65,auto,We,use,G - EVAL,We use G - EVAL,0.62701
Sum2022_2025,W4389519254,66,auto,2,2,1 . NLG,2 2 1 . NLG,0.70517915
Sum2022_2025,W4389519254,67,auto,The,authors,of the original,The authors of the original,0.5221287
Sum2022_2025,W4389519254,68,auto,2,.,G - EVAL,2 . G - EVAL,0.6825787
Sum2022_2025,W4389519254,69,auto,Our,work,should be considered,Our work should be considered,0.6079107
Sum2022_2025,W4389519254,70,auto,We,highlight,this concern in,We highlight this concern in,0.6468718
Sum2022_2025,W4389519254,71,auto,And,this,could result in,And this could result in,0.77189934
Sum2022_2025,W4389519254,72,auto,The,Effect,of Chain -,The Effect of Chain -,0.70411944
Sum2022_2025,W4389519254,73,auto,We,compare,the performance of,We compare the performance of,0.6675023
Sum2022_2025,W4389519254,74,auto,Table,1,The Effect of,Table 1 The Effect of,0.6323039
Sum2022_2025,W4389519254,75,auto,We,compare,the performance of,We compare the performance of,0.6675023
Sum2022_2025,W4389519254,76,auto,Table,1,The Effect of,Table 1 The Effect of,0.6323039
Sum2022_2025,W4389519254,77,auto,We,compare,the performance of,We compare the performance of,0.6675023
Sum2022_2025,W4389519254,78,auto,Table,1,and Table 3,Table 1 and Table 3,0.67229795
Sum2022_2025,W4389519254,79,auto,BLEU,(,Papineni et al.,BLEU ( Papineni et al.,0.49794185
Sum2022_2025,W4389519254,80,auto,WMD,(,Kusner et al.,WMD ( Kusner et al.,0.5114825
Sum2022_2025,W4389519254,81,auto,For,example,", summarization tasks","For example , summarization tasks",0.6618028
Sum2022_2025,W4389519254,82,auto,In,this,"paper , we","In this paper , we",0.72741807
Sum2022_2025,W4389519254,83,auto,We,conduct,extensive experiments on,We conduct extensive experiments on,0.69029784
Sum2022_2025,W4389519254,84,auto,We,also,propose preliminary analysis,We also propose preliminary analysis,0.6022502
Sum2022_2025,W4389519254,85,auto,We,hope,our work can,We hope our work can,0.7132002
Sum2022_2025,W4389519254,86,auto,Limitations,G-EVAL,is a framework,Limitations G-EVAL is a framework,0.65495044
Sum2022_2025,W4389519254,87,auto,However,",",it also has,"However , it also has",0.59097564
Sum2022_2025,W4389519254,88,auto,1,.,As we already,1 . As we already,0.59794605
Sum2022_2025,W4389519254,89,auto,This,may,lead to the,This may lead to the,0.59999096
Sum2022_2025,W4389519254,90,auto,And,this,could result in,And this could result in,0.7718994
Sum2022_2025,W4389519254,91,auto,2,.,G- EVAL is,2 . G- EVAL is,0.6454574
Sum2022_2025,W4389519254,92,auto,Currently,",",most LLMs are,"Currently , most LLMs are",0.6342701
Sum2022_2025,W4389519254,93,auto,This,may,limit the applicability,This may limit the applicability,0.56637806
Sum2022_2025,W4389519254,94,auto,Moreover,",",the LLMs are,"Moreover , the LLMs are",0.6262775
Sum2022_2025,W4389519254,95,auto,3,.,We meta -,3 . We meta -,0.60778445
Sum2022_2025,W4389519254,96,auto,However,",",there are some,"However , there are some",0.6131084
Sum2022_2025,W4389519254,97,auto,In,this,"case , the","In this case , the",0.7740901
Sum2022_2025,W4389519254,98,auto,Therefore,",",more research is,"Therefore , more research is",0.5606489
Sum2022_2025,W4389519254,99,auto,purpose,is,to aid researchers,purpose is to aid researchers,0.47400808
Sum2022_2025,W4389519254,100,auto,Possible,risks,could exist if,Possible risks could exist if,0.6809125
Sum2022_2025,W4389519254,101,auto,This,could,lead to developers,This could lead to developers,0.60288644
Sum2022_2025,W4389519254,102,auto,Furthermore,",",users depending on,"Furthermore , users depending on",0.5935467
Sum2022_2025,W4389519254,103,auto,Your,task,is to rate,Your task is to rate,0.6751289
Sum2022_2025,W4389519254,104,auto,Please,make,sure you read,Please make sure you read,0.61525387
Sum2022_2025,W4389519254,105,auto,Please,keep,this document open,Please keep this document open,0.5534094
Sum2022_2025,W4389519254,106,auto,Evaluation,Criteria,: Coherence (,Evaluation Criteria : Coherence (,0.6811115
Sum2022_2025,W4389519254,107,auto,We,align,this dimension with,We align this dimension with,0.7275317
Sum2022_2025,W4389519254,108,auto,The,summary,should not just,The summary should not just,0.57841665
Sum2022_2025,W4389519254,109,auto,Evaluation,Steps,: 1 .,Evaluation Steps : 1 .,0.6598775
Sum2022_2025,W4389519254,110,auto,2,.,Read the summary,2 . Read the summary,0.5072037
Sum2022_2025,W4389519254,111,auto,Check,if,the summary covers,Check if the summary covers,0.59478194
Sum2022_2025,W4389519254,112,auto,-,Coherence,: Evaluate Engagingness,- Coherence : Evaluate Engagingness,0.7577649
Sum2022_2025,W4389519254,113,auto,You,will,be given a,You will be given a,0.65450567
Sum2022_2025,W4389519254,114,auto,You,will,then be given,You will then be given,0.6070588
Sum2022_2025,W4389519254,115,auto,The,response,concerns an interesting,The response concerns an interesting,0.70105815
Sum2022_2025,W4389519254,116,auto,Your,task,is to rate,Your task is to rate,0.67512894
Sum2022_2025,W4389519254,117,auto,Please,make,sure you read,Please make sure you read,0.6152538
Sum2022_2025,W4389519254,118,auto,Please,keep,this document open,Please keep this document open,0.5534093
Sum2022_2025,W4389519254,119,auto,Evaluation,Crieteria,: Engagingness (,Evaluation Crieteria : Engagingness (,0.6734122
Sum2022_2025,W4389519254,120,auto,-,A,score of 1,- A score of 1,0.6532745
Sum2022_2025,W4389519254,121,auto,-,A,score of 2,- A score of 2,0.6686031
Sum2022_2025,W4389519254,122,auto,2,.,Rate the response,2 . Rate the response,0.5821624
Sum2022_2025,W4389519254,123,auto,3,.,Provide a brief,3 . Provide a brief,0.5165057
Sum2022_2025,W4389519254,124,auto,-,Engagingness,: Evaluate Hallucinations,- Engagingness : Evaluate Hallucinations,0.68985146
Sum2022_2025,W4389519254,125,auto,We,first,input Task Introduction,We first input Task Introduction,0.65930307
Sum2022_2025,W4389519254,126,auto,Then,we,use the prompt,Then we use the prompt,0.63744086
Sum2022_2025,W4389519254,127,auto,Finally,",",we use the,"Finally , we use the",0.6193209
Sum2022_2025,W4389519254,128,auto,which,uses,User Input Input,which uses User Input Input,0.6080397
Sum2022_2025,W4389519254,129,auto,You,will,be given one,You will be given one,0.59278977
Sum2022_2025,W4389519254,130,auto,Your,task,is to rate,Your task is to rate,0.67512894
Sum2022_2025,W4389519254,131,auto,We,align,this dimension with,We align this dimension with,0.7275316
Sum2022_2025,W4389519254,132,auto,2,.,Read the summary,2 . Read the summary,0.50720376
Sum2022_2025,W4389519254,133,auto,Check,if,the summary covers,Check if the summary covers,0.59478194
Sum2022_2025,W4389519254,134,auto,3,.,Assign a score,3 . Assign a score,0.57858735
Sum2022_2025,W4389519254,135,auto,Weighted,Summed,Score : 2.59,Weighted Summed Score : 2.59,0.6441875
Sum2022_2025,W4389519254,136,auto,Naturalness,Coherence,Engagingness Groundedness AVG,Naturalness Coherence Engagingness Groundedness AVG,0.66070914
Sum2022_2025,W4389519254,137,auto,Although,it,has different distribution,Although it has different distribution,0.5835292
Sum2022_2025,W4389519254,139,auto,The,G-,EVAL framework we,The G- EVAL framework we,0.65621036
Sum2022_2025,W4389519254,140,auto,Its,Meteor,: An automatic,Its Meteor : An automatic,0.6727491
Sum2022_2025,W4389519254,141,auto,Fact,aware,neural abstractive summarization,Fact aware neural abstractive summarization,0.64215285
Sum2022_2025,W4389519254,142,auto,Proceedings,of,the Workshop on,Proceedings of the Workshop on,0.5779231
Sum2022_2025,W4389519254,143,auto,Proceedings,of,the 2022 Conference,Proceedings of the 2022 Conference,0.56697154
Sum2022_2025,W4389519254,144,auto,International,conference,on machine learning,International conference on machine learning,0.59424895
Sum2022_2025,W4389519254,145,auto,July,5,"- 10 ,","July 5 - 10 ,",0.58905977
Sum2022_2025,W4389519254,146,auto,Proceedings,of,the 58th Annual,Proceedings of the 58th Annual,0.56640327
Sum2022_2025,W4389519254,147,auto,Association,for,Computational Linguistics 2020,Association for Computational Linguistics 2020,0.5730174
Sum2022_2025,W4389519254,148,auto,Don't,give,me the details,Don't give me the details,0.5533469
Sum2022_2025,W4389519254,149,auto,topic,-,aware convolutional neural,topic - aware convolutional neural,0.51499885
Sum2022_2025,W4389519254,150,auto,35,2022,Bleu : a,35 2022 Bleu : a,0.56855506
Sum2022_2025,W4389519254,151,auto,An,investigation,into the validity,An investigation into the validity,0.70654815
Sum2022_2025,W4389519254,153,auto,Evaluating,evaluation,methods for generation,Evaluating evaluation methods for generation,0.73477364
Sum2022_2025,W4389519254,154,auto,Is,chatgpt,a good nlg,Is chatgpt a good nlg,0.7647269
Sum2022_2025,W4389519254,155,auto,a,preliminary,study 2023 arXiv,a preliminary study 2023 arXiv,0.7635992
Sum2022_2025,W4389519254,156,auto,Large,language,models are not,Large language models are not,0.68464756
Sum2022_2025,W4389519254,157,auto,Towards,a,unified multidimensional evaluator,Towards a unified multidimensional evaluator,0.6354707
Sum2022_2025,W4389519254,158,auto,A,Example,Prompts Evaluate Coherence,A Example Prompts Evaluate Coherence,0.6816759
Sum2022_2025,W4389519254,159,auto,You,will,be given one,You will be given one,0.59278977
Sum2022_2025,W4285744692,0,auto,Functions,of,Gut Microbiota Metabolites,Functions of Gut Microbiota Metabolites,0.520187
Sum2022_2025,W4285744692,1,auto,In,healthy,"state , gut","In healthy state , gut",0.7570741
Sum2022_2025,W4285744692,2,auto,Although,there,are many reviews,Although there are many reviews,0.73261774
Sum2022_2025,W4285744692,3,auto,In,this,"Opinion , we","In this Opinion , we",0.7412417
Sum2022_2025,W4285744692,4,auto,In,addition,", we summarize","In addition , we summarize",0.63525397
Sum2022_2025,W4285744692,5,auto,This,paper,can be helpful,This paper can be helpful,0.6410071
Sum2022_2025,W4285744692,6,auto,The,gut,microbiota is a,The gut microbiota is a,0.72349316
Sum2022_2025,W4285744692,7,auto,Although,the,importance of gut,Although the importance of gut,0.77545995
Sum2022_2025,W4285744692,8,auto,In,normal,"condition , the","In normal condition , the",0.6516838
Sum2022_2025,W4285744692,9,auto,Currently,",",there are many,"Currently , there are many",0.5578806
Sum2022_2025,W4285744692,10,auto,Gut,microbiota,metabolites Classification of,Gut microbiota metabolites Classification of,0.7925491
Sum2022_2025,W4285744692,11,auto,It,is,estimated that the,It is estimated that the,0.6729679
Sum2022_2025,W4285744692,12,auto,Typical,gut,microbiota metabolites in,Typical gut microbiota metabolites in,0.72731835
Sum2022_2025,W4285744692,13,auto,SCFAs,are,saturated aliphatic acids,SCFAs are saturated aliphatic acids,0.58329433
Sum2022_2025,W4285744692,14,auto,Acetate,",","propionate , and","Acetate , propionate , and",0.6782545
Sum2022_2025,W4285744692,15,auto,Most,SCFA,are generated by,Most SCFA are generated by,0.6594327
Sum2022_2025,W4285744692,16,auto,Bile,acids,are cholesterol derived,Bile acids are cholesterol derived,0.7917693
Sum2022_2025,W4285744692,17,auto,The,proteins,and peptides that,The proteins and peptides that,0.7105232
Sum2022_2025,W4285744692,18,auto,In,addition,to metabolites mentioned,In addition to metabolites mentioned,0.6848522
Sum2022_2025,W4285744692,19,auto,The,gut,microbiota can produce,The gut microbiota can produce,0.76694226
Sum2022_2025,W4285744692,20,auto,Ways,gut,microbiota metabolites act,Ways gut microbiota metabolites act,0.7012038
Sum2022_2025,W4285744692,21,auto,Bacterial,cross,- feeding refers,Bacterial cross - feeding refers,0.6586272
Sum2022_2025,W4285744692,22,auto,In,gastrointestinal,"tract , a","In gastrointestinal tract , a",0.6554138
Sum2022_2025,W4285744692,23,auto,Serving,as,nutrition and influencing,Serving as nutrition and influencing,0.56374425
Sum2022_2025,W4285744692,24,auto,Modulation,of,host metabolism Energy,Modulation of host metabolism Energy,0.54238474
Sum2022_2025,W4285744692,25,auto,In,adult,"mammals , long","In adult mammals , long",0.75564295
Sum2022_2025,W4285744692,26,auto,In,general,", adipose tissues","In general , adipose tissues",0.70982003
Sum2022_2025,W4285744692,27,auto,BAT,and,beige adipose tissue,BAT and beige adipose tissue,0.5003773
Sum2022_2025,W4285744692,28,auto,Influencing,the,intestinal barrier and,Influencing the intestinal barrier and,0.7173754
Sum2022_2025,W4285744692,29,auto,The,function,of intestinal barrier,The function of intestinal barrier,0.71548486
Sum2022_2025,W4285744692,30,auto,The,proper,function of intestinal,The proper function of intestinal,0.62600833
Sum2022_2025,W4285744692,31,auto,Impacting,the,systemic immune response,Impacting the systemic immune response,0.66557926
Sum2022_2025,W4285744692,32,auto,In,addition,to modulate the,In addition to modulate the,0.66402805
Sum2022_2025,W4285744692,33,auto,In,spleen,"B cells ,","In spleen B cells ,",0.6607427
Sum2022_2025,W4285744692,34,auto,Increased,level,of TMAO is,Increased level of TMAO is,0.67792296
Sum2022_2025,W4285744692,35,auto,Osteoporosis,is,a skeletal disease,Osteoporosis is a skeletal disease,0.5693011
Sum2022_2025,W4285744692,36,auto,In,the,"bone , gut","In the bone , gut",0.6908085
Sum2022_2025,W4285744692,37,auto,In,addition,to the effects,In addition to the effects,0.6448081
Sum2022_2025,W4285744692,38,auto,Influencing,the,nervous system,Influencing the nervous system,0.7372138
Sum2022_2025,W4285744692,39,auto,It,has,long been established,It has long been established,0.5914754
Sum2022_2025,W4285744692,40,auto,The,blood,- brain barrier,The blood - brain barrier,0.63022596
Sum2022_2025,W4285744692,41,auto,BBB,plays,essential roles in,BBB plays essential roles in,0.624037
Sum2022_2025,W4285744692,42,auto,Infections,",","autoimmune diseases ,","Infections , autoimmune diseases ,",0.69012886
Sum2022_2025,W4285744692,43,auto,The,CNS,contains a variety,The CNS contains a variety,0.64880633
Sum2022_2025,W4285744692,44,auto,T,and,CD8 +,T and CD8 +,0.55496687
