topic,paper_ID,sentence_ID,info-unit,sub,pred,obj,triplets,pred_weights
MT2022_2025,W4392343318,28,auto,TLR,recognizes,and interacts with,TLR recognizes and interacts with,0.5663847
MT2022_2025,W4392343318,29,auto,175,176,177 178 179,175 176 177 178 179,0.5874598
MT2022_2025,W4392343318,30,auto,In,response,to inflammatory stimuli,In response to inflammatory stimuli,0.7284977
MT2022_2025,W4392343318,31,auto,Drosophila,studies,revealed that NF,Drosophila studies revealed that NF,0.6088109
MT2022_2025,W4392343318,32,auto,184,[,185 ] [,184 [ 185 ] [,0.8305019
MT2022_2025,W4392343318,33,auto,Due,to,the key regulatory,Due to the key regulatory,0.64007103
MT2022_2025,W4392343318,34,auto,Innate,immune,"cells , such","Innate immune cells , such",0.7121102
MT2022_2025,W4392343318,35,auto,These,cells,express pattern recognition,These cells express pattern recognition,0.5566049
MT2022_2025,W4392343318,36,auto,One,crucial,signaling pathway activated,One crucial signaling pathway activated,0.6904304
MT2022_2025,W4392343318,37,auto,These,inflammatory,mediators can directly,These inflammatory mediators can directly,0.6922043
MT2022_2025,W4392343318,38,auto,One,common,signaling transduction event,One common signaling transduction event,0.6473321
MT2022_2025,W4392343318,39,auto,217,218,"219 , 220","217 218 219 , 220",0.73497087
MT2022_2025,W4392343318,40,auto,In,addition,to regulating T,In addition to regulating T,0.6424207
MT2022_2025,W4392343318,41,auto,In,conclusion,", NF -","In conclusion , NF -",0.6195076
MT2022_2025,W4392343318,42,auto,It,regulates,T and B,It regulates T and B,0.69965744
MT2022_2025,W4392343318,43,auto,Additionally,",",it controls the,"Additionally , it controls the",0.6292
MT2022_2025,W4392343318,44,auto,Further,research,into the mechanisms,Further research into the mechanisms,0.6819011
MT2022_2025,W4392343318,45,auto,NF,-,κB signaling and,NF - κB signaling and,0.52277666
MT2022_2025,W4392343318,46,auto,The,tumor,microenvironment comprises immune,The tumor microenvironment comprises immune,0.69092894
MT2022_2025,W4392343318,47,auto,230,231,", 232 233","230 231 , 232 233",0.7085038
MT2022_2025,W4392343318,48,auto,Tumor,-,induced chronic inflammatory,Tumor - induced chronic inflammatory,0.59605545
MT2022_2025,W4392343318,49,auto,191,244,"245 246 ,","191 244 245 246 ,",0.7658393
MT2022_2025,W4392343318,50,auto,In,normal,"cells , NF","In normal cells , NF",0.75903505
MT2022_2025,W4392343318,51,auto,Upon,degradation,"of IκB ,","Upon degradation of IκB ,",0.67840445
MT2022_2025,W4392343318,52,auto,Constitutive,activation,of NF -,Constitutive activation of NF -,0.59107834
MT2022_2025,W4392343318,53,auto,The,target,genes transcriptionally regulated,The target genes transcriptionally regulated,0.6192991
MT2022_2025,W4392343318,54,auto,However,",",these responses can,"However , these responses can",0.66589874
MT2022_2025,W4392343318,55,auto,Although,the,targets of NF,Although the targets of NF,0.7276461
MT2022_2025,W4392343318,56,auto,251,1,Proliferation .,251 1 Proliferation .,0.643523
MT2022_2025,W4392343318,57,auto,NF,-,κB plays a,NF - κB plays a,0.5582292
MT2022_2025,W4392343318,58,auto,Major,mechanisms,include inducing the,Major mechanisms include inducing the,0.7434401
MT2022_2025,W4392343318,59,auto,Early,in,"1999 , Guttridge","Early in 1999 , Guttridge",0.5972524
MT2022_2025,W4392343318,60,auto,252,253,4 254 255,252 253 4 254 255,0.7777052
MT2022_2025,W4392343318,61,auto,Inducing,angiogenesis,is an essential,Inducing angiogenesis is an essential,0.71052015
MT2022_2025,W4392343318,62,auto,Growth,factors,are major regulators,Growth factors are major regulators,0.69976103
MT2022_2025,W4392343318,63,auto,These,proangiogenic,factors can be,These proangiogenic factors can be,0.6760554
MT2022_2025,W4392343318,66,auto,285,RelA,was a key,285 RelA was a key,0.65744567
MT2022_2025,W4392343318,67,auto,In,wild,- type p53,In wild - type p53,0.6951507
MT2022_2025,W4392343318,68,auto,The,inhibition,of RelA leads,The inhibition of RelA leads,0.71787703
MT2022_2025,W4392343318,69,auto,286,287,"189 , [","286 287 189 , [",0.6809222
MT2022_2025,W4392343318,70,auto,Chemotherapy,and,radiotherapy largely act,Chemotherapy and radiotherapy largely act,0.5713238
MT2022_2025,W4392343318,71,auto,However,",",as mentioned above,"However , as mentioned above",0.60724473
MT2022_2025,W4392343318,72,auto,Cells,of,innate immunity :,Cells of innate immunity :,0.591604
MT2022_2025,W4392343318,73,auto,Depending,on,"specific conditions ,","Depending on specific conditions ,",0.6669722
MT2022_2025,W4392343318,74,auto,NF,-,κB serves as,NF - κB serves as,0.56988424
MT2022_2025,W4392343318,75,auto,Rheumatoid,arthritis,( RA ),Rheumatoid arthritis ( RA ),0.77418464
MT2022_2025,W4392343318,76,auto,Its,main,pathological features include,Its main pathological features include,0.59477025
MT2022_2025,W4392343318,77,auto,312,313,314 315 316,312 313 314 315 316,0.47306293
MT2022_2025,W4392343318,78,auto,Osteoarthritis,(,OA ) is,Osteoarthritis ( OA ) is,0.5924885
MT2022_2025,W4392343318,79,auto,322,323,323 4 d,322 323 323 4 d,0.7702384
MT2022_2025,W4392343318,80,auto,Multiple,sclerosis,( MS ),Multiple sclerosis ( MS ),0.7452706
MT2022_2025,W4392343318,81,auto,329,330,"190 , 331","329 330 190 , 331",0.723811
MT2022_2025,W4392343318,82,auto,In,the,context of SLE,In the context of SLE,0.69043815
MT2022_2025,W4392343318,83,auto,349,350,"351 , 352","349 350 351 , 352",0.6582935
MT2022_2025,W4392343318,84,auto,Asthma,is,characterized by variable,Asthma is characterized by variable,0.552785
MT2022_2025,W4392343318,85,auto,376,377,378 379 4,376 377 378 379 4,0.7638844
MT2022_2025,W4392343318,86,auto,Previous,studies,have shown that,Previous studies have shown that,0.6225451
MT2022_2025,W4392343318,87,auto,Acute,kidney,injury ( AKI,Acute kidney injury ( AKI,0.6929586
MT2022_2025,W4392343318,88,auto,Inflammation,induced,by AKI contributes,Inflammation induced by AKI contributes,0.61622715
MT2022_2025,W4392343318,89,auto,389,390,Cardiovascular diseases Atherosclerosis,389 390 Cardiovascular diseases Atherosclerosis,0.68363345
MT2022_2025,W4392343318,90,auto,Atherosclerosis,is,a chronic inflammatory,Atherosclerosis is a chronic inflammatory,0.60583013
MT2022_2025,W4392343318,91,auto,Among,them,", the prominent","Among them , the prominent",0.64523727
MT2022_2025,W4392343318,92,auto,391,[,392 ] [,391 [ 392 ] [,0.82416916
MT2022_2025,W4392343318,93,auto,The,majority,of myocardial infarction,The majority of myocardial infarction,0.6857221
MT2022_2025,W4392343318,94,auto,Spontaneous,or,therapeutic revascularization leads,Spontaneous or therapeutic revascularization leads,0.5870624
MT2022_2025,W4392343318,95,auto,410,411,[ 412 ],410 411 [ 412 ],0.7489887
MT2022_2025,W4392343318,96,auto,Insulin,resistance,", characterized by","Insulin resistance , characterized by",0.6853462
MT2022_2025,W4392343318,97,auto,416,417,"182 , 418","416 417 182 , 418",0.7322355
MT2022_2025,W4392343318,98,auto,Over,30,% of the,Over 30 % of the,0.56628
MT2022_2025,W4392343318,99,auto,444,445,446 447 448,444 445 446 447 448,0.5965965
MT2022_2025,W4392343318,100,auto,Inflammation,in,the central nervous,Inflammation in the central nervous,0.5282991
MT2022_2025,W4392343318,101,auto,465,466,4i Inhibiting excessive,465 466 4i Inhibiting excessive,0.77971995
MT2022_2025,W4392343318,102,auto,Research,has,shown that geniposide,Research has shown that geniposide,0.6086761
MT2022_2025,W4392343318,103,auto,467,468,469 470 Valproic,467 468 469 470 Valproic,0.6874946
MT2022_2025,W4392343318,104,auto,This,promotes,the transition of,This promotes the transition of,0.7291655
MT2022_2025,W4392343318,105,auto,Consequently,",",VPA reduces SCI,"Consequently , VPA reduces SCI",0.6259197
MT2022_2025,W4392343318,106,auto,471,472,473 474,471 472 473 474,0.70013213
MT2022_2025,W4392343318,107,auto,During,the,initial stages of,During the initial stages of,0.7291089
MT2022_2025,W4392343318,108,auto,Studies,have,highlighted that upon,Studies have highlighted that upon,0.6098371
MT2022_2025,W4392343318,109,auto,475,",","476 476 ,","475 , 476 476 ,",0.7276188
MT2022_2025,W4392343318,110,auto,Although,NF,- κB activation,Although NF - κB activation,0.43029052
MT2022_2025,W4392343318,111,auto,479,STRATEGIES,FOR TARGETING NF,479 STRATEGIES FOR TARGETING NF,0.7185839
MT2022_2025,W4392343318,112,auto,Aspirin,",",a nonsteroidal anti-inflammatory,"Aspirin , a nonsteroidal anti-inflammatory",0.5536838
MT2022_2025,W4392343318,113,auto,Elizabeth,Kopp,et al. first,Elizabeth Kopp et al. first,0.6780893
MT2022_2025,W4392343318,114,auto,480,481,"5 Furthermore ,","480 481 5 Furthermore ,",0.7029596
MT2022_2025,W4392343318,115,auto,Mechanistically,",",aspirin reduces the,"Mechanistically , aspirin reduces the",0.5992765
MT2022_2025,W4392343318,116,auto,482,483,484 2 Sodium,482 483 484 2 Sodium,0.81671655
MT2022_2025,W4392343318,117,auto,Sodium,salicylate,", similar to","Sodium salicylate , similar to",0.68596196
MT2022_2025,W4392343318,118,auto,It,has,been discovered that,It has been discovered that,0.62979513
MT2022_2025,W4392343318,119,auto,In,the,context of anti,In the context of anti,0.7501302
MT2022_2025,W4392343318,120,auto,This,neuroprotective,effect is achieved,This neuroprotective effect is achieved,0.6336176
MT2022_2025,W4392343318,121,auto,Studies,have,demonstrated that dexamethasone,Studies have demonstrated that dexamethasone,0.5512223
MT2022_2025,W4392343318,122,auto,496,5,497 498 Thalidomide,496 5 497 498 Thalidomide,0.6108315
MT2022_2025,W4392343318,123,auto,Thalidomide,",",initially developed as,"Thalidomide , initially developed as",0.504988
MT2022_2025,W4392343318,124,auto,Its,mechanism,of action involves,Its mechanism of action involves,0.74629694
MT2022_2025,W4392343318,125,auto,Multiple,studies,have indicated that,Multiple studies have indicated that,0.66419834
MT2022_2025,W4392343318,126,auto,499,",",500 501,"499 , 500 501",0.4668638
MT2022_2025,W4392343318,127,auto,It,can,inhibit tumor necrosis,It can inhibit tumor necrosis,0.6152088
MT2022_2025,W4392343318,128,auto,502,503,504 505 506,502 503 504 505 506,0.64456016
MT2022_2025,W4392343318,129,auto,518,",",519 520 521,"518 , 519 520 521",0.41473207
MT2022_2025,W4392343318,130,auto,Proteasome,inhibitors,Proteasome inhibitors mainly,Proteasome inhibitors Proteasome inhibitors mainly,0.8469515
MT2022_2025,W4392343318,131,auto,544,545,"546 , 547","544 545 546 , 547",0.81321335
MT2022_2025,W4392343318,132,auto,554,545,[ 555 ],554 545 [ 555 ],0.81552434
MT2022_2025,W4392343318,133,auto,Tacrolimus,(,FK506 ) is,Tacrolimus ( FK506 ) is,0.54558766
MT2022_2025,W4392343318,134,auto,560,",","561 562 ,","560 , 561 562 ,",0.7821362
MT2022_2025,W4392343318,135,auto,The,IκBα,super - repressor,The IκBα super - repressor,0.514108
MT2022_2025,W4392343318,136,auto,As,a,"result , the","As a result , the",0.62445426
MT2022_2025,W4392343318,137,auto,Emerging,preclinical,evidence has addressed,Emerging preclinical evidence has addressed,0.6741746
MT2022_2025,W4392343318,138,auto,Glucocorticoids,exert,their effects by,Glucocorticoids exert their effects by,0.71117514
MT2022_2025,W4392343318,139,auto,The,precise,effect of glucocorticoids,The precise effect of glucocorticoids,0.57339925
MT2022_2025,W4392343318,140,auto,On,one,"hand , glucocorticoid","On one hand , glucocorticoid",0.76307935
MT2022_2025,W4392343318,141,auto,This,activation,of gene expression,This activation of gene expression,0.7771673
MT2022_2025,W4392343318,142,auto,On,the,"other hand ,","On the other hand ,",0.72280556
MT2022_2025,W4392343318,143,auto,GR,activation,can cause genome,GR activation can cause genome,0.7134802
MT2022_2025,W4392343318,144,auto,Due,to,their potent anti-inflammatory,Due to their potent anti-inflammatory,0.5493754
MT2022_2025,W4392343318,146,auto,PPAR,(,peroxisome proliferator -,PPAR ( peroxisome proliferator -,0.39822412
MT2022_2025,W4392343318,147,auto,There,are,three main isoforms,There are three main isoforms,0.63682723
MT2022_2025,W4392343318,149,auto,Immunotherapy,Scientists,have developed an,Immunotherapy Scientists have developed an,0.6491578
MT2022_2025,W4392343318,150,auto,In,a,mouse model of,In a mouse model of,0.62504977
MT2022_2025,W4392343318,151,auto,591,592,593 594 595,591 592 593 594 595,0.7024436
MT2022_2025,W4392343318,152,auto,Inhibitors,of,NF - κB,Inhibitors of NF - κB,0.5104685
MT2022_2025,W4392343318,153,auto,The,clinical,implications of RIG,The clinical implications of RIG,0.6822242
MT2022_2025,W4392343318,154,auto,597,598,599 600 601,597 598 599 600 601,0.7385432
MT2022_2025,W4392343318,156,auto,In,summary,", NF -","In summary , NF -",0.5974525
MT2022_2025,W4392343318,157,auto,Therefore,",",developing therapeutic approaches,"Therefore , developing therapeutic approaches",0.5996219
MT2022_2025,W4392343318,158,auto,However,",",the NF -,"However , the NF -",0.6507063
MT2022_2025,W4392343318,159,auto,Hence,",",the future research,"Hence , the future research",0.5849413
MT2022_2025,W4392343318,160,auto,Prospectively,",",strategies targeting NF,"Prospectively , strategies targeting NF",0.5869117
MT2022_2025,W4392343318,162,auto,In,the,field of NF,In the field of NF,0.7851136
MT2022_2025,W4392343318,163,auto,More,is,known about NF,More is known about NF,0.6406157
MT2022_2025,W4392343318,164,auto,The,timing,of activation can,The timing of activation can,0.70617557
MT2022_2025,W4392343318,165,auto,Oscillatory,activation,of NF -,Oscillatory activation of NF -,0.7071232
MT2022_2025,W4392343318,166,auto,610,611,612 613 614,610 611 612 613 614,0.7068069
MT2022_2025,W4392343318,167,auto,The,crosstalk,between NF -,The crosstalk between NF -,0.6495768
MT2022_2025,W4392343318,168,auto,(,1,) The activation,( 1 ) The activation,0.59841985
MT2022_2025,W4392343318,169,auto,JAK,-,STAT3 can act,JAK - STAT3 can act,0.6051141
MT2022_2025,W4392343318,170,auto,Dvl,inhibits,NF - κB,Dvl inhibits NF - κB,0.5776567
MT2022_2025,W4392343318,171,auto,APC,adenomatosis,polyposis coli protein,APC adenomatosis polyposis coli protein,0.7731756
MT2022_2025,W4392343318,172,auto,Furthermore,",",NF - κB,"Furthermore , NF - κB",0.5694909
MT2022_2025,W4392343318,173,auto,BAFF,TNF,superfamily member 13b,BAFF TNF superfamily member 13b,0.6646724
MT2022_2025,W4392343318,174,auto,b,NF,- κB plays,b NF - κB plays,0.5220591
MT2022_2025,W4392343318,175,auto,In,the,context of innate,In the context of innate,0.73053014
MT2022_2025,W4392343318,176,auto,Additionally,",",NF - κB,"Additionally , NF - κB",0.5415932
MT2022_2025,W4392343318,177,auto,Concerning,adaptive,"immunity , NF","Concerning adaptive immunity , NF",0.7886433
MT2022_2025,W4392343318,178,auto,Moreover,",",under the stimulation,"Moreover , under the stimulation",0.60942745
MT2022_2025,W4392343318,179,auto,TH,helper,"T cell ,","TH helper T cell ,",0.6853446
MT2022_2025,W4392343318,180,auto,c,Tumor,occurrence and progression,c Tumor occurrence and progression,0.6645266
MT2022_2025,W4392343318,181,auto,Overactivation,of,NF - κB,Overactivation of NF - κB,0.48369658
MT2022_2025,W4392343318,182,auto,CAF,cancer,- associated fibroblasts,CAF cancer - associated fibroblasts,0.68026835
MT2022_2025,W4392343318,183,auto,Table,1,. 1 Overview,Table 1 . 1 Overview,0.5694225
MT2022_2025,W4392343318,184,auto,.,.,Guo et al.,. . Guo et al.,0.62883383
MT2022_2025,W4392343318,185,auto,Xia,et,al. reported increased,Xia et al. reported increased,0.5756977
MT2022_2025,W4392343318,186,auto,Vreka,et,al. further confirmed,Vreka et al. further confirmed,0.5430927
MT2022_2025,W4392343318,187,auto,Disease,Mechanism,Table 2 .,Disease Mechanism Table 2 .,0.72389424
MT2022_2025,W4392343318,188,auto,Inflammation,",","infection , cancer","Inflammation , infection , cancer",0.5440322
MT2022_2025,W4392343318,189,auto,Multiple,myeloma,pathway to inhibit,Multiple myeloma pathway to inhibit,0.7181127
MT2022_2025,W4392343318,190,auto,Non-coding,RNAs,Cancer Engage in,Non-coding RNAs Cancer Engage in,0.6320349
MT2022_2025,W4392343318,191,auto,.,.,Guo et al.,. . Guo et al.,0.62883383
MT2022_2025,W4392343318,193,auto,This,study,was supported by,This study was supported by,0.4810544
MT2022_2025,W4392343318,194,auto,Q.G.,",","Y.J. , X.C.","Q.G. , Y.J. , X.C.",0.4993048
MT2022_2025,W4392343318,195,auto,Manuscripts,and,figures were further,Manuscripts and figures were further,0.67131734
MT2022_2025,W4392343318,196,auto,All,authors,have read and,All authors have read and,0.58490103
MT2022_2025,W4392343318,198,auto,Competing,interests,: The authors,Competing interests : The authors,0.60459435
MT2022_2025,W4392343318,199,auto,Multiple,nuclear,factors interact with,Multiple nuclear factors interact with,0.79004925
MT2022_2025,W4392343318,200,auto,A,nuclear,factor that binds,A nuclear factor that binds,0.6764514
MT2022_2025,W4392343318,201,auto,The,involvement,of NFkappa B,The involvement of NFkappa B,0.66005355
MT2022_2025,W4392343318,202,auto,Cancer,Biol,85 2022 NF,Cancer Biol 85 2022 NF,0.69005764
MT2022_2025,W4392343318,203,auto,The,tumor,suppressor functions of,The tumor suppressor functions of,0.65326667
MT2022_2025,W4392343318,205,auto,Biol,2,158 2010,Biol 2 158 2010,0.6611706
MT2022_2025,W4392343318,206,auto,Intramolecular,masking,of the nuclear,Intramolecular masking of the nuclear,0.7466723
MT2022_2025,W4392343318,207,auto,The,ubiquitinproteasome,pathway is required,The ubiquitinproteasome pathway is required,0.6739995
MT2022_2025,W4392343318,208,auto,The,Bcl,- 3 oncoprotein,The Bcl - 3 oncoprotein,0.6120013
MT2022_2025,W4392343318,209,auto,The,bcl,- 3 proto,The bcl - 3 proto,0.7627986
MT2022_2025,W4392343318,210,auto,The,NF,- κB regulator,The NF - κB regulator,0.53169507
MT2022_2025,W4392343318,211,auto,The,oncoprotein,Bcl - 3,The oncoprotein Bcl - 3,0.70453835
MT2022_2025,W4392343318,212,auto,The,putative,oncoprotein Bcl -,The putative oncoprotein Bcl -,0.60583246
MT2022_2025,W4392343318,213,auto,Shaping,the,nuclear action of,Shaping the nuclear action of,0.7514099
MT2022_2025,W4392343318,214,auto,Immunol,87,2009 IkappaB kinases,Immunol 87 2009 IkappaB kinases,0.53571606
MT2022_2025,W4392343318,215,auto,Chem,274,1999 Tumor necrosis,Chem 274 1999 Tumor necrosis,0.67292356
MT2022_2025,W4392343318,216,auto,Chem,278,2003 Targeting NF,Chem 278 2003 Targeting NF,0.6454922
MT2022_2025,W4392343318,217,auto,Target,Ther,5 209 2020,Target Ther 5 209 2020,0.65539736
MT2022_2025,W4392343318,219,auto,Dimerization,of,the I kappa,Dimerization of the I kappa,0.65399283
MT2022_2025,W4392343318,220,auto,Chem,275,2000 NEMO ensures,Chem 275 2000 NEMO ensures,0.6828206
MT2022_2025,W4392343318,221,auto,The,TNF,receptor 1 -,The TNF receptor 1 -,0.6830867
MT2022_2025,W4392343318,222,auto,A,novel,mechanism of TRAF,A novel mechanism of TRAF,0.65648586
MT2022_2025,W4392343318,223,auto,Immunol,9,2008 A20 and,Immunol 9 2008 A20 and,0.6405788
MT2022_2025,W4392343318,224,auto,De-ubiquitination,and,ubiquitin ligase domains,De-ubiquitination and ubiquitin ligase domains,0.526558
MT2022_2025,W4392343318,225,auto,The,tumour,suppressor CYLD negatively,The tumour suppressor CYLD negatively,0.62310857
MT2022_2025,W4392343318,226,auto,The,many,roles of ubiquitin,The many roles of ubiquitin,0.6383155
MT2022_2025,W4392343318,227,auto,Sci.,USA,119 2123097119 2022,Sci. USA 119 2123097119 2022,0.6199709
MT2022_2025,W4392343318,228,auto,Chem,270,1995 TRAF6 is,Chem 270 1995 TRAF6 is,0.64914066
MT2022_2025,W4392343318,229,auto,The,interleukin,- 1 receptor,The interleukin - 1 receptor,0.6790995
MT2022_2025,W4392343318,231,auto,Intracellular,toll,- like receptors,Intracellular toll - like receptors,0.67209935
MT2022_2025,W4392343318,232,auto,Sequential,control,of Toll -,Sequential control of Toll -,0.7497507
MT2022_2025,W4392343318,234,auto,Biol,2,2485 2010 Regulatory,Biol 2 2485 2010 Regulatory,0.67336833
MT2022_2025,W4392343318,235,auto,Shared,principles,in NF -,Shared principles in NF -,0.6889659
MT2022_2025,W4392343318,236,auto,Regulation,of,the NF -,Regulation of the NF -,0.58236593
MT2022_2025,W4392343318,237,auto,Chem,279,2004 Induction of,Chem 279 2004 Induction of,0.62910086
MT2022_2025,W4392343318,238,auto,Chem,279,2004 RelB cellular,Chem 279 2004 RelB cellular,0.6347859
MT2022_2025,W4392343318,240,auto,Nonredundant,and,complementary functions of,Nonredundant and complementary functions of,0.5839646
MT2022_2025,W4392343318,241,auto,Immunol,9,2008 IAP antagonists,Immunol 9 2008 IAP antagonists,0.58540386
MT2022_2025,W4392343318,242,auto,The,lymphotoxin,- beta receptor,The lymphotoxin - beta receptor,0.765601
MT2022_2025,W4392343318,243,auto,An,atypical,tumor necrosis factor,An atypical tumor necrosis factor,0.6360547
MT2022_2025,W4392343318,244,auto,Chem,280,2005 BAFF -,Chem 280 2005 BAFF -,0.6433397
MT2022_2025,W4392343318,245,auto,Rev.,Immunol,20 2002 RelB,Rev. Immunol 20 2002 RelB,0.647574
MT2022_2025,W4392343318,246,auto,Sci.,USA,105 2008 The,Sci. USA 105 2008 The,0.63331264
MT2022_2025,W4392343318,247,auto,Target,Ther,6 425 2021,Target Ther 6 425 2021,0.68242097
MT2022_2025,W4392343318,248,auto,The,emerging,mechanisms of isoform,The emerging mechanisms of isoform,0.6692306
MT2022_2025,W4392343318,249,auto,The,evolution,of phosphatidylinositol 3,The evolution of phosphatidylinositol 3,0.6574059
MT2022_2025,W4392343318,250,auto,Rev.,Cancer,15 2015,Rev. Cancer 15 2015,0.60029876
MT2022_2025,W4392343318,251,auto,Challenges,for,the clinical development,Challenges for the clinical development,0.6181424
MT2022_2025,W4392343318,252,auto,Oncol,10,19 2021 Interleukin,Oncol 10 19 2021 Interleukin,0.6658431
MT2022_2025,W4392343318,253,auto,Heart,J,33 2012 Melatonin,Heart J 33 2012 Melatonin,0.61437577
MT2022_2025,W4392343318,254,auto,Aerobic,glycolysis,enhances HBx -,Aerobic glycolysis enhances HBx -,0.79407704
MT2022_2025,W4392343318,255,auto,Loss,of,somatostatin receptor subtype,Loss of somatostatin receptor subtype,0.5696642
MT2022_2025,W4392343318,256,auto,Signal,integration,by JNK and,Signal integration by JNK and,0.68924713
MT2022_2025,W4392343318,257,auto,Reactive,oxygen,species mediate crosstalk,Reactive oxygen species mediate crosstalk,0.690786
MT2022_2025,W4392343318,258,auto,Erythropoietin,-,mediated neuroprotection involves,Erythropoietin - mediated neuroprotection involves,0.5473402
MT2022_2025,W4392343318,259,auto,Evolving,cognition,of the JAK,Evolving cognition of the JAK,0.62269765
MT2022_2025,W4392343318,260,auto,Target,Ther,8 2023 STATs,Target Ther 8 2023 STATs,0.70565903
MT2022_2025,W4392343318,261,auto,Rev.,Cancer,9 2009 IL,Rev. Cancer 9 2009 IL,0.5882949
MT2022_2025,W4392343318,262,auto,Rev.,Immunol,3 2003 Persistently,Rev. Immunol 3 2003 Persistently,0.6438532
MT2022_2025,W4392343318,263,auto,Bone,marrow,- specific loss,Bone marrow - specific loss,0.7324148
MT2022_2025,W4392343318,264,auto,A,novel,model of alternative,A novel model of alternative,0.6727195
MT2022_2025,W4392343318,265,auto,Sci.,USA,103 2006 STAT3,Sci. USA 103 2006 STAT3,0.64794177
MT2022_2025,W4392343318,266,auto,T,cell,receptor - regulated,T cell receptor - regulated,0.66889274
MT2022_2025,W4392343318,267,auto,Immunol,8,2007 NF -,Immunol 8 2007 NF -,0.6485065
MT2022_2025,W4392343318,268,auto,Invest,122,2012 p38 maintains,Invest 122 2012 p38 maintains,0.5587382
MT2022_2025,W4392343318,269,auto,B,during,epithelial - to,B during epithelial - to,0.7541493
MT2022_2025,W4392343318,270,auto,Invest,124,2014 TAK1 negatively,Invest 124 2014 TAK1 negatively,0.5835016
MT2022_2025,W4392343318,271,auto,Tenascin,-,C provokes cardiac,Tenascin - C provokes cardiac,0.5298895
MT2022_2025,W4392343318,272,auto,Requirement,for,glycogen synthase kinase,Requirement for glycogen synthase kinase,0.52380055
MT2022_2025,W4392343318,273,auto,Wnt/,β-,catenin signalling :,Wnt/ β- catenin signalling :,0.58242977
MT2022_2025,W4392343318,274,auto,Target,Ther,7 3 2022,Target Ther 7 3 2022,0.6743621
MT2022_2025,W4392343318,275,auto,Wnt,/,β- catenin signaling,Wnt / β- catenin signaling,0.4984928
MT2022_2025,W4392343318,276,auto,Notch,signaling,pathway : architecture,Notch signaling pathway : architecture,0.79452085
MT2022_2025,W4392343318,277,auto,Target,Ther,7 95 2022,Target Ther 7 95 2022,0.6839908
MT2022_2025,W4392343318,278,auto,I,Screpanti,D Bellavia A,I Screpanti D Bellavia A,0.792917
MT2022_2025,W4392343318,279,auto,Targeting,the,NF - kappaB,Targeting the NF - kappaB,0.50497687
MT2022_2025,W4392343318,280,auto,Med,13,2007 Notch1 augments,Med 13 2007 Notch1 augments,0.49671215
MT2022_2025,W4392343318,281,auto,The,Notch,/ Hes1 pathway,The Notch / Hes1 pathway,0.67547953
