paper_id,split,domain,tsne_x,tsne_y
SKG_QA_446,SKG,QA,70.807594,15.17167
SKG_MT_668,SKG,MT,-3.5150874,54.42327
SKG_PAR_84,SKG,PAR,69.88276,13.382163
SKG_SA_596,SKG,SA,13.171241,42.491528
SKG_SA_608,SKG,SA,-4.165264,1.4847322
SKG_MT_555,SKG,MT,0.7780056,20.195507
SKG_SA_78,SKG,SA,-10.770839,34.64881
SKG_SA_114,SKG,SA,69.74742,16.185963
SKG_SA_107,SKG,SA,10.033021,51.822212
SKG_SA_564,SKG,SA,11.757256,49.435333
SKG_MT_1380,SKG,MT,-2.4261963,47.466396
SKG_MT_471,SKG,MT,-11.710413,43.35335
SKG_MT_109,SKG,MT,-22.374424,13.69217
SKG_MT_900,SKG,MT,-28.244358,30.44242
SKG_PAR_79,SKG,PAR,70.24712,16.623667
SKG_MT_108,SKG,MT,-21.232271,12.500724
SKG_PAR_67,SKG,PAR,69.21325,15.854327
SKG_PAR_61,SKG,PAR,69.87399,18.07941
SKG_MT_699,SKG,MT,72.109695,14.624705
SKG_SA_458,SKG,SA,-12.335312,8.406816
SKG_SA_65,SKG,SA,53.02367,17.589102
SKG_MT_976,SKG,MT,-9.546785,18.502003
SKG_QA_168,SKG,QA,69.5182,13.897318
SKG_QA_155,SKG,QA,-35.61984,-7.6140585
SKG_SA_9,SKG,SA,6.5347505,50.681934
SKG_SA_437,SKG,SA,69.75903,15.3892
SKG_MT_1035,SKG,MT,-16.159462,45.813324
SKG_SA_293,SKG,SA,70.355606,15.450219
SKG_PAR_100,SKG,PAR,72.108185,14.579629
SKG_QA_107,SKG,QA,-46.324455,6.6879416
SKG_SA_592,SKG,SA,8.464815,48.235905
SKG_QA_28,SKG,QA,44.57372,25.869682
SKG_QA_15,SKG,QA,68.19015,17.112598
SKG_SA_143,SKG,SA,-48.827995,2.7910058
SKG_MT_1045,SKG,MT,-11.266947,47.133587
SKG_SUM_17,SKG,SUM,5.878506,22.73718
SKG_MT_429,SKG,MT,-10.886355,42.23824
SKG_SA_393,SKG,SA,8.988564,51.347034
SKG_SA_313,SKG,SA,8.635778,51.82696
SKG_MT_1085,SKG,MT,-8.611606,14.068558
SKG_DIA_40,SKG,DIA,-33.182198,13.741927
SKG_SA_410,SKG,SA,70.14776,14.594028
SKG_SA_401,SKG,SA,43.33185,34.288353
SKG_MT_320,SKG,MT,-21.532143,20.05716
SKG_MT_401,SKG,MT,-45.00595,32.484463
SKG_MT_384,SKG,MT,68.638985,16.544697
SKG_PAR_124,SKG,PAR,68.874466,14.913833
SKG_SA_334,SKG,SA,69.62362,16.766588
SKG_MT_854,SKG,MT,-25.577824,38.93845
SKG_MT_262,SKG,MT,-30.32492,42.073776
SKG_MT_1346,SKG,MT,57.93131,-1.5808581
SKG_MT_839,SKG,MT,69.57796,14.150534
SKG_MT_1333,SKG,MT,-7.7118106,43.111187
SKG_MT_1108,SKG,MT,-25.55343,39.19026
SKG_SUM_136,SKG,SUM,62.46086,11.929411
SKG_SUM_172,SKG,SUM,40.05709,34.245647
SKG_SUM_186,SKG,SUM,45.25568,33.476574
SKG_SUM_107,SKG,SUM,-24.05135,7.949385
SKG_SA_382,SKG,SA,13.275522,45.427437
SKG_SA_321,SKG,SA,11.959393,49.76753
SKG_MT_378,SKG,MT,1.7638825,48.59253
SKG_SA_323,SKG,SA,-23.698866,14.059636
SKG_PAR_116,SKG,PAR,70.94924,14.130528
SKG_MT_296,SKG,MT,2.652894,51.856033
SKG_MT_304,SKG,MT,69.651855,17.612919
SKG_SA_366,SKG,SA,11.298612,52.367035
SKG_MT_1293,SKG,MT,43.02815,-15.983399
SKG_MT_171,SKG,MT,65.66809,9.352029
SKG_MT_165,SKG,MT,-9.908086,32.602386
