paper_id,transE_score,year,num_triples
NOVEL_MT_61,13.537035942077637,2021,61
NOVEL_MT_62,13.700850486755371,2021,119
NOVEL_MT_63,12.856241226196289,2021,170
NOVEL_MT_64,13.748769760131836,2021,128
NOVEL_MT_66,12.668630599975586,2021,177
NOVEL_MT_67,13.965781211853027,2021,62
NOVEL_MT_71,13.579912185668945,2021,127
NOVEL_MT_74,13.587303161621094,2021,262
NOVEL_MT_77,13.539910316467285,2021,60
NOVEL_MT_78,12.518787384033203,2021,88
NOVEL_MT_81,13.826274871826172,2021,66
NOVEL_MT_82,13.954750061035156,2021,225
NOVEL_MT_83,13.74769401550293,2021,84
NOVEL_MT_86,12.967972755432129,2021,223
NOVEL_MT_88,13.355668067932129,2021,208
NOVEL_MT_89,12.767661094665527,2021,120
NOVEL_MT_91,13.64259147644043,2021,225
NOVEL_MT_92,13.681295394897461,2021,76
NOVEL_MT_93,13.678536415100098,2021,308
NOVEL_MT_96,12.698129653930664,2021,121
NOVEL_MT_99,13.757989883422852,2021,50
NOVEL_MT_101,13.58210277557373,2021,21
NOVEL_MT_104,13.500393867492676,2021,158
NOVEL_MT_105,13.698369979858398,2021,40
NOVEL_MT_107,14.04633617401123,2021,111
NOVEL_MT_108,13.959358215332031,2021,156
NOVEL_MT_109,13.861908912658691,2021,23
NOVEL_MT_110,13.765213966369629,2021,123
NOVEL_MT_112,13.896743774414062,2021,126
NOVEL_MT_113,13.675420761108398,2021,157
NOVEL_MT_115,13.679557800292969,2021,117
NOVEL_MT_116,13.86104965209961,2021,186
NOVEL_MT_117,13.65528678894043,2021,238
NOVEL_MT_118,13.815783500671387,2021,111
NOVEL_MT_120,13.584311485290527,2021,194
NOVEL_MT_121,12.53329086303711,2021,81
NOVEL_MT_122,13.43176555633545,2021,235
NOVEL_MT_124,12.72908878326416,2021,65
NOVEL_MT_125,13.713499069213867,2021,150
NOVEL_MT_127,13.623858451843262,2021,94
NOVEL_MT_128,12.725065231323242,2021,110
NOVEL_MT_130,13.600628852844238,2021,92
NOVEL_MT_132,13.868030548095703,2021,228
NOVEL_MT_133,13.801132202148438,2021,149
NOVEL_MT_137,13.533157348632812,2021,98
NOVEL_MT_139,12.689955711364746,2021,190
NOVEL_MT_140,13.909934997558594,2021,172
NOVEL_MT_141,13.667604446411133,2021,185
NOVEL_MT_144,12.758302688598633,2021,232
NOVEL_MT_148,13.625168800354004,2021,200
NOVEL_MT_150,12.78222370147705,2021,174
NOVEL_MT_153,13.426701545715332,2021,183
NOVEL_MT_154,12.669824600219727,2021,146
NOVEL_MT_155,14.008213996887207,2021,40
NOVEL_MT_156,13.7241792678833,2021,127
NOVEL_MT_161,12.952740669250488,2021,27
NOVEL_MT_165,13.774025917053223,2021,109
NOVEL_MT_167,12.66433048248291,2021,204
NOVEL_MT_168,13.562200546264648,2021,155
NOVEL_MT_172,12.746740341186523,2021,207
NOVEL_MT_174,13.845669746398926,2021,68
NOVEL_MT_177,13.834741592407227,2021,92
NOVEL_MT_179,12.69947338104248,2021,96
NOVEL_MT_180,12.631193161010742,2021,164
NOVEL_MT_181,14.152645111083984,2021,35
NOVEL_MT_182,13.804922103881836,2021,105
NOVEL_MT_183,13.573780059814453,2021,4
NOVEL_MT_185,12.893336296081543,2021,218
NOVEL_MT_186,12.811505317687988,2021,135
NOVEL_MT_187,12.864866256713867,2021,78
NOVEL_MT_189,12.591964721679688,2021,56
NOVEL_MT_190,13.74733829498291,2021,83
NOVEL_MT_192,13.729774475097656,2021,50
NOVEL_MT_193,13.598024368286133,2021,41
NOVEL_MT_198,12.693734169006348,2021,228
NOVEL_MT_202,12.597222328186035,2021,117
NOVEL_MT_205,13.589090347290039,2021,137
NOVEL_MT_207,12.627575874328613,2021,102
NOVEL_MT_208,12.7987699508667,2021,274
NOVEL_MT_209,13.654125213623047,2021,151
NOVEL_MT_210,13.75212287902832,2021,230
NOVEL_MT_213,12.837726593017578,2021,128
NOVEL_MT_214,13.37342357635498,2021,24
NOVEL_MT_215,12.948831558227539,2021,165
NOVEL_MT_218,13.85606861114502,2021,131
NOVEL_MT_219,13.746172904968262,2021,155
NOVEL_MT_221,13.605828285217285,2021,167
NOVEL_MT_224,12.62966251373291,2021,134
NOVEL_MT_227,13.693780899047852,2021,169
NOVEL_MT_228,13.714035034179688,2021,166
NOVEL_MT_230,13.98587703704834,2021,190
NOVEL_MT_234,13.434393882751465,2021,75
NOVEL_MT_235,14.14586067199707,2021,47
NOVEL_MT_236,13.805705070495605,2021,154
NOVEL_MT_238,13.752973556518555,2021,126
NOVEL_MT_243,12.735169410705566,2021,153
NOVEL_MT_245,12.737431526184082,2021,95
NOVEL_MT_246,13.624275207519531,2021,75
NOVEL_MT_247,13.704211235046387,2021,165
NOVEL_MT_250,12.777896881103516,2021,151
NOVEL_MT_252,12.768035888671875,2021,175
NOVEL_MT_253,13.856058120727539,2021,60
NOVEL_MT_254,12.690816879272461,2021,240
NOVEL_MT_255,12.773775100708008,2021,62
NOVEL_MT_256,13.809926986694336,2021,208
NOVEL_MT_257,13.950119972229004,2021,100
NOVEL_MT_258,12.541584968566895,2021,122
NOVEL_MT_259,13.73082160949707,2021,153
NOVEL_MT_261,12.844472885131836,2021,93
NOVEL_MT_262,13.595117568969727,2021,70
NOVEL_MT_264,13.906710624694824,2021,284
NOVEL_MT_265,13.760795593261719,2021,49
NOVEL_MT_266,12.616994857788086,2021,74
NOVEL_MT_267,12.636582374572754,2021,60
NOVEL_MT_268,14.284327507019043,2021,43
NOVEL_MT_269,13.65333366394043,2021,225
NOVEL_MT_270,13.639973640441895,2021,63
NOVEL_MT_271,13.746657371520996,2021,312
NOVEL_MT_274,12.805453300476074,2021,227
NOVEL_MT_275,13.4136962890625,2021,236
NOVEL_MT_277,13.926739692687988,2021,159
NOVEL_MT_281,13.036977767944336,2021,32
NOVEL_MT_282,13.734781265258789,2021,67
NOVEL_MT_283,13.737462043762207,2021,90
NOVEL_MT_284,12.674184799194336,2021,209
NOVEL_MT_286,14.247109413146973,2021,116
NOVEL_MT_287,13.89853286743164,2021,91
NOVEL_MT_289,13.614324569702148,2021,114
NOVEL_MT_290,12.911661148071289,2021,57
NOVEL_MT_291,13.678034782409668,2021,132
NOVEL_MT_295,12.929190635681152,2021,146
NOVEL_MT_298,13.492142677307129,2021,25
NOVEL_MT_300,13.826571464538574,2021,181
NOVEL_MT_301,13.854186058044434,2021,61
NOVEL_MT_303,13.785125732421875,2021,147
NOVEL_MT_304,13.713470458984375,2021,171
NOVEL_MT_305,12.733911514282227,2021,98
NOVEL_QA_0,12.642683029174805,2021,79
NOVEL_QA_1,13.935436248779297,2021,86
NOVEL_QA_2,12.646871566772461,2021,138
NOVEL_QA_3,13.678772926330566,2021,66
NOVEL_QA_4,13.72224235534668,2021,130
NOVEL_QA_5,13.892505645751953,2021,12
NOVEL_QA_7,12.687566757202148,2021,21
NOVEL_QA_8,13.68698501586914,2021,208
NOVEL_QA_10,13.544198036193848,2021,120
NOVEL_QA_12,13.774681091308594,2021,146
NOVEL_QA_13,13.5234956741333,2021,30
NOVEL_QA_14,12.94034194946289,2021,138
NOVEL_QA_15,13.959970474243164,2021,200
NOVEL_QA_16,13.7269868850708,2021,175
NOVEL_QA_17,13.94070053100586,2021,195
NOVEL_QA_18,13.842090606689453,2021,38
NOVEL_QA_21,12.72733211517334,2021,127
NOVEL_QA_22,13.83279037475586,2021,120
NOVEL_QA_23,13.69137191772461,2021,120
NOVEL_QA_24,13.974995613098145,2021,93
NOVEL_QA_25,13.271492958068848,2021,149
NOVEL_QA_26,12.609118461608887,2021,35
NOVEL_QA_27,13.277469635009766,2021,136
NOVEL_QA_30,13.760529518127441,2021,225
NOVEL_QA_32,13.996831893920898,2021,168
NOVEL_QA_33,13.666231155395508,2021,52
NOVEL_QA_34,13.903068542480469,2021,131
NOVEL_QA_35,12.777976989746094,2021,199
NOVEL_QA_36,13.696331024169922,2021,47
NOVEL_QA_37,13.445221900939941,2021,229
NOVEL_QA_39,13.855765342712402,2021,69
NOVEL_QA_40,13.669095993041992,2021,208
NOVEL_QA_43,12.802369117736816,2021,63
NOVEL_QA_44,12.709214210510254,2021,119
NOVEL_QA_45,13.492693901062012,2021,160
NOVEL_QA_46,13.704666137695312,2021,147
NOVEL_QA_47,12.74241828918457,2021,106
NOVEL_QA_48,13.690245628356934,2021,155
NOVEL_QA_50,13.727032661437988,2021,106
NOVEL_QA_52,13.906458854675293,2021,84
NOVEL_QA_53,13.527119636535645,2021,150
NOVEL_QA_54,13.438270568847656,2021,105
NOVEL_QA_55,13.981551170349121,2021,77
NOVEL_QA_57,14.087061882019043,2021,114
NOVEL_QA_58,13.612996101379395,2021,126
NOVEL_QA_59,13.228703498840332,2021,161
NOVEL_QA_60,13.505110740661621,2021,114
NOVEL_QA_61,12.730569839477539,2021,125
NOVEL_QA_62,13.74733829498291,2021,83
NOVEL_QA_63,12.666566848754883,2021,154
NOVEL_QA_64,12.772183418273926,2021,128
NOVEL_QA_65,12.860981941223145,2021,137
NOVEL_QA_66,13.821834564208984,2021,228
NOVEL_QA_67,13.49867057800293,2021,72
NOVEL_QA_69,12.850079536437988,2021,96
NOVEL_QA_70,12.927713394165039,2021,129
NOVEL_QA_72,14.030928611755371,2021,146
NOVEL_QA_74,13.354302406311035,2021,198
NOVEL_QA_75,12.685072898864746,2021,108
NOVEL_QA_76,12.773106575012207,2021,152
NOVEL_QA_77,12.73349666595459,2021,103
NOVEL_QA_79,12.653075218200684,2021,275
NOVEL_QA_80,12.74559497833252,2021,46
NOVEL_QA_81,13.751510620117188,2021,224
NOVEL_QA_83,13.948042869567871,2021,96
NOVEL_QA_84,12.896980285644531,2021,130
NOVEL_QA_86,12.780445098876953,2021,171
NOVEL_SA_0,12.922942161560059,2021,109
NOVEL_SA_1,13.371674537658691,2021,142
NOVEL_SA_2,12.72999382019043,2021,150
NOVEL_SA_3,12.464310646057129,2021,124
NOVEL_SA_4,12.705429077148438,2021,163
NOVEL_SA_7,13.066733360290527,2021,24
NOVEL_SA_8,12.689452171325684,2021,229
NOVEL_SA_9,13.310697555541992,2021,82
NOVEL_SA_10,13.812302589416504,2021,83
NOVEL_SA_11,13.548905372619629,2021,159
NOVEL_SA_12,13.688769340515137,2021,160
NOVEL_SA_13,12.83713150024414,2021,281
NOVEL_SA_14,12.813133239746094,2021,119
NOVEL_SA_15,13.523497581481934,2021,30
NOVEL_SA_16,13.959972381591797,2021,200
NOVEL_SA_17,12.6994047164917,2021,124
NOVEL_SA_18,13.726987838745117,2021,175
NOVEL_SA_19,12.597065925598145,2021,99
NOVEL_SA_20,12.609844207763672,2021,40
NOVEL_SA_21,13.609332084655762,2021,130
NOVEL_SA_22,14.038189888000488,2021,74
NOVEL_SA_24,13.69137191772461,2021,120
NOVEL_SA_25,12.679449081420898,2021,129
NOVEL_SA_26,13.426321029663086,2021,129
NOVEL_SA_27,13.996831893920898,2021,168
NOVEL_SA_28,13.696328163146973,2021,47
NOVEL_SA_29,12.775240898132324,2021,150
NOVEL_SA_30,13.757702827453613,2021,39
NOVEL_SA_31,13.445222854614258,2021,229
NOVEL_SA_33,13.89452075958252,2021,185
NOVEL_SA_34,13.863471984863281,2021,169
NOVEL_SA_37,13.690245628356934,2021,155
NOVEL_SA_38,13.611200332641602,2021,66
NOVEL_SA_39,13.981551170349121,2021,77
NOVEL_SA_40,14.087060928344727,2021,114
NOVEL_SA_41,12.547914505004883,2021,168
NOVEL_SA_42,13.505110740661621,2021,114
NOVEL_SA_43,13.740063667297363,2021,40
NOVEL_SA_44,13.74733829498291,2021,83
NOVEL_SA_45,12.505414962768555,2021,94
NOVEL_SA_46,13.488748550415039,2021,220
NOVEL_SA_48,12.609129905700684,2021,267
NOVEL_SA_49,12.789591789245605,2021,192
NOVEL_SA_50,13.65009593963623,2021,62
NOVEL_SA_51,12.692654609680176,2021,148
NOVEL_SA_52,13.622978210449219,2021,241
NOVEL_SA_53,12.60511302947998,2021,96
NOVEL_SA_55,12.559202194213867,2021,161
NOVEL_SA_56,14.030928611755371,2021,146
NOVEL_SA_57,13.93505859375,2021,253
NOVEL_SA_58,13.802929878234863,2021,144
NOVEL_SA_59,13.489984512329102,2021,158
NOVEL_SA_60,12.713231086730957,2021,234
NOVEL_SA_61,13.719712257385254,2021,63
NOVEL_SA_62,13.743474006652832,2021,76
NOVEL_SA_63,13.42768383026123,2021,4
NOVEL_SA_64,13.751510620117188,2021,224
NOVEL_SA_65,14.092299461364746,2021,157
NOVEL_SA_66,13.913454055786133,2021,131
NOVEL_SA_67,13.791500091552734,2021,98
NOVEL_SA_69,12.733911514282227,2021,98
NOVEL_SUM_3,13.723824501037598,2021,167
NOVEL_SUM_6,12.688289642333984,2021,185
NOVEL_SUM_7,13.774681091308594,2021,146
NOVEL_SUM_8,13.937052726745605,2021,191
NOVEL_SUM_10,13.749558448791504,2021,232
NOVEL_SUM_11,13.760746955871582,2021,69
NOVEL_SUM_12,12.592087745666504,2021,70
NOVEL_SUM_13,13.711441993713379,2021,82
NOVEL_SUM_14,13.634745597839355,2021,81
NOVEL_SUM_15,12.609844207763672,2021,40
NOVEL_SUM_16,13.646832466125488,2021,110
NOVEL_SUM_17,13.558533668518066,2021,123
NOVEL_SUM_19,13.825600624084473,2021,47
NOVEL_SUM_20,13.732998847961426,2021,115
NOVEL_SUM_21,12.627191543579102,2021,176
NOVEL_SUM_22,13.528139114379883,2021,40
NOVEL_SUM_23,12.800061225891113,2021,90
NOVEL_SUM_24,12.563899040222168,2021,141
NOVEL_SUM_26,13.961030006408691,2021,103
NOVEL_SUM_28,13.666231155395508,2021,52
NOVEL_SUM_30,13.780694007873535,2021,130
NOVEL_SUM_31,13.603514671325684,2021,130
NOVEL_SUM_32,13.718767166137695,2021,156
NOVEL_SUM_33,13.678386688232422,2021,140
NOVEL_SUM_36,13.622268676757812,2021,86
NOVEL_SUM_37,13.6520357131958,2021,25
NOVEL_SUM_38,12.878902435302734,2021,228
NOVEL_SUM_39,12.757018089294434,2021,185
NOVEL_SUM_41,12.986059188842773,2021,143
NOVEL_SUM_42,12.578481674194336,2021,105
NOVEL_SUM_44,13.553206443786621,2021,25
NOVEL_SUM_45,12.630643844604492,2021,188
NOVEL_SUM_46,13.877091407775879,2021,141
NOVEL_SUM_47,12.870060920715332,2021,51
NOVEL_SUM_49,12.733717918395996,2021,254
NOVEL_SUM_52,13.656221389770508,2021,148
NOVEL_SUM_53,12.895285606384277,2021,109
NOVEL_SUM_54,14.050864219665527,2021,25
NOVEL_SUM_56,12.66186809539795,2021,89
NOVEL_SUM_58,12.674007415771484,2021,251
NOVEL_SUM_59,13.587212562561035,2021,128
NOVEL_SUM_60,12.742647171020508,2021,241
NOVEL_SUM_61,13.557719230651855,2021,136
NOVEL_SUM_64,13.515045166015625,2021,151
NOVEL_SUM_66,13.775908470153809,2021,231
NOVEL_SUM_67,12.740106582641602,2021,116
NOVEL_SUM_68,13.588025093078613,2021,192
NOVEL_SUM_69,13.909019470214844,2021,99
NOVEL_SUM_70,12.740145683288574,2021,181
NOVEL_SUM_71,13.300569534301758,2021,27
NOVEL_SUM_72,12.609572410583496,2021,104
NOVEL_SUM_73,13.746525764465332,2021,135
NOVEL_SUM_75,14.08828067779541,2021,44
NOVEL_SUM_76,14.3610258102417,2021,38
NOVEL_SUM_77,14.076229095458984,2021,91
NOVEL_MT_60,13.861985206604004,2022,75
NOVEL_MT_244,13.780717849731445,2022,117
NOVEL_MT_280,12.826471328735352,2022,56
NOVEL_DIA_W4284991798,13.578198432922363,2022,358
NOVEL_DIA_W3205786327,13.75893497467041,2022,1549
NOVEL_DIA_W4308947461,13.332904815673828,2022,209
NOVEL_DIA_W4312212221,13.22028636932373,2022,87
NOVEL_MT_W3163465952,13.758666038513184,2022,195
NOVEL_MT_W4220897376,13.72200870513916,2022,95
NOVEL_MT_W3039695075,13.676594734191895,2022,206
NOVEL_MT_W4220991830,13.877869606018066,2022,472
NOVEL_MT_W4310569000,13.848681449890137,2022,166
NOVEL_MT_W4280531467,13.575788497924805,2022,246
NOVEL_MT_W4281560571,13.108192443847656,2022,179
NOVEL_MT_W4292731246,13.520918846130371,2022,150
NOVEL_MT_W4294992918,13.875128746032715,2022,255
NOVEL_MT_W4282015487,13.7758207321167,2022,190
NOVEL_MT_W4283799942,13.575867652893066,2022,425
NOVEL_SA_W4213436352,13.493507385253906,2022,559
NOVEL_SA_W4220866631,13.668696403503418,2022,517
NOVEL_SA_W4206670862,13.63859748840332,2022,346
NOVEL_SA_W4229024336,13.782071113586426,2022,509
NOVEL_SUM_W4285744692,13.723912239074707,2022,213
NOVEL_DIA_W4319662928,13.902587890625,2023,197
NOVEL_DIA_W4319460874,13.785799026489258,2023,169
NOVEL_DIA_W4321499901,13.167285919189453,2023,222
NOVEL_DIA_W4321351832,13.844430923461914,2023,63
NOVEL_DIA_W4368367885,13.557838439941406,2023,85
NOVEL_DIA_W4360980141,13.442234992980957,2023,202
NOVEL_DIA_W4320495408,13.459568977355957,2023,77
NOVEL_DIA_W4323655724,13.166402816772461,2023,189
NOVEL_DIA_W4323050332,13.747482299804688,2023,104
NOVEL_DIA_W4387500346,13.217063903808594,2023,163
NOVEL_DIA_W4322761615,13.6753511428833,2023,251
NOVEL_DIA_W4362581834,13.725472450256348,2023,181
NOVEL_DIA_W4323848232,13.707849502563477,2023,156
NOVEL_DIA_W4388095513,13.220077514648438,2023,228
NOVEL_DIA_W4319350602,13.892776489257812,2023,52
NOVEL_DIA_W4366989525,13.656899452209473,2023,140
NOVEL_DIA_W4353016766,13.647080421447754,2023,208
NOVEL_DIA_W4367051110,13.20899772644043,2023,107
NOVEL_DIA_W4386867830,13.780226707458496,2023,89
NOVEL_DIA_W4313479734,13.280389785766602,2023,27
NOVEL_DIA_W4392669753,12.786262512207031,2023,638
NOVEL_DIA_W4317853296,12.806203842163086,2023,20
NOVEL_DIA_W4315797044,13.832390785217285,2023,72
NOVEL_DIA_W4323359867,13.482399940490723,2023,117
NOVEL_DIA_W4321748146,13.74498462677002,2023,177
NOVEL_DIA_W4384200891,13.220881462097168,2023,151
NOVEL_DIA_W4387356888,13.680024147033691,2023,174
NOVEL_DIA_W4380995257,13.619661331176758,2023,97
NOVEL_DIA_W4385242971,13.46337604522705,2023,153
NOVEL_DIA_W4386091044,13.756719589233398,2023,251
NOVEL_DIA_W4389519254,13.942795753479004,2023,140
NOVEL_DIA_W4389793309,13.626691818237305,2023,446
NOVEL_DIA_W4389523957,13.781380653381348,2023,589
NOVEL_DIA_W4388701278,13.187891006469727,2023,209
NOVEL_DIA_W4379416244,13.260719299316406,2023,103
NOVEL_DIA_W4381930847,13.9908447265625,2023,81
NOVEL_DIA_W4376626501,13.534284591674805,2023,307
NOVEL_DIA_W4323313947,13.619017601013184,2023,301
NOVEL_DIA_W4322631505,13.786056518554688,2023,65
NOVEL_DIA_W4386544117,13.249958038330078,2023,316
NOVEL_DIA_W4386347795,13.169994354248047,2023,8
NOVEL_DIA_W4379010216,13.837179183959961,2023,208
NOVEL_DIA_W4378214315,13.89085865020752,2023,207
NOVEL_DIA_W4387954002,13.229201316833496,2023,262
NOVEL_DIA_W4364363895,13.679313659667969,2023,92
NOVEL_DIA_W4386045865,13.904631614685059,2023,172
NOVEL_DIA_W4389934892,13.235577583312988,2023,231
NOVEL_DIA_W4377010595,14.014618873596191,2023,149
NOVEL_DIA_W4377041488,13.790069580078125,2023,89
NOVEL_DIA_W4386072877,13.553407669067383,2023,119
NOVEL_DIA_W4327672398,13.647186279296875,2023,2036
NOVEL_DIA_W4360980513,13.371180534362793,2023,154
NOVEL_DIA_W4317435136,13.11511516571045,2023,43
NOVEL_DIA_W4380997513,13.76598834991455,2023,119
NOVEL_DIA_W4387232979,13.231870651245117,2023,104
NOVEL_DIA_W4389203481,13.69887924194336,2023,252
NOVEL_DIA_W4366703942,13.617117881774902,2023,367
NOVEL_DIA_W4378470708,13.775511741638184,2023,197
NOVEL_DIA_W4321504196,13.614906311035156,2023,34
NOVEL_DIA_W4323568782,13.603086471557617,2023,107
NOVEL_DIA_W4379054888,13.626726150512695,2023,217
NOVEL_DIA_W4385346108,13.215330123901367,2023,222
NOVEL_DIA_W4380685958,13.582121849060059,2023,69
NOVEL_DIA_W4319663047,13.224132537841797,2023,47
NOVEL_DIA_W4361282369,13.412484169006348,2023,172
NOVEL_DIA_W4376872703,13.632280349731445,2023,246
NOVEL_DIA_W4386317922,13.853449821472168,2023,160
NOVEL_MT_W4387230320,13.647134780883789,2023,298
NOVEL_MT_W4315865958,13.8740816116333,2023,192
NOVEL_MT_W4385614625,13.123653411865234,2023,373
NOVEL_MT_W4315642941,13.067891120910645,2023,192
NOVEL_MT_W4323666400,13.601475715637207,2023,155
NOVEL_MT_W4384296800,13.825677871704102,2023,263
NOVEL_MT_W4388590203,13.11125373840332,2023,293
NOVEL_MT_W4327811717,13.179725646972656,2023,232
NOVEL_QA_W4384071683,13.72537612915039,2023,460
NOVEL_QA_W4319460874,13.785799026489258,2023,169
NOVEL_QA_W4364377616,13.677532196044922,2023,164
NOVEL_QA_W4388424540,13.67618465423584,2023,408
NOVEL_SA_W4353016766,13.647080421447754,2023,208
NOVEL_SA_W4376138804,13.498496055603027,2023,14
NOVEL_SA_W4378470708,13.775511741638184,2023,197
NOVEL_SA_W4361282369,13.412484169006348,2023,172
NOVEL_SUM_W4388522045,13.884721755981445,2023,66
NOVEL_SUM_W4389519254,13.942795753479004,2023,140
NOVEL_SUM_W4386120650,13.969747543334961,2023,146
NOVEL_MT_306,13.839503288269043,2024,89
NOVEL_DIA_W4399790131,13.567201614379883,2024,420
NOVEL_MT_W4392343318,13.020285606384277,2024,460
NOVEL_MT_W4392757206,13.676338195800781,2024,451
NOVEL_MT_W4392851477,13.056509017944336,2024,212
NOVEL_MT_W4395445997,13.03640365600586,2024,638
NOVEL_MT_W4396936983,13.052807807922363,2024,313
NOVEL_MT_W4401349719,13.02236557006836,2024,410
NOVEL_SA_W4390791326,13.713794708251953,2024,2592
NOVEL_MT_188,13.878978729248047,2025,76
NOVEL_QA_W4406152279,13.824507713317871,2025,275
