source,target,predicate,year
NOVEL_DIA_1,E_d1addc1e9e,has,2021.0
NOVEL_DIA_1,E_abbcb52a9b,for,2021.0
NOVEL_DIA_1,E_afb140c980,for,2021.0
NOVEL_DIA_1,E_3171fb452b,for,2021.0
NOVEL_DIA_1,E_afb140c980,set to,2021.0
NOVEL_DIA_1,E_3171fb452b,set to,2021.0
NOVEL_DIA_1,E_abbcb52a9b,has,2021.0
NOVEL_DIA_1,E_b794c3472c,for,2021.0
NOVEL_DIA_1,E_7764850650,set to,2021.0
NOVEL_DIA_1,E_b794c3472c,has,2021.0
NOVEL_DIA_1,E_50301c95f5,in,2021.0
NOVEL_DIA_1,E_4a7c61ec03,in,2021.0
NOVEL_DIA_1,E_4a7c61ec03,conducted utilizing,2021.0
NOVEL_DIA_1,E_3df8cbf48c,for,2021.0
NOVEL_DIA_1,E_88f4b3cf9a,with,2021.0
NOVEL_DIA_1,E_f5139d12e4,with,2021.0
NOVEL_DIA_1,E_3d3eb2e5c4,set to,2021.0
NOVEL_DIA_1,E_3d3eb2e5c4,has,2021.0
NOVEL_DIA_1,E_d3052a2680,set to,2021.0
NOVEL_DIA_1,E_d3052a2680,has,2021.0
NOVEL_DIA_1,E_7e756a3eef,of,2021.0
NOVEL_DIA_1,E_32cc182c71,for,2021.0
NOVEL_DIA_1,E_c8d696e648,set to,2021.0
NOVEL_DIA_1,E_b61075c67b,is,2021.0
NOVEL_DIA_1,E_00b8744e1a,has,2021.0
NOVEL_DIA_1,E_c8d696e648,has,2021.0
NOVEL_DIA_1,E_b61075c67b,has,2021.0
NOVEL_DIA_1,E_c0389af2bd,During,2021.0
NOVEL_DIA_1,E_00b8744e1a,During,2021.0
NOVEL_DIA_1,E_bcb145e825,including,2021.0
NOVEL_DIA_1,E_326cff00ef,including,2021.0
NOVEL_DIA_1,E_399ff273ff,including,2021.0
NOVEL_DIA_1,E_5a1b22db52,including,2021.0
NOVEL_DIA_1,E_1c8e8df0cc,including,2021.0
NOVEL_DIA_1,E_1fed802b64,through,2021.0
NOVEL_DIA_1,E_3ecdc42c1d,through,2021.0
NOVEL_DIA_1,E_41f605cfff,datasets of,2021.0
NOVEL_DIA_1,E_0586190a6d,datasets of,2021.0
NOVEL_DIA_1,E_3ac340832f,per,2021.0
NOVEL_DIA_1,E_3ac340832f,for,2021.0
NOVEL_DIA_1,E_6cebaac34c,for,2021.0
NOVEL_DIA_1,E_6cebaac34c,in,2021.0
NOVEL_DIA_1,E_7e8a7c4e58,in,2021.0
NOVEL_DIA_1,E_74447a05cf,by introducing,2021.0
NOVEL_DIA_1,E_e3f6298b70,by introducing,2021.0
NOVEL_DIA_1,E_e3f6298b70,into,2021.0
NOVEL_DIA_1,E_1fed802b64,into,2021.0
NOVEL_DIA_1,E_20f35e630d,promote,2021.0
NOVEL_DIA_1,E_74447a05cf,promote,2021.0
NOVEL_DIA_1,E_ab252211b0,to improve,2021.0
NOVEL_DIA_1,E_1fed802b64,to improve,2021.0
NOVEL_DIA_1,E_1fed802b64,by making use of,2021.0
NOVEL_DIA_1,E_86f11b3aa7,by making use of,2021.0
NOVEL_DIA_1,E_86f11b3aa7,in,2021.0
NOVEL_DIA_1,E_59a2e7f36a,in,2021.0
NOVEL_DIA_1,E_20f35e630d,propose,2021.0
NOVEL_DIA_1,E_ab252211b0,propose,2021.0
NOVEL_DIA_1,E_bba2d275be,by,2021.0
NOVEL_DIA_1,E_ad27e4ee16,by,2021.0
NOVEL_DIA_1,E_432579da98,by,2021.0
NOVEL_DIA_1,E_b4919e8c3d,on,2021.0
NOVEL_DIA_1,E_073d3912e6,has,2021.0
NOVEL_DIA_1,E_e9dac1cd16,has,2021.0
NOVEL_DIA_1,E_bba2d275be,has,2021.0
NOVEL_DIA_1,E_432579da98,has,2021.0
NOVEL_DIA_1,E_299d16db60,performs,2021.0
NOVEL_DIA_1,E_8518008e88,performs,2021.0
NOVEL_DIA_1,E_8518008e88,on,2021.0
NOVEL_DIA_1,E_e0faed10b0,on,2021.0
NOVEL_DIA_1,E_81e073b428,than,2021.0
NOVEL_DIA_1,E_a3af4ffe6b,than,2021.0
NOVEL_DIA_1,E_322650e132,has,2021.0
NOVEL_DIA_1,E_299d16db60,has,2021.0
NOVEL_DIA_1,E_fb9d7eead3,has,2021.0
NOVEL_DIA_1,E_81e073b428,has,2021.0
NOVEL_DIA_1,E_53e61336bb,In term of,2021.0
NOVEL_DIA_1,E_322650e132,In term of,2021.0
NOVEL_DIA_1,E_8cc80f2c17,on,2021.0
NOVEL_DIA_1,E_aca017c2aa,on,2021.0
NOVEL_DIA_1,E_e9dac1cd16,on,2021.0
NOVEL_DIA_1,E_edf7aafca3,on,2021.0
NOVEL_DIA_1,E_e9dac1cd16,consistently surpasses,2021.0
NOVEL_DIA_1,E_b575844c21,consistently surpasses,2021.0
NOVEL_DIA_1,E_edf7aafca3,consistently surpasses,2021.0
NOVEL_DIA_1,E_8cc80f2c17,has,2021.0
NOVEL_DIA_1,E_aca017c2aa,has,2021.0
NOVEL_DIA_1,E_53e61336bb,Under,2021.0
NOVEL_DIA_1,E_8cc80f2c17,Under,2021.0
NOVEL_DIA_1,E_e9dac1cd16,presents,2021.0
NOVEL_DIA_1,E_4cd2ff46c9,presents,2021.0
NOVEL_DIA_1,E_4cd2ff46c9,over,2021.0
NOVEL_DIA_1,E_80c7653afc,over,2021.0
NOVEL_DIA_1,E_80c7653afc,by,2021.0
NOVEL_DIA_1,E_253cf0a0e3,by,2021.0
NOVEL_DIA_1,E_846c50ae31,by,2021.0
NOVEL_DIA_1,E_253cf0a0e3,under,2021.0
NOVEL_DIA_1,E_073d3912e6,under,2021.0
NOVEL_DIA_1,E_846c50ae31,under,2021.0
NOVEL_DIA_1,E_8cc80f2c17,under,2021.0
NOVEL_DIA_1,E_00ad4d7afa,has,2021.0
NOVEL_DIA_1,E_53e61336bb,on,2021.0
NOVEL_DIA_1,E_00ad4d7afa,on,2021.0
NOVEL_DIA_1,E_53e61336bb,under,2021.0
NOVEL_DIA_1,E_84ac41d7c5,substantially improves,2021.0
NOVEL_DIA_1,E_1fed802b64,substantially improves,2021.0
NOVEL_DIA_1,E_1bc54c7ac0,in terms of,2021.0
NOVEL_DIA_1,E_e9dac1cd16,generates,2021.0
NOVEL_DIA_1,E_54187203dc,generates,2021.0
NOVEL_DIA_1,E_54187203dc,compared with,2021.0
NOVEL_DIA_1,E_acaeddf0e4,compared with,2021.0
NOVEL_DIA_1,E_53e61336bb,show,2021.0
NOVEL_DIA_1,E_e9dac1cd16,show,2021.0
NOVEL_DIA_2,E_c05f6c2335,by,2021.0
NOVEL_DIA_2,E_c05f6c2335,in terms of,2021.0
NOVEL_DIA_2,E_df7ed31f36,all on,2021.0
NOVEL_DIA_2,E_e36d4bd66a,has,2021.0
NOVEL_DIA_2,E_c05f6c2335,has,2021.0
NOVEL_DIA_2,E_b12965637d,Pretraining with,2021.0
NOVEL_DIA_2,E_9746aedb7d,Pretraining with,2021.0
NOVEL_DIA_2,E_de17ea0eca,especially,2021.0
NOVEL_DIA_2,E_d33ec9449c,especially,2021.0
NOVEL_DIA_2,E_d33ec9449c,could be further improved by,2021.0
NOVEL_DIA_2,E_2bc24e126a,could be further improved by,2021.0
NOVEL_DIA_2,E_fedb439ce5,has,2021.0
NOVEL_DIA_2,E_de17ea0eca,has,2021.0
NOVEL_DIA_2,E_b12965637d,considering,2021.0
NOVEL_DIA_2,E_fedb439ce5,considering,2021.0
NOVEL_DIA_2,E_dc024a7651,on,2021.0
NOVEL_DIA_2,E_7b32a09e48,on,2021.0
NOVEL_DIA_2,E_dc024a7651,improve,2021.0
NOVEL_DIA_2,E_c05f6c2335,improve,2021.0
NOVEL_DIA_2,E_b12965637d,has,2021.0
NOVEL_DIA_2,E_dc024a7651,has,2021.0
NOVEL_DIA_2,E_6b9d617264,on,2021.0
NOVEL_DIA_2,E_728ba005f6,on,2021.0
NOVEL_DIA_2,E_728ba005f6,could be,2021.0
NOVEL_DIA_2,E_bf5eb8f52c,could be,2021.0
NOVEL_DIA_2,E_5bd18bfec2,has,2021.0
NOVEL_DIA_2,E_6b9d617264,has,2021.0
NOVEL_DIA_2,E_8cef151478,of,2021.0
NOVEL_DIA_2,E_e9dac1cd16,of,2021.0
NOVEL_DIA_2,E_84d10a1ed6,using,2021.0
NOVEL_DIA_2,E_a44e92cbf1,using,2021.0
NOVEL_DIA_2,E_85799ff4e5,has,2021.0
NOVEL_DIA_2,E_8cef151478,has,2021.0
NOVEL_DIA_2,E_b794c3472c,set to,2021.0
NOVEL_DIA_2,E_b794c3472c,has,2021.0
NOVEL_DIA_2,E_893076b346,with,2021.0
NOVEL_DIA_2,E_3d3eb2e5c4,with,2021.0
NOVEL_DIA_2,E_3d3eb2e5c4,to update,2021.0
NOVEL_DIA_2,E_166e64f6c3,to update,2021.0
NOVEL_DIA_2,E_7208de334e,to update,2021.0
NOVEL_DIA_2,E_3d3eb2e5c4,has,2021.0
NOVEL_DIA_2,E_7208de334e,has,2021.0
NOVEL_DIA_2,E_85799ff4e5,use,2021.0
NOVEL_DIA_2,E_893076b346,use,2021.0
NOVEL_DIA_2,E_eb7a99e5f2,of,2021.0
NOVEL_DIA_2,E_cf33f2d1df,of,2021.0
NOVEL_DIA_2,E_cf33f2d1df,on,2021.0
NOVEL_DIA_2,E_0781e8af7e,on,2021.0
NOVEL_DIA_2,E_20f35e630d,probe,2021.0
NOVEL_DIA_2,E_eb7a99e5f2,probe,2021.0
NOVEL_DIA_2,E_48039d5e1e,with,2021.0
NOVEL_DIA_2,E_5b1a5f752c,with,2021.0
NOVEL_DIA_2,E_5b1a5f752c,on,2021.0
NOVEL_DIA_2,E_b7d35f1e6f,on,2021.0
NOVEL_DIA_2,E_b7d35f1e6f,of,2021.0
NOVEL_DIA_2,E_bf5856d580,of,2021.0
NOVEL_DIA_2,E_20f35e630d,continuously pretrain,2021.0
NOVEL_DIA_2,E_48039d5e1e,continuously pretrain,2021.0
NOVEL_DIA_2,E_3ad312362d,between,2021.0
NOVEL_DIA_2,E_777edb49a9,between,2021.0
NOVEL_DIA_2,E_dff9c316fc,benefit from,2021.0
NOVEL_DIA_2,E_dc024a7651,benefit from,2021.0
NOVEL_DIA_2,E_dc024a7651,achieving,2021.0
NOVEL_DIA_2,E_35bbb04ca8,achieving,2021.0
NOVEL_DIA_2,E_e04fce6b2b,has,2021.0
NOVEL_DIA_2,E_dff9c316fc,has,2021.0
NOVEL_DIA_2,E_53e61336bb,see that,2021.0
NOVEL_DIA_2,E_e04fce6b2b,see that,2021.0
NOVEL_DIA_2,E_53e61336bb,on,2021.0
NOVEL_DIA_2,E_e04fce6b2b,on,2021.0
NOVEL_DIA_2,E_9fcc9b0431,boosts,2021.0
NOVEL_DIA_2,E_c05f6c2335,boosts,2021.0
NOVEL_DIA_2,E_d7a25975ec,by,2021.0
NOVEL_DIA_2,E_d7a25975ec,than,2021.0
NOVEL_DIA_2,E_b5f62f4ea9,than,2021.0
NOVEL_DIA_2,E_9fcc9b0431,see that,2021.0
NOVEL_DIA_2,E_6f613449a7,could achieve,2021.0
NOVEL_DIA_2,E_bf1a06b222,could achieve,2021.0
NOVEL_DIA_2,E_e7e14cdcfb,by,2021.0
NOVEL_DIA_2,E_01030f55a8,by,2021.0
NOVEL_DIA_2,E_eab8ad7534,by,2021.0
NOVEL_DIA_2,E_53820a97d8,has,2021.0
NOVEL_DIA_2,E_6f613449a7,has,2021.0
NOVEL_DIA_2,E_be0537cae4,has,2021.0
NOVEL_DIA_2,E_e7e14cdcfb,has,2021.0
NOVEL_DIA_2,E_bf1a06b222,achieved when,2021.0
NOVEL_DIA_2,E_8d66933650,achieved when,2021.0
NOVEL_DIA_2,E_53e61336bb,has,2021.0
NOVEL_DIA_2,E_bf1a06b222,has,2021.0
NOVEL_DIA_2,E_3ec7aa3df0,on,2021.0
NOVEL_DIA_2,E_10f0e553bf,on,2021.0
NOVEL_DIA_2,E_becbb80185,on,2021.0
NOVEL_DIA_2,E_53e61336bb,observe,2021.0
NOVEL_DIA_2,E_3ec7aa3df0,observe,2021.0
NOVEL_DIA_3,E_76d6cee94f,of,2021.0
NOVEL_DIA_3,E_e505bea27b,of,2021.0
NOVEL_DIA_3,E_76d6cee94f,are,2021.0
NOVEL_DIA_3,E_e505bea27b,are,2021.0
NOVEL_DIA_3,E_d9b8e39887,than,2021.0
NOVEL_DIA_3,E_b12965637d,see that,2021.0
NOVEL_DIA_3,E_76d6cee94f,see that,2021.0
NOVEL_DIA_3,E_64dd0967bc,plays,2021.0
NOVEL_DIA_3,E_78b381bb85,plays,2021.0
NOVEL_DIA_3,E_78b381bb85,in,2021.0
NOVEL_DIA_3,E_e505bea27b,in,2021.0
NOVEL_DIA_3,E_b12965637d,show,2021.0
NOVEL_DIA_3,E_64dd0967bc,show,2021.0
NOVEL_DIA_3,E_5e8a5709f6,in,2021.0
NOVEL_DIA_3,E_b319102246,in,2021.0
NOVEL_DIA_3,E_b319102246,by,2021.0
NOVEL_DIA_3,E_a623519e9d,by,2021.0
NOVEL_DIA_3,E_b12965637d,results of,2021.0
NOVEL_DIA_3,E_5e8a5709f6,results of,2021.0
NOVEL_DIA_3,E_ae2125b1a1,with,2021.0
NOVEL_DIA_3,E_3611484bba,with,2021.0
NOVEL_DIA_3,E_4a0fcd6dd3,with,2021.0
NOVEL_DIA_3,E_4a0fcd6dd3,has,2021.0
NOVEL_DIA_3,E_2b8fff9713,has,2021.0
NOVEL_DIA_3,E_b575844c21,including,2021.0
NOVEL_DIA_3,E_a2417a49d2,including,2021.0
NOVEL_DIA_3,E_b575844c21,has,2021.0
NOVEL_DIA_3,E_d8197ce8e1,has,2021.0
NOVEL_DIA_3,E_935a6592b5,replace,2021.0
NOVEL_DIA_3,E_b4b095239e,replace,2021.0
NOVEL_DIA_3,E_b4b095239e,by,2021.0
NOVEL_DIA_3,E_9db1a19b32,by,2021.0
NOVEL_DIA_3,E_9db1a19b32,with,2021.0
NOVEL_DIA_3,E_a448773632,with,2021.0
NOVEL_DIA_3,E_935a6592b5,has,2021.0
NOVEL_DIA_3,E_e725df0794,utilize,2021.0
NOVEL_DIA_3,E_da729bce50,utilize,2021.0
NOVEL_DIA_3,E_e725df0794,set,2021.0
NOVEL_DIA_3,E_ff2ede8059,set,2021.0
NOVEL_DIA_3,E_da729bce50,as,2021.0
NOVEL_DIA_3,E_a43c1b0aa5,as,2021.0
NOVEL_DIA_3,E_ff2ede8059,as,2021.0
NOVEL_DIA_3,E_c0389af2bd,For,2021.0
NOVEL_DIA_3,E_e725df0794,For,2021.0
NOVEL_DIA_3,E_9eba338c5e,encoded using,2021.0
NOVEL_DIA_3,E_e944b6120e,encoded using,2021.0
NOVEL_DIA_3,E_e944b6120e,with,2021.0
NOVEL_DIA_3,E_763e59e83d,with,2021.0
NOVEL_DIA_3,E_763e59e83d,of,2021.0
NOVEL_DIA_3,E_97c63a5abd,of,2021.0
NOVEL_DIA_3,E_5e8a5709f6,has,2021.0
NOVEL_DIA_3,E_9eba338c5e,has,2021.0
NOVEL_DIA_3,E_5e8a5709f6,For,2021.0
NOVEL_DIA_3,E_c4cf4802b3,of,2021.0
NOVEL_DIA_3,E_d87f27a1b2,of,2021.0
NOVEL_DIA_3,E_d87f27a1b2,is,2021.0
NOVEL_DIA_3,E_c8d696e648,in,2021.0
NOVEL_DIA_3,E_ae2b1fca51,in,2021.0
NOVEL_DIA_3,E_ae2b1fca51,is,2021.0
NOVEL_DIA_3,E_3c0fc4c5d7,has,2021.0
NOVEL_DIA_3,E_c4cf4802b3,has,2021.0
NOVEL_DIA_3,E_c8d696e648,has,2021.0
NOVEL_DIA_3,E_ac5552fd6a,has,2021.0
NOVEL_DIA_3,E_166e64f6c3,initialized by,2021.0
NOVEL_DIA_3,E_e1adfb9dcd,initialized by,2021.0
NOVEL_DIA_3,E_e1adfb9dcd,over,2021.0
NOVEL_DIA_3,E_c0389af2bd,has,2021.0
NOVEL_DIA_3,E_166e64f6c3,has,2021.0
NOVEL_DIA_3,E_893076b346,with,2021.0
NOVEL_DIA_3,E_28e523fa71,with,2021.0
NOVEL_DIA_3,E_28e523fa71,has,2021.0
NOVEL_DIA_3,E_c6e28358cf,has,2021.0
NOVEL_DIA_3,E_c0389af2bd,optimizer,2021.0
NOVEL_DIA_3,E_893076b346,optimizer,2021.0
NOVEL_DIA_3,E_3d3eb2e5c4,as,2021.0
NOVEL_DIA_3,E_2d398c9cbc,of,2021.0
NOVEL_DIA_3,E_d265aed699,of,2021.0
NOVEL_DIA_3,E_d265aed699,as,2021.0
NOVEL_DIA_3,E_0e69aa5d1e,with,2021.0
NOVEL_DIA_3,E_c0389af2bd,set,2021.0
NOVEL_DIA_3,E_3d3eb2e5c4,set,2021.0
NOVEL_DIA_3,E_2d398c9cbc,set,2021.0
NOVEL_DIA_3,E_ac5552fd6a,on,2021.0
NOVEL_DIA_3,E_1afa0eddd6,with,2021.0
NOVEL_DIA_3,E_c0389af2bd,run,2021.0
NOVEL_DIA_3,E_ac5552fd6a,run,2021.0
NOVEL_DIA_3,E_6ac231d9e0,learns to automatically transit,2021.0
NOVEL_DIA_3,E_d93543f315,learns to automatically transit,2021.0
NOVEL_DIA_3,E_d93543f315,regarding,2021.0
NOVEL_DIA_3,E_e3f3595652,regarding,2021.0
NOVEL_DIA_3,E_20f35e630d,propose,2021.0
NOVEL_DIA_3,E_6ac231d9e0,propose,2021.0
NOVEL_DIA_3,E_7468043a66,as,2021.0
NOVEL_DIA_3,E_d647bd6d07,as,2021.0
NOVEL_DIA_3,E_7468043a66,introduces,2021.0
NOVEL_DIA_3,E_5ccc7e6a87,introduces,2021.0
NOVEL_DIA_3,E_7468043a66,learns to,2021.0
NOVEL_DIA_3,E_c50bc35447,learns to,2021.0
NOVEL_DIA_3,E_5ccc7e6a87,to,2021.0
NOVEL_DIA_3,E_5a81c12d2a,to,2021.0
NOVEL_DIA_3,E_c50bc35447,between,2021.0
NOVEL_DIA_3,E_57ee7c4484,between,2021.0
NOVEL_DIA_3,E_d93543f315,between,2021.0
NOVEL_DIA_3,E_d93543f315,with respect to,2021.0
NOVEL_DIA_3,E_8f71f3773c,with respect to,2021.0
NOVEL_DIA_3,E_8f71f3773c,such as,2021.0
NOVEL_DIA_3,E_18262ad813,such as,2021.0
NOVEL_DIA_3,E_7468043a66,propose,2021.0
NOVEL_DIA_3,E_ae9f5517e6,calculate,2021.0
NOVEL_DIA_3,E_18262ad813,calculate,2021.0
NOVEL_DIA_3,E_18262ad813,for,2021.0
NOVEL_DIA_3,E_edde52d2bb,for,2021.0
NOVEL_DIA_3,E_edde52d2bb,with respect to,2021.0
NOVEL_DIA_3,E_488785eb31,with respect to,2021.0
NOVEL_DIA_3,E_20f35e630d,at,2021.0
NOVEL_DIA_3,E_ae9f5517e6,at,2021.0
NOVEL_DIA_3,E_24d2a3cd80,in,2021.0
NOVEL_DIA_3,E_61fea87dc4,in,2021.0
NOVEL_DIA_3,E_3ab49a5de3,in,2021.0
NOVEL_DIA_3,E_8f26755056,has,2021.0
NOVEL_DIA_3,E_24d2a3cd80,has,2021.0
NOVEL_DIA_3,E_61fea87dc4,has,2021.0
NOVEL_DIA_3,E_20f35e630d,has,2021.0
NOVEL_DIA_3,E_ae67295922,on,2021.0
NOVEL_DIA_3,E_7dbb0dcdda,on,2021.0
NOVEL_DIA_3,E_d848e2c985,are,2021.0
NOVEL_DIA_3,E_ae67295922,has,2021.0
NOVEL_DIA_3,E_d848e2c985,has,2021.0
NOVEL_DIA_3,E_7dbb0dcdda,has,2021.0
NOVEL_DIA_3,E_53e61336bb,show,2021.0
NOVEL_DIA_3,E_ae67295922,show,2021.0
NOVEL_DIA_3,E_53e61336bb,on,2021.0
NOVEL_DIA_3,E_64dd0967bc,such as,2021.0
NOVEL_DIA_3,E_46c551e63e,such as,2021.0
NOVEL_DIA_3,E_7b44f23765,such as,2021.0
NOVEL_DIA_3,E_d1c36e2748,such as,2021.0
NOVEL_DIA_3,E_6825f454af,such as,2021.0
NOVEL_DIA_3,E_9e0215abd9,in terms of,2021.0
NOVEL_DIA_3,E_12bbd9846d,in terms of,2021.0
NOVEL_DIA_3,E_b12e477f3a,in terms of,2021.0
NOVEL_DIA_3,E_9e0215abd9,Distinct - 1 and,2021.0
NOVEL_DIA_3,E_b12e477f3a,Distinct - 1 and,2021.0
NOVEL_DIA_3,E_6825f454af,has,2021.0
NOVEL_DIA_3,E_9e0215abd9,has,2021.0
NOVEL_DIA_3,E_bd13a3ea8d,on,2021.0
NOVEL_DIA_3,E_7aee095383,on,2021.0
NOVEL_DIA_3,E_b46e44c5e7,of,2021.0
NOVEL_DIA_3,E_42806e52f7,of,2021.0
