paper_id,year,split,domain,tgnn_novelty,tgnn_norm
SKG_SUM_130,2011,SKG,SUM,1.14011345e-05,0.11644899923811036
SKG_SUM_110,2011,SKG,SUM,1.1532204e-05,0.11956772936383347
SKG_MT_800,2011,SKG,MT,1.1097907e-05,0.10923385964272253
SKG_MT_1277,2011,SKG,MT,1.10544615e-05,0.10820009671788416
SKG_MT_697,2011,SKG,MT,1.0872033e-05,0.1038593060782581
SKG_DIA_213,2011,SKG,DIA,1.1069252e-05,0.10855202892121524
SKG_MT_712,2011,SKG,MT,1.1224946e-05,0.1122566861312781
SKG_SA_77,2011,SKG,SA,9.429895e-06,0.0695443874583655
SKG_MT_919,2011,SKG,MT,1.01898795e-05,0.08762782071501621
SKG_MT_820,2011,SKG,MT,9.929647e-06,0.08143572463284432
SKG_SA_423,2011,SKG,SA,8.651681e-06,0.051027192794012244
SKG_MT_813,2011,SKG,MT,1.0608149e-05,0.09758032446547776
SKG_DIA_233,2011,SKG,DIA,1.0162919e-05,0.08698630973378443
SKG_QA_336,2011,SKG,QA,9.969879e-06,0.08239302400774154
SKG_MT_1003,2011,SKG,MT,1.1297402e-05,0.11398073871398717
SKG_MT_440,2011,SKG,MT,1.0661323e-05,0.09884557195406363
SKG_MT_308,2011,SKG,MT,1.2723707e-05,0.147918919388892
SKG_MT_1132,2011,SKG,MT,1.2587665e-05,0.14468187122922394
SKG_MT_300,2011,SKG,MT,1.0578942e-05,0.09688535919299263
SKG_MT_368,2011,SKG,MT,9.952068e-06,0.08196922058841627
SKG_SUM_80,2011,SKG,SUM,9.199567e-06,0.06406385329597425
SKG_PAR_215,2011,SKG,PAR,1.0416453e-05,0.09301901851572894
SKG_PAR_89,2011,SKG,PAR,9.905275e-06,0.08085580565379794
SKG_SUM_45,2011,SKG,SUM,1.0152428e-05,0.08673668188177491
SKG_MT_280,2011,SKG,MT,9.342745e-06,0.06747069883929876
SKG_QA_5,2011,SKG,QA,1.0641931e-05,0.09838414946753532
SKG_MT_1111,2011,SKG,MT,1.2464934e-05,0.14176155134503943
SKG_MT_286,2011,SKG,MT,1.0276569e-05,0.08969055197769646
SKG_MT_1129,2011,SKG,MT,1.3419079e-05,0.16446493203854962
SKG_MT_389,2012,SKG,MT,1.3469711e-05,0.16566969396810305
SKG_MT_283,2012,SKG,MT,1.1276199e-05,0.11347622443068167
SKG_SUM_72,2012,SKG,SUM,1.095141e-05,0.10574804023219564
SKG_MT_234,2012,SKG,MT,9.704079e-06,0.07606845217816113
SKG_MT_1191,2012,SKG,MT,1.0746169e-05,0.10086443809948342
SKG_MT_1400,2012,SKG,MT,1.2374126e-05,0.13960082253126765
SKG_QA_417,2012,SKG,QA,1.1580961e-05,0.12072787665011958
SKG_MT_622,2012,SKG,MT,1.1544164e-05,0.11985231130168816
SKG_MT_1425,2012,SKG,MT,1.1700387e-05,0.12356955578977147
SKG_DIA_182,2012,SKG,DIA,1.0191756e-05,0.08767247104999817
SKG_MT_1236,2012,SKG,MT,1.14881095e-05,0.11851852382380551
SKG_MT_945,2012,SKG,MT,1.21055255e-05,0.1332096142705031
SKG_MT_7,2012,SKG,MT,9.747432e-06,0.07710001411393164
SKG_MT_576,2012,SKG,MT,1.3262997e-05,0.16075104257164002
SKG_SA_554,2012,SKG,SA,1.0020111e-05,0.08358826814673131
SKG_MT_613,2012,SKG,MT,1.0288581e-05,0.08997637122832444
SKG_MT_1473,2012,SKG,MT,9.973283e-06,0.08247402040543866
SKG_MT_92,2012,SKG,MT,1.11682775e-05,0.11090828884488008
SKG_QA_203,2012,SKG,QA,1.2155674e-05,0.13440287157071268
SKG_MT_78,2012,SKG,MT,8.617188e-06,0.050206449919227736
SKG_MT_981,2012,SKG,MT,1.1970279e-05,0.12999149461681858
SKG_MT_74,2012,SKG,MT,1.0692276e-05,0.09958208238235933
SKG_QA_219,2012,SKG,QA,1.3548814e-05,0.1675519084355045
SKG_MT_89,2012,SKG,MT,1.0156893e-05,0.08684292421894227
SKG_MT_85,2012,SKG,MT,1.2370232e-05,0.13950816684013
SKG_MT_131,2012,SKG,MT,1.0726531e-05,0.10039716217175843
SKG_SA_565,2012,SKG,SA,1.0575563e-05,0.09680495765720576
SKG_MT_535,2012,SKG,MT,1.0495666e-05,0.09490385037553539
SKG_MT_550,2012,SKG,MT,1.4345614e-05,0.18651134723840024
SKG_MT_93,2012,SKG,MT,9.94042e-06,0.08169206252720126
SKG_PAR_3,2012,SKG,PAR,9.918792e-06,0.08117743559142185
SKG_MT_415,2012,SKG,MT,1.2300789e-05,0.137855807014842
SKG_MT_480,2012,SKG,MT,1.0504327e-05,0.09510993433571593
SKG_MT_1228,2012,SKG,MT,1.1128919e-05,0.10997177394512636
SKG_MT_1209,2012,SKG,MT,9.1881775e-06,0.063792846106911
SKG_MT_453,2012,SKG,MT,9.48493e-06,0.07085391646754893
SKG_MT_469,2012,SKG,MT,9.85745e-06,0.07971783481952521
SKG_MT_239,2012,SKG,MT,1.0520287e-05,0.09548969417920766
SKG_SUM_59,2012,SKG,SUM,8.839558e-06,0.05549762763835414
SKG_MT_1077,2012,SKG,MT,9.749589e-06,0.07715133879954642
SKG_MT_1065,2012,SKG,MT,1.1505268e-05,0.11892680134727374
SKG_PAR_200,2012,SKG,PAR,1.1655561e-05,0.12250294459025013
SKG_MT_259,2012,SKG,MT,1.1508012e-05,0.11899209339054073
SKG_PAR_127,2012,SKG,PAR,1.0938801e-05,0.10544801567915135
SKG_MT_410,2012,SKG,MT,1.2081582e-05,0.13263989122459807
SKG_MT_373,2012,SKG,MT,1.2123421e-05,0.13363542832308495
SKG_SUM_97,2012,SKG,SUM,1.3548814e-05,0.1675519084355045
SKG_MT_1175,2012,SKG,MT,1.3936206e-05,0.17676969824063926
SKG_MT_1177,2012,SKG,MT,1.1385075e-05,0.11606687184421594
SKG_MT_1062,2012,SKG,MT,1.0551667e-05,0.09623636484893017
SKG_MT_1276,2012,SKG,MT,1.1049899e-05,0.10809153441926689
SKG_MT_724,2012,SKG,MT,1.1963888e-05,0.12983942411808702
SKG_QA_487,2012,SKG,QA,1.3619456e-05,0.16923279783800727
SKG_MT_451,2012,SKG,MT,1.0951399e-05,0.10574777849295514
SKG_DIA_231,2012,SKG,DIA,9.661897e-06,0.07506475357426587
SKG_MT_1395,2012,SKG,MT,1.1526739e-05,0.11943769255025682
SKG_MT_1376,2012,SKG,MT,1.14364275e-05,0.1172887776940223
SKG_SA_148,2012,SKG,SA,8.788042e-06,0.05427183139165487
SKG_MT_1421,2012,SKG,MT,9.8097435e-06,0.078582683630707
SKG_SA_5,2012,SKG,SA,9.735225e-06,0.07680955494040381
SKG_MT_788,2012,SKG,MT,1.1225138e-05,0.11226125467074866
SKG_MT_835,2012,SKG,MT,1.1352192e-05,0.11528443807645034
SKG_MT_832,2012,SKG,MT,1.0536603e-05,0.09587792485630109
SKG_MT_1349,2012,SKG,MT,1.2339174e-05,0.13876915799181128
SKG_MT_1361,2012,SKG,MT,9.586809e-06,0.07327807392964761
SKG_MT_1327,2012,SKG,MT,1.1636325e-05,0.1220452340420417
SKG_SA_268,2012,SKG,SA,8.753547e-06,0.05345104092791758
SKG_MT_865,2012,SKG,MT,1.2234747e-05,0.13628437220382184
SKG_SA_24,2012,SKG,SA,9.281398e-06,0.0660109790950201
SKG_MT_1165,2012,SKG,MT,9.959901e-06,0.08215560272212999
SKG_MT_1174,2012,SKG,MT,1.1793357e-05,0.12578172826154005
SKG_MT_346,2012,SKG,MT,9.880631e-06,0.08026941457716819
SKG_SUM_147,2012,SKG,SUM,9.282566e-06,0.06603877104346612
SKG_SUM_193,2013,SKG,SUM,1.0534192e-05,0.09582055637367837
SKG_MT_1090,2013,SKG,MT,8.733768e-06,0.0529804099790189
SKG_MT_376,2013,SKG,MT,1.130347e-05,0.11412512359683857
SKG_PAR_204,2013,SKG,PAR,1.0722512e-05,0.10030153217106963
SKG_MT_332,2013,SKG,MT,1.14448385e-05,0.1174889130351005
SKG_MT_337,2013,SKG,MT,1.1373332e-05,0.11578745330774198
SKG_MT_372,2013,SKG,MT,1.3035454e-05,0.1553367760260485
SKG_MT_375,2013,SKG,MT,1.19751785e-05,0.1301080756539857
SKG_MT_371,2013,SKG,MT,1.0101686e-05,0.08552930255981644
SKG_SA_306,2013,SKG,SA,9.42061e-06,0.06932345574490556
SKG_SA_296,2013,SKG,SA,8.700456e-06,0.052187768380873745
SKG_MT_824,2013,SKG,MT,1.0521542e-05,0.09551955624710129
SKG_MT_290,2013,SKG,MT,1.181639e-05,0.12632978643667447
SKG_MT_282,2013,SKG,MT,1.2003739e-05,0.1307876577974723
SKG_MT_268,2013,SKG,MT,1.0215225e-05,0.08823090361684702
SKG_MT_277,2013,SKG,MT,1.1362784e-05,0.1155364691705772
SKG_SA_318,2013,SKG,SA,1.1397448e-05,0.11636128090082765
SKG_MT_1326,2013,SKG,MT,1.1017216e-05,0.10731385954678319
SKG_PAR_139,2013,SKG,PAR,1.2465051e-05,0.1417643352987793
SKG_MT_829,2013,SKG,MT,1.2207302e-05,0.13563133279876982
SKG_SUM_0,2013,SKG,SUM,1.0236544e-05,0.08873817805941597
SKG_SA_229,2013,SKG,SA,1.2116475e-05,0.13347015188994626
SKG_MT_1324,2013,SKG,MT,1.0718239e-05,0.10019985837337286
SKG_QA_3,2013,SKG,QA,1.0993801e-05,0.10675671188166047
SKG_MT_1290,2013,SKG,MT,9.878897e-06,0.08022815495507454
SKG_MT_869,2013,SKG,MT,1.1388811e-05,0.11615576800808092
SKG_MT_225,2013,SKG,MT,1.3431973e-05,0.1647717380173706
SKG_MT_1310,2013,SKG,MT,1.0229488e-05,0.08857028423387225
SKG_MT_1069,2013,SKG,MT,1.1023952e-05,0.10747413913987597
SKG_MT_845,2013,SKG,MT,1.1372628e-05,0.11577070199634992
SKG_SUM_34,2013,SKG,SUM,1.1869903e-05,0.127603100252763
SKG_MT_1082,2013,SKG,MT,1.0654299e-05,0.09867843955176497
SKG_PAR_52,2013,SKG,PAR,1.3554655e-05,0.167690891972211
SKG_MT_515,2013,SKG,MT,9.739022e-06,0.07689990256732976
SKG_QA_84,2013,SKG,QA,1.0749994e-05,0.10095545197174882
SKG_MT_885,2013,SKG,MT,1.2246386e-05,0.1365613161147492
SKG_MT_1386,2013,SKG,MT,1.12920925e-05,0.11385440194149221
SKG_MT_740,2013,SKG,MT,1.11997315e-05,0.11165672030585688
SKG_MT_741,2013,SKG,MT,1.3473449e-05,0.16575863772092087
SKG_SA_111,2013,SKG,SA,9.343216e-06,0.06748190603768753
SKG_SA_577,2013,SKG,SA,1.4889455e-05,0.19945175908328677
SKG_SA_557,2013,SKG,SA,1.3338978e-05,0.16255897068369174
SKG_MT_1211,2013,SKG,MT,1.2083506e-05,0.13268567179720947
SKG_SA_469,2013,SKG,SA,1.063842e-05,0.09830060706086241
SKG_SA_191,2013,SKG,SA,1.0607865e-05,0.09757356683417756
SKG_PAR_56,2013,SKG,PAR,1.1852348e-05,0.1271853882193985
SKG_MT_891,2013,SKG,MT,1.0742317e-05,0.10077278177635496
SKG_PAR_53,2013,SKG,PAR,1.1688789e-05,0.1232935874523769
SKG_MT_156,2013,SKG,MT,1.4083278e-05,0.18026919947510145
SKG_MT_147,2013,SKG,MT,1.2223505e-05,0.136016874700029
SKG_MT_500,2013,SKG,MT,1.16208e-05,0.12167582479578798
SKG_SA_590,2013,SKG,SA,1.3022606e-05,0.15503106459314236
SKG_MT_1225,2013,SKG,MT,1.2076456e-05,0.1325179207385242
SKG_QA_20,2013,SKG,QA,8.780637e-06,0.05409563329384434
SKG_MT_150,2013,SKG,MT,1.0525557e-05,0.09561509106988447
SKG_MT_200,2013,SKG,MT,9.673607e-06,0.07534338689301828
SKG_MT_178,2013,SKG,MT,1.2123293e-05,0.13363238263010457
SKG_MT_481,2013,SKG,MT,1.1306273e-05,0.1141918195142137
SKG_QA_12,2013,SKG,QA,1.1414918e-05,0.11677697040369739
SKG_MT_180,2013,SKG,MT,1.0846577e-05,0.10325359388678401
SKG_SA_435,2013,SKG,SA,8.62912e-06,0.050490365611743
SKG_SA_414,2013,SKG,SA,9.374839e-06,0.06823435876517747
SKG_PAR_106,2013,SKG,PAR,1.1768584e-05,0.12519226769745356
SKG_MT_1036,2013,SKG,MT,8.1501785e-06,0.039094203388578996
SKG_MT_100,2013,SKG,MT,9.394825e-06,0.06870991517069286
SKG_MT_719,2013,SKG,MT,1.0795742e-05,0.10204400167851951
SKG_SA_32,2013,SKG,SA,9.658949e-06,0.07499460745781139
SKG_PAR_20,2013,SKG,PAR,1.1851183e-05,0.12715766765438175
SKG_SA_48,2013,SKG,SA,9.357976e-06,0.06783311250948817
SKG_SA_40,2013,SKG,SA,1.0817518e-05,0.10256215019680748
SKG_SA_609,2013,SKG,SA,1.1516576e-05,0.1191958692865096
SKG_SA_597,2013,SKG,SA,7.722666e-06,0.028921767292666656
SKG_MT_80,2013,SKG,MT,1.2413781e-05,0.14054439249327672
SKG_MT_1429,2013,SKG,MT,1.1489393e-05,0.11854906403427679
SKG_MT_21,2013,SKG,MT,1.0079198e-05,0.08499421237432506
SKG_QA_334,2013,SKG,QA,1.0320441e-05,0.0907344632467234
SKG_SA_4,2013,SKG,SA,7.750725e-06,0.029589416506234006
SKG_MT_572,2013,SKG,MT,1.1256128e-05,0.11299864549467153
SKG_QA_424,2013,SKG,QA,1.0355459e-05,0.09156769822162275
SKG_MT_1101,2013,SKG,MT,1.0716797e-05,0.10016554673839073
SKG_MT_22,2013,SKG,MT,1.1900552e-05,0.12833237716023033
SKG_SUM_155,2013,SKG,SUM,9.849989e-06,0.07954030423103578
SKG_SUM_154,2013,SKG,SUM,1.0782746e-05,0.10173476866310477
SKG_SUM_180,2013,SKG,SUM,9.918337e-06,0.08116660910465565
SKG_MT_1169,2013,SKG,MT,1.0580678e-05,0.09692666640403907
SKG_SUM_76,2013,SKG,SUM,1.1529443e-05,0.11950203281446747
SKG_MT_305,2013,SKG,MT,1.1328431e-05,0.11471905752249001
SKG_MT_314,2013,SKG,MT,1.1607287e-05,0.12135429003606968
SKG_MT_1048,2013,SKG,MT,1.0169997e-05,0.08715472703780916
SKG_SA_526,2013,SKG,SA,1.1141268e-05,0.11026561193430429
SKG_SA_484,2013,SKG,SA,1.0463864e-05,0.0941471384367682
SKG_MT_922,2013,SKG,MT,1.0741119e-05,0.10074427599361663
SKG_MT_955,2013,SKG,MT,1.3044607e-05,0.15555456686862246
SKG_MT_1248,2013,SKG,MT,1.1026003e-05,0.10752294161099135
SKG_MT_1242,2013,SKG,MT,1.1232784e-05,0.11244318723737384
SKG_MT_1244,2013,SKG,MT,1.189987e-05,0.12831614932731922
SKG_MT_1461,2013,SKG,MT,8.66819e-06,0.05142001580505268
SKG_MT_708,2013,SKG,MT,1.1316802e-05,0.11444235155632676
SKG_MT_706,2013,SKG,MT,1.1035102e-05,0.10773944755183912
SKG_MT_707,2013,SKG,MT,1.104975e-05,0.10808798904228195
SKG_MT_705,2013,SKG,MT,1.04742685e-05,0.0943947080665683
SKG_MT_641,2013,SKG,MT,1.1656618e-05,0.12252809535181475
SKG_MT_1437,2013,SKG,MT,1.1734974e-05,0.1243925353453384
SKG_QA_385,2013,SKG,QA,1.1595273e-05,0.12106842319648886
SKG_MT_14,2013,SKG,MT,1.1031356e-05,0.10765031344321008
SKG_MT_1280,2013,SKG,MT,1.0687372e-05,0.09946539427004836
SKG_MT_940,2013,SKG,MT,1.1797281e-05,0.12587509778696998
SKG_MT_973,2013,SKG,MT,1.2216654e-05,0.13585385874214917
SKG_MT_748,2013,SKG,MT,1.0465142e-05,0.09417754777761925
SKG_DIA_220,2013,SKG,DIA,1.4115265e-05,0.18103031339200437
SKG_MT_752,2013,SKG,MT,1.1445112e-05,0.11749542082439846
SKG_MT_44,2013,SKG,MT,1.1359026e-05,0.1154470495282312
SKG_MT_77,2013,SKG,MT,1.0422156e-05,0.09315471841469092
SKG_MT_591,2013,SKG,MT,1.11397285e-05,0.11022898033787226
SKG_QA_193,2013,SKG,QA,1.0671505e-05,0.09908784731286263
SKG_MT_91,2013,SKG,MT,1.2036938e-05,0.13157761061978324
SKG_MT_682,2013,SKG,MT,1.13452215e-05,0.11511857867863962
SKG_MT_681,2013,SKG,MT,1.1952199e-05,0.1295612904833392
SKG_MT_725,2013,SKG,MT,1.2806463e-05,0.14988805507861647
SKG_MT_79,2013,SKG,MT,8.040866e-06,0.03649316968609212
SKG_MT_1282,2013,SKG,MT,1.1977714e-05,0.13016840654892142
SKG_MT_94,2013,SKG,MT,1.0501372e-05,0.09503962165792657
SKG_SUM_40,2014,SKG,SUM,1.1058489e-05,0.10829592897162243
SKG_MT_220,2014,SKG,MT,1.4200272e-05,0.18305301044812605
SKG_SA_278,2014,SKG,SA,1.4375455e-05,0.18722139820892886
SKG_MT_868,2014,SKG,MT,8.778718e-06,0.05404997169361497
SKG_MT_1030,2014,SKG,MT,1.4070804e-05,0.17997238717637243
SKG_SUM_43,2014,SKG,SUM,1.0189394e-05,0.08761626849671952
SKG_MT_97,2014,SKG,MT,1.3894616e-05,0.1757800859667783
SKG_PAR_35,2014,SKG,PAR,1.6104985e-05,0.22837465899303055
SKG_MT_710,2014,SKG,MT,1.12646885e-05,0.11320233810997293
SKG_SA_36,2014,SKG,SA,8.435388e-06,0.04588061410802488
SKG_SA_556,2014,SKG,SA,9.180023e-06,0.0635988140490317
SKG_SA_618,2014,SKG,SA,1.33724125e-05,0.16335452710519704
SKG_SA_52,2014,SKG,SA,1.11964955e-05,0.1115797213801965
SKG_MT_738,2014,SKG,MT,1.0899782e-05,0.1045195790041385
SKG_SA_118,2014,SKG,SA,1.1045642e-05,0.10799024133319268
SKG_MT_790,2014,SKG,MT,1.1800657e-05,0.12595542793932762
SKG_MT_476,2014,SKG,MT,1.2041828e-05,0.13169396560942448
SKG_MT_770,2014,SKG,MT,1.263587e-05,0.14582888396453209
SKG_MT_732,2014,SKG,MT,1.2982492e-05,0.1540765729664615
SKG_MT_1367,2014,SKG,MT,1.0610486e-05,0.09763593215684624
SKG_MT_913,2014,SKG,MT,1.0615759e-05,0.09776140043095227
SKG_MT_116,2014,SKG,MT,1.26006125e-05,0.14498995021253275
SKG_MT_169,2014,SKG,MT,9.175201e-06,0.06348407708378626
SKG_MT_487,2014,SKG,MT,1.1087423e-05,0.10898439835204787
SKG_MT_1206,2014,SKG,MT,1.1467586e-05,0.11803017788722009
SKG_MT_1213,2014,SKG,MT,1.0755469e-05,0.10108572673008948
SKG_PAR_113,2014,SKG,PAR,1.4343083e-05,0.18645112341860842
SKG_SA_283,2014,SKG,SA,7.810866e-06,0.031020440111963116
SKG_SA_441,2014,SKG,SA,1.301744e-05,0.15490814232801214
SKG_MT_1316,2014,SKG,MT,1.1536109e-05,0.11966064679421157
SKG_MT_827,2014,SKG,MT,1.0189549e-05,0.08761995664056296
SKG_MT_828,2014,SKG,MT,1.3264363e-05,0.16078354582641508
SKG_SA_260,2014,SKG,SA,9.275867e-06,0.06587937184600051
SKG_SA_224,2014,SKG,SA,1.2671058e-05,0.14666616400042104
SKG_SA_246,2014,SKG,SA,1.0392777e-05,0.09245566049226336
SKG_MT_187,2014,SKG,MT,1.0804507e-05,0.10225256026424662
SKG_SUM_22,2014,SKG,SUM,1.0255626e-05,0.0891922242582574
SKG_DIA_64,2014,SKG,DIA,1.0968729e-05,0.10616013676912756
SKG_MT_252,2014,SKG,MT,1.3144119e-05,0.15792240280506042
SKG_MT_265,2014,SKG,MT,1.1464907e-05,0.11796643248491973
SKG_MT_266,2014,SKG,MT,1.148455e-05,0.11843382738502672
SKG_SA_339,2014,SKG,SA,1.1503579e-05,0.11888661247661847
SKG_SA_307,2014,SKG,SA,8.825425e-06,0.05516134030326214
SKG_PAR_185,2014,SKG,PAR,8.8441875e-06,0.0556077841668908
SKG_MT_394,2014,SKG,MT,1.2349593e-05,0.13901707264151936
SKG_PAR_212,2014,SKG,PAR,1.0611922e-05,0.09767010102496992
SKG_MT_1127,2014,SKG,MT,9.551811e-06,0.07244531484427644
SKG_MT_1347,2014,SKG,MT,9.489164e-06,0.07095466228066574
SKG_MT_840,2014,SKG,MT,1.1515344e-05,0.11916655449157337
SKG_MT_1096,2014,SKG,MT,1.1151622e-05,0.11051197994304574
SKG_MT_319,2014,SKG,MT,1.3991923e-05,0.17809545508273383
SKG_MT_836,2014,SKG,MT,1.14811655e-05,0.1183532949796196
SKG_MT_331,2014,SKG,MT,1.1781564e-05,0.1255011200012457
SKG_DIA_298,2014,SKG,DIA,1.0413145e-05,0.0929403063877671
SKG_MT_224,2014,SKG,MT,1.1245775e-05,0.11275230128040648
SKG_MT_1403,2014,SKG,MT,1.1864335e-05,0.12747061260811626
SKG_QA_404,2014,SKG,QA,8.8441875e-06,0.0556077841668908
