node_id,node_type,title,domain,split,year,openalex_id,cited_by_count,score,method
NOVEL_DIA_35,Paper,Fine-grained Post-training for Improving Retrieval-based Dialogue Systems,DIA,NOVEL,2021.0,https://openalex.org/W3171266972,51.0,0.5249311388235227,tfidf
NOVEL_DIA_37,Paper,Graph Based Network with Contextualized Representations of Turns in Dialogue,DIA,NOVEL,2021.0,https://openalex.org/W3196292458,42.0,0.6966240614933653,tfidf
NOVEL_DIA_39,Paper,Exophoric Pronoun Resolution in Dialogues with Topic Regularization,DIA,NOVEL,2021.0,https://openalex.org/W3201091014,4.0,0.5453355562060702,tfidf
NOVEL_DIA_40,Paper,Zero-Shot Dialogue Disentanglement by Self-Supervised Entangled Response Selection,DIA,NOVEL,2021.0,https://openalex.org/W3209879382,1.0,0.5081009762547373,tfidf
NOVEL_DIA_41,Paper,"Preview, Attend and Review Schema-Aware Curriculum Learning for Multi-Domain Dialogue State Tracking",DIA,NOVEL,2021.0,https://openalex.org/W3173691672,35.0,0.7471756373461683,tfidf
NOVEL_DIA_42,Paper,A Simple and Efficient Multi-Task Learning Approach for Conditioned Dialogue Generation,DIA,NOVEL,2021.0,https://openalex.org/W3170012708,13.0,0.7229376414624745,tfidf
NOVEL_DIA_43,Paper,Controllable Neural Dialogue Summarization with Personal Named Entity Planning,DIA,NOVEL,2021.0,https://openalex.org/W3204515301,43.0,0.5242259397495842,tfidf
NOVEL_DIA_44,Paper,Dialogue State Tracking with a Language Model using Schema-Driven Prompting,DIA,NOVEL,2021.0,https://openalex.org/W3200895474,85.0,0.6008366088235726,tfidf
NOVEL_DIA_45,Paper,Neural Path Hunter Reducing Hallucination in Dialogue Systems via Path Grounding,DIA,NOVEL,2021.0,https://openalex.org/W3153046263,72.0,0.5714537772013106,tfidf
NOVEL_DIA_47,Paper,Spoken Language Understanding for Task-oriented Dialogue Systems with Augmented Memory Networks,DIA,NOVEL,2021.0,https://openalex.org/W3171708917,12.0,0.8629515669928276,tfidf
NOVEL_DIA_49,Paper,Efficient Dialogue Complementary Policy Learning via Deep Q-network Policy and Episodic Memory Policy,DIA,NOVEL,2021.0,https://openalex.org/W3212099586,11.0,0.6649695040860768,tfidf
NOVEL_DIA_50,Paper,Contextualize Knowledge Bases with Transformer for End-to-end Task-Oriented Dialogue Systems,DIA,NOVEL,2021.0,https://openalex.org/W3094083263,9.0,0.7869567609760105,tfidf
NOVEL_DIA_51,Paper,Adding Chit-Chat to Enhance Task-Oriented Dialogues,DIA,NOVEL,2021.0,https://openalex.org/W3166143260,35.0,0.7435051180811271,tfidf
NOVEL_DIA_52,Paper,GOLD Improving Out-of-Scope Detection in Dialogues using Data Augmentation,DIA,NOVEL,2021.0,https://openalex.org/W3196675050,18.0,0.5394910494769813,tfidf
NOVEL_DIA_53,Paper,More is Better Enhancing Open-Domain Dialogue Generation via Multi-Source Heterogeneous Knowledge,DIA,NOVEL,2021.0,https://openalex.org/W3212092284,15.0,0.6641831011941388,tfidf
NOVEL_DIA_54,Paper,Knowledge-Aware Graph-Enhanced GPT-2 for Dialogue State Tracking,DIA,NOVEL,2021.0,https://openalex.org/W3153659051,3.0,0.698535305258517,tfidf
NOVEL_DIA_55,Paper,Contextual Rephrase Detection for Reducing Friction in Dialogue Systems,DIA,NOVEL,2021.0,https://openalex.org/W3201234832,8.0,0.6002169766556684,tfidf
NOVEL_DIA_56,Paper,MediaSum A Large-scale Media Interview Dataset for Dialogue Summarization,DIA,NOVEL,2021.0,https://openalex.org/W3169942382,85.0,0.6433006263164684,tfidf
NOVEL_DIA_59,Paper,Leveraging Slot Descriptions for Zero-Shot Cross-Domain Dialogue StateTracking,DIA,NOVEL,2021.0,https://openalex.org/W3168491067,60.0,0.832491056060026,tfidf
NOVEL_DIA_63,Paper,Knowledge Enhanced Fine-Tuning for Better Handling Unseen Entities in Dialogue Generation,DIA,NOVEL,2021.0,https://openalex.org/W3213435953,19.0,0.7019180499800725,tfidf
NOVEL_DIA_65,Paper,Domain-Lifelong Learning for Dialogue State Tracking via Knowledge Preservation Networks,DIA,NOVEL,2021.0,https://openalex.org/W3214501429,8.0,0.6350709649828274,tfidf
NOVEL_DIA_66,Paper,CREAD Combined Resolution of Ellipses and Anaphora in Dialogues,DIA,NOVEL,2021.0,https://openalex.org/W3163744364,13.0,0.6861409980387149,tfidf
NOVEL_DIA_67,Paper,Multi-Modal Open-Domain Dialogue,DIA,NOVEL,2021.0,https://openalex.org/W3090998540,5.0,0.6664591837604111,tfidf
NOVEL_DIA_68,Paper,DialogueCSE Dialogue-based Contrastive Learning of Sentence Embeddings,DIA,NOVEL,2021.0,https://openalex.org/W3202125623,26.0,0.5615759378330573,tfidf
NOVEL_DIA_69,Paper,Generation and Extraction Combined Dialogue State Tracking with Hierarchical Ontology Integration,DIA,NOVEL,2021.0,https://openalex.org/W3213972251,7.0,0.6059812919965587,tfidf
NOVEL_DIA_70,Paper,NDH-Full Learning and Evaluating Navigational Agents on Full-Length Dialogue,DIA,NOVEL,2021.0,https://openalex.org/W3211887611,10.0,0.7056834445714144,tfidf
NOVEL_DIA_71,Paper,Intention Reasoning Network for Multi-Domain End-to-end Task-Oriented Dialogue,DIA,NOVEL,2021.0,https://openalex.org/W3213852610,5.0,0.5874544081994618,tfidf
SKG_DIA_0,Paper,Are Training Samples Correlated Learning to Generate Dialogue Responses with Multiple References,DIA,SKG,2019.0,https://openalex.org/W2949782788,46.0,0.6909517409405874,tfidf
SKG_DIA_2,Paper,doc2dial A Goal-Oriented Document-Grounded Dialogue Dataset,DIA,SKG,2020.0,https://openalex.org/W3099590177,84.0,0.7339877486228943,semantic
SKG_DIA_3,Paper,Learning to Customize Model Structures for Few-shot Dialogue Generation Tasks,DIA,SKG,2020.0,https://openalex.org/W3025611493,33.0,0.7089278433948566,tfidf
SKG_DIA_4,Paper,Memory Consolidation for Contextual Spoken Language Understanding with Dialogue Logistic Inference,DIA,SKG,2019.0,https://openalex.org/W2963594470,10.0,0.7959597253442249,tfidf
SKG_DIA_6,Paper,Toward Dialogue Modeling A Semantic Annotation Scheme for Questions and Answers,DIA,SKG,2019.0,https://openalex.org/W2966371977,1.0,0.7097178101539612,semantic
SKG_DIA_7,Paper,AirConcierge Generating Task-Oriented Dialogue via Efficient Large-Scale Knowledge Retrieval,DIA,SKG,2020.0,https://openalex.org/W3100963818,5.0,0.6267829903317325,tfidf
SKG_DIA_8,Paper,Training Neural Response Selection for Task-Oriented Dialogue Systems,DIA,SKG,2019.0,https://openalex.org/W2952267213,84.0,0.7101397947594541,tfidf
SKG_DIA_9,Paper,Auto-Dialabel Labeling Dialogue Data with Unsupervised Learning,DIA,SKG,2018.0,https://openalex.org/W2889636191,40.0,0.6749764803410553,tfidf
SKG_DIA_10,Paper,Multi-View Sequence-to-Sequence Models with Conversational Structure for Abstractive Dialogue Summarization,DIA,SKG,2020.0,https://openalex.org/W3104257895,121.0,0.6954548762437107,tfidf
SKG_DIA_11,Paper,Multi-Turn Dialogue Generation in E-Commerce Platform with the Context of Historical Dialogue,DIA,SKG,2020.0,https://openalex.org/W3099382298,11.0,0.6124362524421402,tfidf
SKG_DIA_12,Paper,A Compare Aggregate Transformer for Understanding Document-grounded Dialogue,DIA,SKG,2020.0,https://openalex.org/W3098595900,8.0,0.6425560738115628,tfidf
SKG_DIA_13,Paper,Dr. Summarize Global Summarization of Medical Dialogue by Exploiting Local Structures.,DIA,SKG,2020.0,https://openalex.org/W3087025499,5.0,0.5935545015917232,tfidf
SKG_DIA_14,Paper,Spot The Bot A Robust and Efficient Framework for the Evaluation of Conversational Dialogue Systems,DIA,SKG,2020.0,https://openalex.org/W3092342765,12.0,0.6379948471619241,tfidf
SKG_DIA_15,Paper,On-line Active Reward Learning for Policy Optimisation in Spoken Dialogue Systems,DIA,SKG,2016.0,https://openalex.org/W2963064439,95.0,0.6730014818129826,tfidf
SKG_DIA_16,Paper,Learning Efficient Dialogue Policy from Demonstrations through Shaping,DIA,SKG,2020.0,https://openalex.org/W3034330559,17.0,0.8636330250723846,tfidf
SKG_DIA_17,Paper,Counterfactual Off-Policy Training for Neural Dialogue Generation,DIA,SKG,2020.0,https://openalex.org/W3103857453,18.0,0.7569698423846544,tfidf
SKG_DIA_18,Paper,You Impress Me Dialogue Generation via Mutual Persona Perception,DIA,SKG,2020.0,https://openalex.org/W3035044096,141.0,0.6472958838497861,tfidf
SKG_DIA_21,Paper,Deep Active Learning for Dialogue Generation,DIA,SKG,2017.0,https://openalex.org/W2964133280,44.0,0.6102667007664512,tfidf
SKG_DIA_22,Paper,Semi-Supervised Dialogue Policy Learning via Stochastic Reward Estimation,DIA,SKG,2020.0,https://openalex.org/W3034930293,18.0,0.803664092518585,tfidf
SKG_DIA_23,Paper,Evaluating and Enhancing the Robustness of Dialogue Systems A Case Study on a Negotiation Agent,DIA,SKG,2019.0,https://openalex.org/W2926587947,45.0,0.7292069289073864,tfidf
SKG_DIA_24,Paper,PyDial A Multi-domain Statistical Dialogue System Toolkit,DIA,SKG,2017.0,https://openalex.org/W2739936944,145.0,0.6644077164254824,tfidf
SKG_DIA_25,Paper,A Hierarchical Neural Model for Learning Sequences of Dialogue Acts,DIA,SKG,2017.0,https://openalex.org/W2741675028,32.0,0.7270365073814361,tfidf
SKG_DIA_27,Paper,Dialogue Natural Language Inference,DIA,SKG,2019.0,https://openalex.org/W2962989446,247.0,0.6555668806184701,tfidf
SKG_DIA_29,Paper,Will I Sound Like Me Improving Persona Consistency in Dialogues through Pragmatic Self-Consciousness,DIA,SKG,2020.0,https://openalex.org/W3106007100,44.0,0.593755546980419,tfidf
SKG_DIA_30,Paper,Entity-Consistent End-to-end Task-Oriented Dialogue System with KB Retriever,DIA,SKG,2019.0,https://openalex.org/W2970260827,57.0,0.6738683384237258,tfidf
SKG_DIA_31,Paper,Evaluating Persuasion Strategies and Deep Reinforcement Learning methods for Negotiation Dialogue agents,DIA,SKG,2017.0,https://openalex.org/W2607380417,36.0,0.5518534461922147,tfidf
SKG_DIA_32,Paper,Using Paraphrasing and Memory-Augmented Models to Combat Data Sparsity in Question Interpretation with a Virtual Patient Dialogue System,DIA,SKG,2018.0,https://openalex.org/W2807186566,14.0,0.6689872467723184,tfidf
SKG_DIA_34,Paper,Global-Locally Self-Attentive Encoder for Dialogue State Tracking,DIA,SKG,2018.0,https://openalex.org/W2798367796,233.0,0.5926724039897975,tfidf
SKG_DIA_35,Paper,Dialogue Generation on Infrequent Sentence Functions via Structured Meta-Learning,DIA,SKG,2020.0,https://openalex.org/W3098314733,3.0,0.6429688057261126,tfidf
SKG_DIA_36,Paper,DyKgChat Benchmarking Dialogue Generation Grounding on Dynamic Knowledge Graphs,DIA,SKG,2019.0,https://openalex.org/W2971236040,76.0,0.6413986680452918,tfidf
SKG_DIA_39,Paper,Data Manipulation Towards Effective Instance Learning for Neural Dialogue Generation via Learning to Augment and Reweight,DIA,SKG,2020.0,https://openalex.org/W3035282664,57.0,0.7937083148748882,tfidf
SKG_DIA_40,Paper,Wikification of Concept Mentions within Spoken Dialogues Using Domain Constraints from Wikipedia,DIA,SKG,2015.0,https://openalex.org/W2252199413,3.0,0.6735581755638123,semantic
SKG_DIA_41,Paper,The World is Not Binary Learning to Rank with Grayscale Data for Dialogue Response Selection,DIA,SKG,2020.0,https://openalex.org/W3098379431,32.0,0.7011314197438333,tfidf
SKG_DIA_42,Paper,Designing Precise and Robust Dialogue Response Evaluators,DIA,SKG,2020.0,https://openalex.org/W3034950505,41.0,0.6799378391130763,tfidf
SKG_DIA_44,Paper,Dialogue-Act Prediction of Future Responses Based on Conversation History,DIA,SKG,2019.0,https://openalex.org/W2952100657,16.0,0.6444237703042851,tfidf
SKG_DIA_45,Paper,A Contextual Hierarchical Attention Network with Adaptive Objective for Dialogue State Tracking,DIA,SKG,2020.0,https://openalex.org/W3035633461,58.0,0.6721754956391328,tfidf
SKG_DIA_46,Paper,Spectral Analysis of Information Density in Dialogue Predicts Collaborative Task Performance,DIA,SKG,2017.0,https://openalex.org/W2740135329,9.0,0.586067978556655,tfidf
SKG_DIA_47,Paper,Understanding Linguistic Accommodation in Code-Switched Human-Machine Dialogues,DIA,SKG,2020.0,https://openalex.org/W3100584004,6.0,0.5002776536626459,tfidf
SKG_DIA_49,Paper,Learning an Unreferenced Metric for Online Dialogue Evaluation,DIA,SKG,2020.0,https://openalex.org/W3022592851,9.0,0.6967054876114674,tfidf
SKG_DIA_50,Paper,What do Entity-Centric Models Learn Insights from Entity Linking in Multi-Party Dialogue,DIA,SKG,2019.0,https://openalex.org/W2945614092,6.0,0.5396786166956691,tfidf
SKG_DIA_51,Paper,Modeling Multi-Action Policy for Task-Oriented Dialogues,DIA,SKG,2019.0,https://openalex.org/W2970866659,8.0,0.7389428969615986,tfidf
SKG_DIA_53,Paper,MedDialog Large-scale Medical Dialogue Datasets,DIA,SKG,2020.0,https://openalex.org/W3101223450,152.0,0.5983238872648988,tfidf
SKG_DIA_54,Paper,How Time Matters Learning Time-Decay Attention for Contextual Spoken Language Understanding in Dialogues,DIA,SKG,2018.0,https://openalex.org/W2804780446,53.0,0.8240173169706201,tfidf
SKG_DIA_55,Paper,A Visually-grounded First-person Dialogue Dataset with Verbal and Non-verbal Responses,DIA,SKG,2020.0,https://openalex.org/W3102260352,7.0,0.5090736402320768,tfidf
SKG_DIA_57,Paper,On-line Dialogue Policy Learning with Companion Teaching,DIA,SKG,2017.0,https://openalex.org/W2740191615,17.0,0.6496906495440367,tfidf
SKG_DIA_58,Paper,Dialogue Learning with Human Teaching and Feedback in End-to-End Trainable Task-Oriented Dialogue Systems,DIA,SKG,2018.0,https://openalex.org/W2963567240,150.0,0.7316553682756994,tfidf
SKG_DIA_60,Paper,Guided Dialogue Policy Learning without Adversarial Learning in the Loop,DIA,SKG,2020.0,https://openalex.org/W3105184920,20.0,0.825898493799011,tfidf
SKG_DIA_61,Paper,Meta-Reinforced Multi-Domain State Generator for Dialogue Systems,DIA,SKG,2020.0,https://openalex.org/W3034956542,30.0,0.6888719165261297,tfidf
SKG_DIA_62,Paper,Observing Dialogue in Therapy Categorizing and Forecasting Behavioral Codes,DIA,SKG,2019.0,https://openalex.org/W2964331476,39.0,0.6271544236139227,tfidf
SKG_DIA_64,Paper,“I Object!” Modeling Latent Pragmatic Effects in Courtroom Dialogues,DIA,SKG,2014.0,https://openalex.org/W2250353434,8.0,0.5858917778808621,tfidf
SKG_DIA_65,Paper,Pretrained Language Models for Dialogue Generation with Multiple Input Sources,DIA,SKG,2020.0,https://openalex.org/W3101068439,21.0,0.7544248691441682,tfidf
SKG_DIA_66,Paper,ReCoSa Detecting the Relevant Contexts with Self-Attention for Multi-turn Dialogue Generation,DIA,SKG,2019.0,https://openalex.org/W2962896208,126.0,0.6085538152387721,tfidf
SKG_DIA_68,Paper,Modeling Dialogue Acts with Content Word Filtering and Speaker Preferences,DIA,SKG,2017.0,https://openalex.org/W2756640946,9.0,0.5858919572254147,tfidf
SKG_DIA_69,Paper,Modeling Long Context for Task-Oriented Dialogue State Generation,DIA,SKG,2020.0,https://openalex.org/W3035194816,22.0,0.5684201665926266,tfidf
SKG_DIA_70,Paper,Dialogue Coherence Assessment Without Explicit Dialogue Act Labels,DIA,SKG,2020.0,https://openalex.org/W3033475175,2.0,0.7222377587967228,tfidf
SKG_DIA_72,Paper,GRADE Automatic Graph-Enhanced Coherence Metric for Evaluating Open-Domain Dialogue Systems,DIA,SKG,2020.0,https://openalex.org/W3105218667,70.0,0.8214504687282148,tfidf
SKG_DIA_73,Paper,PLATO Pre-trained Dialogue Generation Model with Discrete Latent Variable,DIA,SKG,2020.0,https://openalex.org/W3035451444,227.0,0.5731285545273922,tfidf
SKG_DIA_75,Paper,AttnIO Knowledge Graph Exploration with In-and-Out Attention Flow for Knowledge-Grounded Dialogue,DIA,SKG,2020.0,https://openalex.org/W3105732730,33.0,0.7450099762125576,tfidf
SKG_DIA_76,Paper,Improving Open-Domain Dialogue Systems via Multi-Turn Incomplete Utterance Restoration,DIA,SKG,2019.0,https://openalex.org/W2970960706,53.0,0.5278628631036955,tfidf
SKG_DIA_77,Paper,Discriminative Deep Dyna-Q Robust Planning for Dialogue Policy Learning,DIA,SKG,2018.0,https://openalex.org/W2889186204,74.0,0.7686768707549191,tfidf
SKG_DIA_78,Paper,Joint Modeling of Content and Discourse Relations in Dialogues,DIA,SKG,2017.0,https://openalex.org/W2963983466,24.0,0.6102363083429662,tfidf
SKG_DIA_84,Paper,"Hello, It’s GPT-2 - How Can I Help You Towards the Use of Pretrained Language Models for Task-Oriented Dialogue Systems",DIA,SKG,2019.0,https://openalex.org/W2956901422,37.0,0.5048114343151029,tfidf
SKG_DIA_86,Paper,Hidden Softmax Sequence Model for Dialogue Structure Analysis,DIA,SKG,2016.0,https://openalex.org/W2508101854,4.0,0.654619571756429,tfidf
SKG_DIA_87,Paper,Natural Language Generation for Spoken Dialogue System using RNN Encoder-Decoder Networks,DIA,SKG,2017.0,https://openalex.org/W2620635248,19.0,0.5534132820689786,tfidf
SKG_DIA_88,Paper,"ConvLab-2 An Open-Source Toolkit for Building, Evaluating, and Diagnosing Dialogue Systems",DIA,SKG,2020.0,https://openalex.org/W3037879762,67.0,0.7639333909839918,tfidf
SKG_DIA_89,Paper,Dual Latent Variable Model for Low-Resource Natural Language Generation in Dialogue Systems,DIA,SKG,2018.0,https://openalex.org/W2898790713,14.0,0.7798914062007833,tfidf
SKG_DIA_90,Paper,Constrained Decoding for Neural NLG from Compositional Representations in Task-Oriented Dialogue,DIA,SKG,2019.0,https://openalex.org/W2949413855,74.0,0.5308035247021695,tfidf
SKG_DIA_96,Paper,A Practical Dialogue-Act-Driven Conversation Model for Multi-Turn Response Selection,DIA,SKG,2019.0,https://openalex.org/W2970688662,12.0,0.7438503692932397,tfidf
SKG_DIA_97,Paper,Semantic Role Labeling Guided Multi-turn Dialogue ReWriter,DIA,SKG,2020.0,https://openalex.org/W3098694757,21.0,0.7429529843932399,tfidf
SKG_DIA_98,Paper,GraphDialog Integrating Graph Knowledge into End-to-End Task-Oriented Dialogue Systems,DIA,SKG,2020.0,https://openalex.org/W3102521862,46.0,0.6437885473509894,tfidf
SKG_DIA_99,Paper,Parallel Interactive Networks for Multi-Domain Dialogue State Generation,DIA,SKG,2020.0,https://openalex.org/W3099088459,21.0,0.5846018907289021,tfidf
SKG_DIA_101,Paper,Template Guided Text Generation for Task-Oriented Dialogue,DIA,SKG,2020.0,https://openalex.org/W3100995786,56.0,0.6340207614710242,tfidf
SKG_DIA_102,Paper,TOD-BERT Pre-trained Natural Language Understanding for Task-Oriented Dialogue,DIA,SKG,2020.0,https://openalex.org/W3100110884,207.0,0.8120945971168112,tfidf
SKG_DIA_103,Paper,Diverse and Informative Dialogue Generation with Context-Specific Commonsense Knowledge Awareness,DIA,SKG,2020.0,https://openalex.org/W3035356453,103.0,0.7736241884612035,tfidf
SKG_DIA_104,Paper,Importance-Driven Turn-Bidding for Spoken Dialogue Systems,DIA,SKG,2010.0,https://openalex.org/W2104300420,29.0,0.6053981499999261,tfidf
SKG_DIA_105,Paper,GCDST A Graph-based and Copy-augmented Multi-domain Dialogue State Tracking,DIA,SKG,2020.0,https://openalex.org/W3101131512,11.0,0.758326212350225,tfidf
SKG_DIA_106,Paper,Representing Movie Characters in Dialogues,DIA,SKG,2019.0,https://openalex.org/W2984342455,12.0,0.6426149321150039,tfidf
SKG_DIA_107,Paper,Probing Task-Oriented Dialogue Representation from Language Models,DIA,SKG,2020.0,https://openalex.org/W3100532709,20.0,0.6962182360003007,tfidf
SKG_DIA_108,Paper,Composite Task-Completion Dialogue Policy Learning via Hierarchical Deep Reinforcement Learning,DIA,SKG,2017.0,https://openalex.org/W3104546989,153.0,0.7243526940447833,tfidf
SKG_DIA_109,Paper,Sequence-to-Sequence Generation for Spoken Dialogue via Deep Syntax Trees and Strings,DIA,SKG,2016.0,https://openalex.org/W2429300145,60.0,0.6044625336289727,tfidf
SKG_DIA_111,Paper,Implicit Discourse Relation Identification for Open-domain Dialogues,DIA,SKG,2019.0,https://openalex.org/W2964226791,15.0,0.6174394087104038,tfidf
SKG_DIA_112,Paper,Task-Completion Dialogue Policy Learning via Monte Carlo Tree Search with Dueling Network,DIA,SKG,2020.0,https://openalex.org/W3099605929,10.0,0.7584863543073724,tfidf
SKG_DIA_113,Paper,DialogueGCN A Graph Convolutional Neural Network for Emotion Recognition in Conversation,DIA,SKG,2019.0,https://openalex.org/W2971222961,62.0,0.6205371208707665,tfidf
SKG_DIA_115,Paper,Group-wise Contrastive Learning for Neural Dialogue Generation,DIA,SKG,2020.0,https://openalex.org/W3100955355,30.0,0.5805633700810408,tfidf
SKG_DIA_116,Paper,Multi-turn Response Selection using Dialogue Dependency Relations,DIA,SKG,2020.0,https://openalex.org/W3101471490,31.0,0.6368760688168497,tfidf
SKG_DIA_119,Paper,Actor-Double-Critic Incorporating Model-Based Critic for Task-Oriented Dialogue Systems,DIA,SKG,2020.0,https://openalex.org/W3103837004,6.0,0.7456592772679315,tfidf
SKG_DIA_120,Paper,Knowledge Diffusion for Neural Dialogue Generation,DIA,SKG,2018.0,https://openalex.org/W2799176105,181.0,0.60017409274465,tfidf
SKG_DIA_123,Paper,Goal-Embedded Dual Hierarchical Model for Task-Oriented Dialogue Generation,DIA,SKG,2019.0,https://openalex.org/W4288104350,1.0,0.7376705524518684,tfidf
SKG_DIA_124,Paper,UniConv A Unified Conversational Neural Architecture for Multi-domain Task-oriented Dialogues,DIA,SKG,2020.0,https://openalex.org/W3101469874,30.0,0.6184706637959516,tfidf
SKG_DIA_126,Paper,KdConv A Chinese Multi-domain Dialogue Dataset Towards Multi-turn Knowledge-driven Conversation,DIA,SKG,2020.0,https://openalex.org/W3035148359,102.0,0.5977406369224059,tfidf
SKG_DIA_127,Paper,Improving Response Selection in Multi-Turn Dialogue Systems by Incorporating Domain Knowledge,DIA,SKG,2018.0,https://openalex.org/W2899035231,0.0,0.5943683490684779,tfidf
SKG_DIA_128,Paper,"Personalizing Dialogue Agents I have a dog, do you have pets too",DIA,SKG,2018.0,https://openalex.org/W2963825865,1157.0,0.6783367789408832,tfidf
