source,target,year
NOVEL_DIA_18,SKG_DIA_120,2021
NOVEL_DIA_18,SKG_DIA_0,2021
NOVEL_DIA_18,SKG_MT_574,2021
NOVEL_DIA_18,SKG_DIA_126,2021
NOVEL_DIA_18,SKG_DIA_317,2021
NOVEL_DIA_18,NOVEL_QA_86,2021
NOVEL_DIA_20,SKG_DIA_266,2021
NOVEL_DIA_20,SKG_DIA_186,2021
NOVEL_DIA_21,SKG_MT_83,2021
NOVEL_DIA_21,SKG_DIA_280,2021
NOVEL_DIA_21,SKG_SUM_202,2021
NOVEL_DIA_21,SKG_DIA_78,2021
NOVEL_DIA_21,SKG_DIA_188,2021
NOVEL_DIA_21,SKG_SUM_146,2021
NOVEL_DIA_21,SKG_SUM_10,2021
NOVEL_DIA_21,NOVEL_SUM_68,2021
NOVEL_DIA_21,NOVEL_SUM_37,2021
NOVEL_DIA_22,SKG_DIA_66,2021
NOVEL_DIA_22,SKG_DIA_128,2021
NOVEL_DIA_22,SKG_DIA_226,2021
NOVEL_DIA_23,SKG_DIA_166,2021
NOVEL_DIA_23,SKG_DIA_266,2021
NOVEL_DIA_23,SKG_DIA_186,2021
NOVEL_DIA_23,SKG_DIA_185,2021
NOVEL_DIA_24,SKG_DIA_109,2021
NOVEL_DIA_25,SKG_DIA_300,2021
NOVEL_DIA_25,SKG_DIA_24,2021
NOVEL_DIA_25,SKG_DIA_77,2021
NOVEL_DIA_25,SKG_DIA_234,2021
NOVEL_DIA_25,SKG_DIA_15,2021
NOVEL_DIA_25,SKG_DIA_58,2021
NOVEL_DIA_25,SKG_DIA_119,2021
NOVEL_DIA_26,SKG_SUM_161,2021
NOVEL_DIA_26,SKG_SUM_167,2021
NOVEL_DIA_26,SKG_SUM_79,2021
NOVEL_DIA_26,SKG_MT_173,2021
NOVEL_DIA_26,SKG_SUM_146,2021
NOVEL_DIA_26,SKG_SUM_184,2021
NOVEL_DIA_26,NOVEL_SUM_37,2021
NOVEL_DIA_28,SKG_DIA_166,2021
NOVEL_DIA_28,SKG_QA_224,2021
NOVEL_DIA_28,SKG_DIA_266,2021
NOVEL_DIA_28,SKG_DIA_102,2021
NOVEL_DIA_28,SKG_DIA_283,2021
NOVEL_DIA_28,NOVEL_DIA_59,2021
NOVEL_DIA_29,SKG_DIA_128,2021
NOVEL_DIA_29,SKG_DIA_165,2021
NOVEL_DIA_30,SKG_SUM_167,2021
NOVEL_DIA_30,SKG_SUM_79,2021
NOVEL_DIA_30,SKG_SUM_31,2021
NOVEL_DIA_30,NOVEL_SUM_54,2021
NOVEL_DIA_31,SKG_QA_341,2021
NOVEL_DIA_31,SKG_DIA_128,2021
NOVEL_DIA_31,SKG_QA_293,2021
NOVEL_DIA_31,SKG_DIA_2,2021
NOVEL_DIA_31,SKG_DIA_145,2021
NOVEL_DIA_33,SKG_DIA_191,2021
NOVEL_DIA_33,SKG_DIA_88,2021
NOVEL_DIA_33,SKG_DIA_60,2021
NOVEL_DIA_34,SKG_DIA_166,2021
NOVEL_DIA_34,SKG_QA_36,2021
NOVEL_DIA_34,SKG_DIA_128,2021
NOVEL_DIA_34,SKG_DIA_268,2021
NOVEL_DIA_35,SKG_MT_809,2021
NOVEL_DIA_35,SKG_DIA_284,2021
NOVEL_DIA_37,SKG_SA_131,2021
NOVEL_DIA_41,SKG_DIA_34,2021
NOVEL_DIA_41,SKG_DIA_266,2021
NOVEL_DIA_41,SKG_MT_51,2021
NOVEL_DIA_41,SKG_DIA_186,2021
NOVEL_DIA_41,SKG_MT_464,2021
NOVEL_DIA_41,SKG_DIA_191,2021
NOVEL_DIA_41,SKG_DIA_45,2021
NOVEL_DIA_41,SKG_DIA_105,2021
NOVEL_DIA_41,SKG_DIA_311,2021
NOVEL_DIA_42,SKG_DIA_128,2021
NOVEL_DIA_42,SKG_DIA_73,2021
NOVEL_DIA_43,SKG_SUM_152,2021
NOVEL_DIA_43,SKG_SUM_202,2021
NOVEL_DIA_43,SKG_SUM_79,2021
NOVEL_DIA_43,SKG_MT_173,2021
NOVEL_DIA_43,NOVEL_DIA_4,2021
NOVEL_DIA_43,SKG_SUM_119,2021
NOVEL_DIA_43,SKG_SUM_10,2021
NOVEL_DIA_43,NOVEL_SUM_72,2021
NOVEL_DIA_43,NOVEL_SUM_21,2021
NOVEL_DIA_44,SKG_DIA_266,2021
NOVEL_DIA_44,SKG_DIA_186,2021
NOVEL_DIA_44,SKG_DIA_102,2021
NOVEL_DIA_44,SKG_DIA_283,2021
NOVEL_DIA_45,SKG_DIA_90,2021
NOVEL_DIA_45,SKG_DIA_36,2021
NOVEL_DIA_45,SKG_QA_178,2021
NOVEL_DIA_49,SKG_DIA_24,2021
NOVEL_DIA_49,SKG_DIA_57,2021
NOVEL_DIA_49,SKG_DIA_303,2021
NOVEL_DIA_49,SKG_DIA_259,2021
NOVEL_DIA_49,SKG_DIA_77,2021
NOVEL_DIA_49,SKG_DIA_234,2021
NOVEL_DIA_49,SKG_DIA_306,2021
NOVEL_DIA_49,SKG_DIA_58,2021
NOVEL_DIA_49,SKG_DIA_16,2021
NOVEL_DIA_49,SKG_DIA_108,2021
NOVEL_DIA_50,SKG_DIA_166,2021
NOVEL_DIA_50,SKG_DIA_30,2021
NOVEL_DIA_50,SKG_DIA_98,2021
NOVEL_DIA_51,SKG_DIA_300,2021
NOVEL_DIA_51,SKG_DIA_128,2021
NOVEL_DIA_52,SKG_DIA_128,2021
NOVEL_DIA_52,SKG_DIA_188,2021
NOVEL_DIA_52,SKG_QA_373,2021
NOVEL_DIA_53,SKG_MT_809,2021
NOVEL_DIA_53,SKG_DIA_30,2021
NOVEL_DIA_53,SKG_DIA_164,2021
NOVEL_DIA_53,SKG_DIA_103,2021
NOVEL_DIA_53,SKG_DIA_232,2021
NOVEL_DIA_54,SKG_DIA_266,2021
NOVEL_DIA_54,SKG_DIA_186,2021
NOVEL_DIA_54,SKG_DIA_61,2021
NOVEL_DIA_54,SKG_DIA_191,2021
NOVEL_DIA_54,SKG_DIA_218,2021
NOVEL_DIA_54,SKG_DIA_45,2021
NOVEL_DIA_54,SKG_DIA_105,2021
NOVEL_DIA_56,SKG_SUM_146,2021
NOVEL_DIA_56,SKG_SUM_10,2021
NOVEL_DIA_59,SKG_DIA_266,2021
NOVEL_DIA_59,SKG_DIA_186,2021
NOVEL_DIA_59,SKG_DIA_102,2021
NOVEL_DIA_59,SKG_DIA_283,2021
NOVEL_DIA_63,SKG_DIA_128,2021
NOVEL_DIA_63,SKG_DIA_317,2021
NOVEL_DIA_63,SKG_DIA_145,2021
NOVEL_DIA_65,SKG_DIA_34,2021
NOVEL_DIA_65,SKG_DIA_166,2021
NOVEL_DIA_65,SKG_DIA_266,2021
NOVEL_DIA_65,SKG_DIA_285,2021
NOVEL_DIA_65,SKG_DIA_276,2021
NOVEL_DIA_65,SKG_DIA_186,2021
NOVEL_DIA_65,SKG_DIA_191,2021
NOVEL_DIA_65,SKG_DIA_218,2021
NOVEL_DIA_65,SKG_DIA_45,2021
NOVEL_DIA_66,SKG_DIA_227,2021
NOVEL_DIA_67,SKG_DIA_1,2021
NOVEL_DIA_67,SKG_DIA_128,2021
NOVEL_DIA_68,SKG_NLI_2,2021
NOVEL_DIA_69,SKG_DIA_166,2021
NOVEL_DIA_69,SKG_DIA_266,2021
NOVEL_DIA_69,SKG_DIA_285,2021
NOVEL_DIA_69,SKG_DIA_186,2021
NOVEL_DIA_69,SKG_PAR_213,2021
NOVEL_DIA_70,SKG_MT_519,2021
NOVEL_DIA_71,SKG_DIA_227,2021
NOVEL_DIA_71,SKG_DIA_30,2021
NOVEL_DIA_71,SKG_DIA_75,2021
SKG_DIA_0,SKG_DIA_256,2019
SKG_DIA_0,SKG_DIA_128,2019
SKG_DIA_2,SKG_DIA_235,2020
SKG_DIA_3,SKG_DIA_280,2020
SKG_DIA_3,SKG_DIA_139,2020
SKG_DIA_3,SKG_DIA_128,2020
SKG_DIA_7,SKG_DIA_166,2020
SKG_DIA_7,SKG_DIA_306,2020
SKG_DIA_8,SKG_DIA_300,2019
SKG_DIA_8,SKG_DIA_231,2019
SKG_DIA_8,SKG_SA_440,2019
SKG_DIA_10,SKG_SUM_202,2020
SKG_DIA_10,SKG_DIA_282,2020
SKG_DIA_10,SKG_SUM_167,2020
SKG_DIA_10,SKG_SUM_125,2020
SKG_DIA_10,SKG_SUM_79,2020
SKG_DIA_11,SKG_DIA_216,2020
SKG_DIA_11,SKG_DIA_66,2020
SKG_DIA_12,SKG_MT_809,2020
SKG_DIA_12,SKG_DIA_120,2020
SKG_DIA_14,SKG_DIA_128,2020
SKG_DIA_16,SKG_DIA_57,2020
SKG_DIA_16,SKG_DIA_303,2020
SKG_DIA_16,SKG_DIA_259,2020
SKG_DIA_16,SKG_DIA_306,2020
SKG_DIA_16,SKG_DIA_108,2020
SKG_DIA_17,SKG_MT_809,2020
SKG_DIA_17,SKG_DIA_216,2020
SKG_DIA_17,SKG_DIA_15,2020
SKG_DIA_18,SKG_DIA_1,2020
SKG_DIA_18,SKG_DIA_139,2020
SKG_DIA_18,SKG_DIA_310,2020
SKG_DIA_18,SKG_DIA_128,2020
SKG_DIA_21,SKG_DIA_310,2017
SKG_DIA_22,SKG_DIA_259,2020
SKG_DIA_22,SKG_DIA_234,2020
SKG_DIA_22,SKG_DIA_15,2020
SKG_DIA_23,SKG_MT_809,2019
SKG_DIA_23,SKG_DIA_306,2019
SKG_DIA_24,SKG_DIA_300,2017
SKG_DIA_24,SKG_DIA_267,2017
SKG_DIA_24,SKG_DIA_245,2017
SKG_DIA_24,SKG_DIA_15,2017
SKG_DIA_25,SKG_MT_809,2017
SKG_DIA_27,SKG_DIA_1,2019
SKG_DIA_27,SKG_DIA_128,2019
SKG_DIA_27,SKG_NLI_2,2019
SKG_DIA_29,SKG_MT_1135,2020
SKG_DIA_29,SKG_DIA_139,2020
SKG_DIA_29,SKG_DIA_27,2020
SKG_DIA_29,SKG_DIA_226,2020
SKG_DIA_29,SKG_DIA_18,2020
SKG_DIA_29,SKG_DIA_309,2020
SKG_DIA_30,SKG_MT_809,2019
SKG_DIA_30,SKG_DIA_306,2019
SKG_DIA_32,SKG_MT_382,2018
SKG_DIA_34,SKG_MT_809,2018
SKG_DIA_35,SKG_MT_809,2020
SKG_DIA_35,SKG_MT_777,2020
SKG_DIA_35,SKG_DIA_139,2020
SKG_DIA_35,SKG_DIA_128,2020
SKG_DIA_36,SKG_QA_71,2019
SKG_DIA_39,SKG_MT_1432,2020
SKG_DIA_39,SKG_DIA_120,2020
SKG_DIA_39,SKG_MT_83,2020
SKG_DIA_39,SKG_MT_721,2020
SKG_DIA_39,SKG_DIA_188,2020
SKG_DIA_41,SKG_DIA_149,2020
SKG_DIA_41,SKG_DIA_284,2020
SKG_DIA_41,SKG_DIA_150,2020
SKG_DIA_41,SKG_DIA_277,2020
SKG_DIA_45,SKG_DIA_34,2020
SKG_DIA_45,SKG_DIA_166,2020
SKG_DIA_45,SKG_DIA_271,2020
SKG_DIA_45,SKG_DIA_266,2020
SKG_DIA_45,SKG_DIA_282,2020
SKG_DIA_45,SKG_DIA_285,2020
SKG_DIA_45,SKG_DIA_276,2020
SKG_DIA_45,SKG_DIA_186,2020
SKG_DIA_49,SKG_DIA_307,2020
SKG_DIA_49,SKG_MT_83,2020
SKG_DIA_49,SKG_DIA_128,2020
SKG_DIA_49,SKG_NLI_2,2020
SKG_DIA_50,SKG_DIA_228,2019
SKG_DIA_51,SKG_DIA_166,2019
SKG_DIA_53,SKG_DIA_156,2020
SKG_DIA_54,SKG_DIA_306,2018
SKG_DIA_58,SKG_DIA_15,2018
SKG_DIA_58,SKG_DIA_306,2018
SKG_DIA_58,SKG_DIA_108,2018
SKG_DIA_60,SKG_DIA_259,2020
SKG_DIA_60,SKG_DIA_77,2020
SKG_DIA_60,SKG_DIA_15,2020
SKG_DIA_60,SKG_DIA_306,2020
SKG_DIA_60,SKG_DIA_108,2020
SKG_DIA_61,SKG_DIA_34,2020
SKG_DIA_61,SKG_MT_777,2020
SKG_DIA_61,SKG_DIA_266,2020
SKG_DIA_61,SKG_DIA_139,2020
SKG_DIA_61,SKG_DIA_285,2020
SKG_DIA_61,SKG_DIA_276,2020
SKG_DIA_62,SKG_QA_272,2019
SKG_DIA_64,SKG_SA_191,2014
SKG_DIA_65,SKG_DIA_128,2020
SKG_DIA_66,SKG_DIA_216,2019
SKG_DIA_66,SKG_DIA_310,2019
SKG_DIA_69,SKG_DIA_34,2020
SKG_DIA_69,SKG_DIA_266,2020
SKG_DIA_69,SKG_DIA_285,2020
SKG_DIA_69,SKG_DIA_276,2020
SKG_DIA_69,SKG_QA_186,2020
SKG_DIA_69,SKG_DIA_186,2020
SKG_DIA_73,SKG_DIA_238,2020
SKG_DIA_73,SKG_DIA_128,2020
SKG_DIA_75,SKG_DIA_120,2020
SKG_DIA_77,SKG_DIA_300,2018
SKG_DIA_77,SKG_DIA_306,2018
SKG_DIA_77,SKG_DIA_179,2018
SKG_DIA_77,SKG_DIA_108,2018
SKG_DIA_78,SKG_SUM_43,2017
SKG_DIA_84,SKG_DIA_300,2019
SKG_DIA_84,SKG_DIA_216,2019
SKG_DIA_84,SKG_DIA_166,2019
SKG_DIA_84,SKG_DIA_128,2019
SKG_DIA_86,SKG_DIA_211,2016
SKG_DIA_88,SKG_DIA_300,2020
SKG_DIA_88,SKG_DIA_24,2020
SKG_DIA_88,SKG_DIA_166,2020
SKG_DIA_88,SKG_DIA_266,2020
SKG_DIA_88,SKG_DIA_108,2020
SKG_DIA_89,SKG_DIA_300,2018
SKG_DIA_89,SKG_DIA_267,2018
SKG_DIA_89,SKG_MT_574,2018
SKG_DIA_90,SKG_DIA_300,2019
SKG_DIA_90,SKG_DIA_267,2019
SKG_DIA_90,SKG_DIA_109,2019
SKG_DIA_90,SKG_PAR_4,2019
SKG_DIA_97,SKG_DIA_76,2020
SKG_DIA_98,SKG_MT_809,2020
SKG_DIA_98,SKG_DIA_34,2020
SKG_DIA_98,SKG_DIA_259,2020
SKG_DIA_98,SKG_DIA_166,2020
SKG_DIA_98,SKG_DIA_77,2020
SKG_DIA_98,SKG_DIA_266,2020
SKG_DIA_98,SKG_DIA_22,2020
SKG_DIA_99,SKG_DIA_266,2020
SKG_DIA_99,SKG_DIA_285,2020
SKG_DIA_99,SKG_DIA_61,2020
SKG_DIA_101,SKG_DIA_300,2020
SKG_DIA_101,SKG_DIA_267,2020
SKG_DIA_101,SKG_DIA_109,2020
SKG_DIA_101,SKG_SUM_141,2020
SKG_DIA_101,SKG_DIA_257,2020
SKG_DIA_102,SKG_DIA_266,2020
SKG_DIA_102,SKG_DIA_8,2020
SKG_DIA_102,SKG_DIA_73,2020
SKG_DIA_103,SKG_MT_809,2020
SKG_DIA_103,SKG_DIA_120,2020
SKG_DIA_105,SKG_DIA_34,2020
SKG_DIA_105,SKG_DIA_166,2020
SKG_DIA_105,SKG_DIA_266,2020
SKG_DIA_105,SKG_DIA_285,2020
SKG_DIA_105,SKG_DIA_186,2020
SKG_DIA_106,SKG_QA_136,2019
SKG_DIA_107,SKG_DIA_156,2020
SKG_DIA_107,SKG_DIA_266,2020
SKG_DIA_107,SKG_DIA_73,2020
SKG_DIA_107,SKG_DIA_102,2020
SKG_DIA_107,SKG_DIA_283,2020
SKG_DIA_108,SKG_DIA_300,2017
SKG_DIA_108,SKG_DIA_267,2017
SKG_DIA_108,SKG_DIA_306,2017
SKG_DIA_111,SKG_SA_597,2019
SKG_DIA_112,SKG_DIA_137,2020
SKG_DIA_113,SKG_SA_131,2019
SKG_DIA_113,SKG_DIA_219,2019
SKG_DIA_115,SKG_DIA_216,2020
SKG_DIA_115,SKG_DIA_310,2020
SKG_DIA_115,SKG_DIA_128,2020
SKG_DIA_115,SKG_DIA_18,2020
SKG_DIA_116,SKG_DIA_1,2020
SKG_DIA_116,SKG_DIA_284,2020
SKG_DIA_116,SKG_DIA_276,2020
SKG_DIA_119,SKG_DIA_300,2020
SKG_DIA_119,SKG_DIA_24,2020
SKG_DIA_119,SKG_DIA_146,2020
SKG_DIA_119,SKG_DIA_77,2020
SKG_DIA_119,SKG_DIA_234,2020
SKG_DIA_119,SKG_DIA_15,2020
SKG_DIA_119,SKG_DIA_306,2020
SKG_DIA_119,SKG_DIA_58,2020
SKG_DIA_120,SKG_DIA_256,2018
SKG_DIA_120,SKG_DIA_306,2018
SKG_DIA_124,SKG_DIA_300,2020
SKG_DIA_124,SKG_DIA_34,2020
SKG_DIA_124,SKG_DIA_259,2020
SKG_DIA_124,SKG_DIA_166,2020
SKG_DIA_124,SKG_DIA_266,2020
SKG_DIA_124,SKG_DIA_153,2020
SKG_DIA_124,SKG_DIA_30,2020
SKG_DIA_124,SKG_DIA_276,2020
SKG_DIA_124,SKG_DIA_186,2020
SKG_DIA_124,SKG_DIA_108,2020
SKG_DIA_126,SKG_DIA_300,2020
SKG_DIA_126,SKG_DIA_120,2020
SKG_DIA_126,SKG_MT_777,2020
SKG_DIA_126,SKG_DIA_128,2020
SKG_DIA_126,SKG_DIA_36,2020
SKG_DIA_128,SKG_QA_341,2018
SKG_DIA_128,SKG_DIA_310,2018
SKG_DIA_137,SKG_DIA_216,2018
SKG_DIA_137,SKG_DIA_256,2018
SKG_DIA_137,SKG_DIA_31,2018
SKG_DIA_137,SKG_DIA_306,2018
SKG_DIA_137,SKG_DIA_310,2018
SKG_DIA_139,SKG_MT_777,2019
SKG_DIA_139,SKG_DIA_1,2019
SKG_DIA_139,SKG_DIA_27,2019
SKG_DIA_139,SKG_DIA_128,2019
SKG_DIA_141,SKG_MT_809,2018
SKG_DIA_141,SKG_DIA_216,2018
SKG_DIA_141,SKG_DIA_310,2018
SKG_DIA_141,SKG_SUM_54,2018
SKG_DIA_141,SKG_SUM_179,2018
SKG_DIA_143,SKG_DIA_128,2020
SKG_DIA_144,SKG_DIA_266,2020
SKG_DIA_144,SKG_DIA_285,2020
SKG_DIA_144,SKG_DIA_276,2020
SKG_DIA_144,SKG_DIA_61,2020
SKG_DIA_145,SKG_SA_553,2020
SKG_DIA_145,SKG_SUM_161,2020
SKG_DIA_145,SKG_DIA_66,2020
SKG_DIA_145,SKG_QA_243,2020
SKG_DIA_145,SKG_DIA_128,2020
SKG_DIA_145,SKG_DIA_36,2020
SKG_DIA_146,SKG_DIA_300,2017
SKG_DIA_146,SKG_DIA_267,2017
SKG_DIA_146,SKG_DIA_57,2017
SKG_DIA_146,SKG_DIA_15,2017
SKG_DIA_147,SKG_DIA_128,2019
SKG_DIA_149,SKG_DIA_128,2019
SKG_DIA_150,SKG_MT_809,2019
SKG_DIA_150,SKG_DIA_256,2019
SKG_DIA_150,SKG_SUM_167,2019
SKG_DIA_150,SKG_SA_488,2019
SKG_DIA_151,SKG_DIA_166,2020
SKG_DIA_151,SKG_DIA_147,2020
SKG_DIA_151,SKG_DIA_30,2020
SKG_DIA_151,SKG_DIA_61,2020
SKG_DIA_153,SKG_DIA_300,2016
SKG_DIA_153,SKG_DIA_267,2016
SKG_DIA_154,SKG_DIA_300,2020
SKG_DIA_154,SKG_DIA_266,2020
SKG_DIA_154,SKG_DIA_310,2020
SKG_DIA_154,SKG_MT_994,2020
SKG_DIA_154,SKG_MT_960,2020
SKG_DIA_156,SKG_DIA_108,2018
SKG_DIA_158,SKG_SA_293,2016
SKG_DIA_159,SKG_DIA_211,2020
SKG_DIA_160,SKG_MT_809,2018
SKG_DIA_160,SKG_DIA_300,2018
SKG_DIA_160,SKG_DIA_15,2018
SKG_DIA_164,SKG_MT_809,2019
SKG_DIA_164,SKG_DIA_0,2019
SKG_DIA_165,SKG_DIA_216,2020
SKG_DIA_165,SKG_DIA_280,2020
SKG_DIA_165,SKG_DIA_128,2020
SKG_DIA_166,SKG_MT_982,2018
SKG_DIA_166,SKG_DIA_306,2018
SKG_DIA_166,SKG_DIA_153,2018
SKG_DIA_167,SKG_DIA_25,2017
SKG_DIA_168,SKG_MT_809,2019
SKG_DIA_168,SKG_QA_272,2019
SKG_DIA_169,SKG_DIA_284,2020
SKG_DIA_169,SKG_DIA_27,2020
SKG_DIA_169,SKG_DIA_128,2020
SKG_DIA_169,SKG_DIA_76,2020
SKG_DIA_177,SKG_QA_182,2020
SKG_DIA_177,SKG_QA_136,2020
SKG_DIA_178,SKG_SA_495,2019
SKG_DIA_178,SKG_SA_549,2019
SKG_DIA_178,SKG_SA_602,2019
SKG_DIA_179,SKG_DIA_108,2018
SKG_DIA_180,SKG_QA_341,2020
SKG_DIA_182,SKG_DIA_209,2012
SKG_DIA_185,SKG_DIA_34,2020
SKG_DIA_185,SKG_DIA_266,2020
SKG_DIA_185,SKG_DIA_285,2020
SKG_DIA_186,SKG_DIA_34,2020
SKG_DIA_186,SKG_DIA_166,2020
SKG_DIA_186,SKG_DIA_266,2020
SKG_DIA_186,SKG_DIA_285,2020
SKG_DIA_186,SKG_DIA_276,2020
SKG_DIA_187,SKG_MT_809,2020
SKG_DIA_187,SKG_DIA_166,2020
SKG_DIA_187,SKG_DIA_153,2020
SKG_DIA_187,SKG_DIA_30,2020
SKG_DIA_188,SKG_MT_1355,2019
SKG_DIA_188,SKG_DIA_280,2019
SKG_DIA_191,SKG_DIA_34,2020
SKG_DIA_191,SKG_DIA_271,2020
SKG_DIA_191,SKG_DIA_266,2020
SKG_DIA_191,SKG_QA_341,2020
SKG_DIA_191,SKG_DIA_285,2020
SKG_DIA_193,SKG_DIA_202,2019
SKG_DIA_196,SKG_DIA_156,2019
SKG_DIA_197,SKG_DIA_156,2020
SKG_DIA_202,SKG_DIA_25,2019
SKG_DIA_202,SKG_DIA_193,2019
SKG_DIA_203,SKG_DIA_216,2019
SKG_DIA_203,SKG_DIA_238,2019
SKG_DIA_203,SKG_DIA_310,2019
SKG_DIA_203,SKG_NLI_2,2019
SKG_DIA_206,SKG_DIA_196,2020
SKG_DIA_214,SKG_DIA_259,2020
SKG_DIA_214,SKG_DIA_77,2020
SKG_DIA_214,SKG_DIA_15,2020
SKG_DIA_214,SKG_DIA_306,2020
SKG_DIA_214,SKG_DIA_108,2020
SKG_DIA_216,SKG_MT_809,2017
SKG_DIA_216,SKG_DIA_310,2017
SKG_DIA_216,SKG_MT_1219,2017
SKG_DIA_218,SKG_DIA_166,2020
SKG_DIA_218,SKG_DIA_266,2020
SKG_DIA_218,SKG_DIA_285,2020
SKG_DIA_218,SKG_DIA_276,2020
SKG_DIA_219,SKG_SA_385,2018
SKG_DIA_219,SKG_SA_131,2018
SKG_DIA_222,SKG_MT_809,2018
SKG_DIA_222,SKG_PAR_182,2018
SKG_DIA_222,SKG_QA_312,2018
SKG_DIA_225,SKG_MT_822,2019
SKG_DIA_225,SKG_MT_1369,2019
SKG_DIA_225,SKG_MT_655,2019
SKG_DIA_226,SKG_DIA_216,2020
SKG_DIA_226,SKG_DIA_27,2020
SKG_DIA_226,SKG_DIA_310,2020
SKG_DIA_226,SKG_DIA_150,2020
SKG_DIA_226,SKG_DIA_128,2020
SKG_DIA_226,SKG_DIA_164,2020
SKG_DIA_226,SKG_DIA_18,2020
SKG_DIA_227,SKG_DIA_166,2019
SKG_DIA_227,SKG_DIA_310,2019
SKG_DIA_227,SKG_DIA_153,2019
SKG_DIA_230,SKG_DIA_259,2020
SKG_DIA_230,SKG_DIA_166,2020
SKG_DIA_230,SKG_DIA_266,2020
SKG_DIA_230,SKG_DIA_225,2020
SKG_DIA_230,SKG_DIA_124,2020
SKG_DIA_232,SKG_MT_809,2020
SKG_DIA_232,SKG_DIA_150,2020
SKG_DIA_232,SKG_DIA_30,2020
SKG_DIA_232,SKG_DIA_103,2020
SKG_DIA_234,SKG_DIA_300,2019
SKG_DIA_234,SKG_DIA_146,2019
SKG_DIA_234,SKG_DIA_77,2019
SKG_DIA_234,SKG_DIA_306,2019
SKG_DIA_234,SKG_DIA_58,2019
SKG_DIA_235,SKG_MT_809,2017
SKG_DIA_236,SKG_DIA_27,2020
SKG_DIA_236,SKG_DIA_128,2020
SKG_DIA_237,SKG_MT_809,2020
SKG_DIA_237,SKG_DIA_141,2020
SKG_DIA_237,SKG_DIA_203,2020
SKG_DIA_237,SKG_DIA_0,2020
SKG_DIA_237,SKG_DIA_310,2020
SKG_DIA_237,SKG_DIA_128,2020
SKG_DIA_238,SKG_MT_809,2018
SKG_DIA_238,SKG_DIA_216,2018
SKG_DIA_238,SKG_DIA_310,2018
SKG_DIA_243,SKG_DIA_216,2018
SKG_DIA_243,SKG_DIA_310,2018
SKG_DIA_244,SKG_DIA_34,2020
SKG_DIA_244,SKG_DIA_266,2020
SKG_DIA_244,SKG_DIA_285,2020
SKG_DIA_248,SKG_QA_4,2020
SKG_DIA_254,SKG_DIA_27,2020
SKG_DIA_254,SKG_DIA_128,2020
SKG_DIA_254,SKG_DIA_226,2020
SKG_DIA_257,SKG_DIA_300,2019
SKG_DIA_257,SKG_DIA_267,2019
SKG_DIA_259,SKG_DIA_300,2018
SKG_DIA_259,SKG_DIA_15,2018
SKG_DIA_259,SKG_DIA_306,2018
SKG_DIA_259,SKG_DIA_108,2018
SKG_DIA_263,SKG_DIA_128,2020
SKG_DIA_264,SKG_DIA_216,2020
SKG_DIA_264,SKG_DIA_243,2020
SKG_DIA_264,SKG_DIA_66,2020
