source,target,predicate,year
SKG_DIA_0,E_4ff11707c5,has,2019.0
SKG_DIA_0,E_85799ff4e5,has,2019.0
SKG_DIA_0,E_9b9ad02089,has,2019.0
SKG_DIA_0,E_6ae8e62451,between,2019.0
SKG_DIA_0,E_a116c012e4,between,2019.0
SKG_DIA_0,E_fba99f718e,starts with,2019.0
SKG_DIA_0,E_4958b35164,starts with,2019.0
SKG_DIA_0,E_6ae8e62451,has,2019.0
SKG_DIA_0,E_fba99f718e,has,2019.0
SKG_DIA_0,E_a116c012e4,has,2019.0
SKG_DIA_0,E_fba99f718e,has,2019.0
SKG_DIA_0,E_85799ff4e5,to ensure,2019.0
SKG_DIA_0,E_6ae8e62451,to ensure,2019.0
SKG_DIA_0,E_01194e9a86,labeled by,2019.0
SKG_DIA_0,E_9fe3b6d85b,labeled by,2019.0
SKG_DIA_0,E_85799ff4e5,has,2019.0
SKG_DIA_0,E_01194e9a86,has,2019.0
SKG_DIA_0,E_d49b851093,with,2019.0
SKG_DIA_0,E_d5bddcc106,with,2019.0
SKG_DIA_0,E_d5bddcc106,such as,2019.0
SKG_DIA_0,E_cab58848ef,such as,2019.0
SKG_DIA_0,E_d5bddcc106,such as,2019.0
SKG_DIA_0,E_c1f5914f0a,such as,2019.0
SKG_DIA_0,E_d5bddcc106,such as,2019.0
SKG_DIA_0,E_c2faa53b08,such as,2019.0
SKG_DIA_0,E_7e2ccfa512,present,2019.0
SKG_DIA_0,E_c286b9545a,present,2019.0
SKG_DIA_0,E_7e2ccfa512,present,2019.0
SKG_DIA_0,E_aec3d58230,present,2019.0
SKG_DIA_0,E_c286b9545a,has,2019.0
SKG_DIA_0,E_aec3d58230,has,2019.0
SKG_DIA_0,E_20f35e630d,Towards,2019.0
SKG_DIA_0,E_7e2ccfa512,Towards,2019.0
SKG_DIA_0,E_20f35e630d,present,2019.0
SKG_DIA_0,E_c286b9545a,present,2019.0
SKG_DIA_0,E_dce31448f6,is,2019.0
SKG_DIA_0,E_0af3ce8354,is,2019.0
SKG_DIA_0,E_dce31448f6,"end-to-end ,",2019.0
SKG_DIA_0,E_0af3ce8354,"end-to-end ,",2019.0
SKG_DIA_0,E_7e21cc89a9,to,2019.0
SKG_DIA_0,E_94b311f133,to,2019.0
SKG_DIA_0,E_20f35e630d,has,2019.0
SKG_DIA_0,E_dce31448f6,has,2019.0
SKG_DIA_0,E_7c899632ce,discovered by,2019.0
SKG_DIA_0,E_1ab15c58c7,discovered by,2019.0
SKG_DIA_0,E_1ab15c58c7,to improve,2019.0
SKG_DIA_0,E_06eaeb413e,to improve,2019.0
SKG_DIA_0,E_45f996086d,has,2019.0
SKG_DIA_0,E_7c899632ce,has,2019.0
SKG_DIA_0,E_c286b9545a,has,2019.0
SKG_DIA_0,E_7cbb46fe23,has,2019.0
SKG_DIA_0,E_20f35e630d,has,2019.0
SKG_DIA_0,E_c286b9545a,has,2019.0
SKG_DIA_0,E_724a00e315,processing,2019.0
SKG_DIA_0,E_69378e1bf4,processing,2019.0
SKG_DIA_0,E_69378e1bf4,to help,2019.0
SKG_DIA_0,E_c286b9545a,to help,2019.0
SKG_DIA_0,E_c286b9545a,understand,2019.0
SKG_DIA_0,E_dfe5da3565,understand,2019.0
SKG_DIA_0,E_20f35e630d,has,2019.0
SKG_DIA_0,E_724a00e315,has,2019.0
SKG_DIA_0,E_3a6bdba8fb,uses,2019.0
SKG_DIA_0,E_bb3ccd5881,uses,2019.0
SKG_DIA_0,E_bb3ccd5881,to formulate,2019.0
SKG_DIA_0,E_5377b8c74c,to formulate,2019.0
SKG_DIA_0,E_20f35e630d,has,2019.0
SKG_DIA_0,E_3a6bdba8fb,has,2019.0
SKG_DIA_0,E_1a8ad3decc,captures,2019.0
SKG_DIA_0,E_9838bcd554,captures,2019.0
SKG_DIA_0,E_9838bcd554,for,2019.0
SKG_DIA_0,E_ecd741180c,for,2019.0
SKG_DIA_0,E_20f35e630d,design,2019.0
SKG_DIA_0,E_7637523e07,design,2019.0
SKG_DIA_0,E_d1fc8eaf36,makes,2019.0
SKG_DIA_0,E_f5743daa1b,makes,2019.0
SKG_DIA_0,E_724e205892,speci c to,2019.0
SKG_DIA_0,E_12385eec39,speci c to,2019.0
SKG_DIA_0,E_d1fc8eaf36,has,2019.0
SKG_DIA_0,E_724e205892,has,2019.0
SKG_DIA_0,E_f5743daa1b,has,2019.0
SKG_DIA_0,E_724e205892,has,2019.0
SKG_DIA_0,E_e64c313202,inconsistent with,2019.0
SKG_DIA_0,E_b4ef240845,inconsistent with,2019.0
SKG_DIA_0,E_e64c313202,inconsistent with,2019.0
SKG_DIA_0,E_74409f763e,inconsistent with,2019.0
SKG_DIA_0,E_74409f763e,has,2019.0
SKG_DIA_0,E_b0ff0745de,has,2019.0
SKG_DIA_0,E_53e61336bb,say,2019.0
SKG_DIA_0,E_e64c313202,say,2019.0
SKG_DIA_0,E_53e61336bb,has,2019.0
SKG_DIA_0,E_11565c43b7,has,2019.0
SKG_DIA_0,E_090193c0e9,is,2019.0
SKG_DIA_0,E_58da31bf86,is,2019.0
SKG_DIA_0,E_58da31bf86,to,2019.0
SKG_DIA_0,E_ab3de8f476,to,2019.0
SKG_DIA_0,E_aa58588162,than,2019.0
SKG_DIA_0,E_12a032ce91,than,2019.0
SKG_DIA_0,E_c286b9545a,conduct,2019.0
SKG_DIA_0,E_59a2e7f36a,conduct,2019.0
SKG_DIA_0,E_a6e1594699,than,2019.0
SKG_DIA_0,E_06474d2c34,than,2019.0
SKG_DIA_0,E_53e61336bb,show,2019.0
SKG_DIA_0,E_c286b9545a,show,2019.0
SKG_DIA_0,E_fa5f5cae6a,propose for,2019.0
SKG_DIA_0,E_9d9d559955,propose for,2019.0
SKG_DIA_0,E_fa5f5cae6a,called,2019.0
SKG_DIA_0,E_1a8ad3decc,called,2019.0
SKG_DIA_0,E_1a8ad3decc,captures,2019.0
SKG_DIA_0,E_9838bcd554,captures,2019.0
SKG_DIA_0,E_9838bcd554,for,2019.0
SKG_DIA_0,E_fda5842514,for,2019.0
SKG_DIA_0,E_53e61336bb,has,2019.0
SKG_DIA_0,E_f867a4fdb0,has,2019.0
SKG_DIA_0,E_53e61336bb,demonstrate,2019.0
SKG_DIA_0,E_06eaeb413e,demonstrate,2019.0
SKG_DIA_0,E_180885ecd2,has,2019.0
SKG_DIA_0,E_787a1bdfbc,has,2019.0
SKG_DIA_0,E_180885ecd2,has,2019.0
SKG_DIA_0,E_c286b9545a,has,2019.0
SKG_DIA_0,E_c286b9545a,has,2019.0
SKG_DIA_0,E_53e61336bb,Compared to,2019.0
SKG_DIA_0,E_180885ecd2,Compared to,2019.0
SKG_DIA_0,E_53e61336bb,has,2019.0
SKG_DIA_0,E_7637523e07,has,2019.0
SKG_DIA_0,E_0f20cd73d9,rated as,2019.0
SKG_DIA_0,E_17a6cf20f0,rated as,2019.0
SKG_DIA_0,E_a9e44f57bd,has,2019.0
SKG_DIA_0,E_0ea12e8bd2,has,2019.0
SKG_DIA_0,E_e84afaab83,used in,2019.0
SKG_DIA_0,E_5069f5b631,used in,2019.0
SKG_DIA_0,E_53e61336bb,has,2019.0
SKG_DIA_0,E_e84afaab83,has,2019.0
SKG_DIA_0,E_ed03fea1aa,ca n't get enough of,2019.0
SKG_DIA_0,E_f445e0417d,marked as,2019.0
SKG_DIA_0,E_50f5e9df7f,ca n't get enough of,2019.0
SKG_DIA_0,E_ed03fea1aa,ca n't get enough of,2019.0
SKG_DIA_0,E_50f5e9df7f,marked as,2019.0
SKG_DIA_0,E_f445e0417d,marked as,2019.0
SKG_DIA_0,E_ed03fea1aa,marked as,2019.0
SKG_DIA_0,E_f445e0417d,marked as,2019.0
SKG_DIA_0,E_50f5e9df7f,has,2019.0
SKG_DIA_0,E_f445e0417d,has,2019.0
SKG_DIA_0,E_b7f27f6800,of,2019.0
SKG_DIA_0,E_00f2b1ead3,of,2019.0
SKG_DIA_0,E_b7f27f6800,is,2019.0
SKG_DIA_0,E_8b9088d353,is,2019.0
SKG_DIA_0,E_8452a89602,is,2019.0
SKG_DIA_0,E_8b9088d353,is,2019.0
SKG_DIA_0,E_8b9088d353,has,2019.0
SKG_DIA_0,E_53e61336bb,has,2019.0
SKG_DIA_0,E_b7f27f6800,has,2019.0
SKG_DIA_0,E_c286b9545a,does,2019.0
SKG_DIA_0,E_bdbebaae67,does,2019.0
SKG_DIA_0,E_bdbebaae67,than,2019.0
SKG_DIA_0,E_06474d2c34,than,2019.0
SKG_DIA_0,E_06474d2c34,by,2019.0
SKG_DIA_0,E_c36cc7d56d,by,2019.0
SKG_DIA_0,E_c36cc7d56d,in terms of,2019.0
SKG_DIA_0,E_6a623845b5,in terms of,2019.0
SKG_DIA_0,E_53e61336bb,demonstrate,2019.0
SKG_DIA_0,E_c286b9545a,demonstrate,2019.0
SKG_DIA_0,E_53e61336bb,discover,2019.0
SKG_DIA_0,E_06eaeb413e,discover,2019.0
SKG_DIA_0,E_53e61336bb,lower,2019.0
SKG_DIA_0,E_06eaeb413e,lower,2019.0
SKG_DIA_0,E_53e61336bb,lower,2019.0
SKG_DIA_0,E_06eaeb413e,lower,2019.0
SKG_DIA_0,E_07e9cab9ae,compared with,2019.0
SKG_DIA_0,E_cbf07d0fe0,compared with,2019.0
SKG_DIA_0,E_07e9cab9ae,compared with,2019.0
SKG_DIA_0,E_37b6900be7,compared with,2019.0
SKG_DIA_0,E_53e61336bb,has,2019.0
SKG_DIA_0,E_07e9cab9ae,has,2019.0
SKG_DIA_0,E_e75cf97da9,referred to as,2019.0
SKG_DIA_0,E_6f64fd0bbd,referred to as,2019.0
SKG_DIA_0,E_e75cf97da9,achieves,2019.0
SKG_DIA_0,E_06eaeb413e,achieves,2019.0
SKG_DIA_0,E_e75cf97da9,translates to,2019.0
SKG_DIA_0,E_0221cdbe2a,translates to,2019.0
SKG_DIA_0,E_06eaeb413e,of,2019.0
SKG_DIA_0,E_0221cdbe2a,of,2019.0
SKG_DIA_0,E_53e61336bb,has,2019.0
SKG_DIA_0,E_e75cf97da9,has,2019.0
SKG_DIA_0,E_6a623845b5,achieved by,2019.0
SKG_DIA_0,E_bfffbebc9d,achieved by,2019.0
SKG_DIA_0,E_6a623845b5,of,2019.0
SKG_DIA_0,E_0221cdbe2a,of,2019.0
SKG_DIA_0,E_056029c2a5,achieved by,2019.0
SKG_DIA_0,E_6a623845b5,has,2019.0
SKG_DIA_0,E_0221cdbe2a,has,2019.0
SKG_DIA_0,E_bfffbebc9d,has,2019.0
SKG_DIA_0,E_0221cdbe2a,has,2019.0
SKG_DIA_0,E_53e61336bb,Compared to,2019.0
SKG_DIA_0,E_6a623845b5,Compared to,2019.0
SKG_DIA_0,E_4def0e278d,improvements in,2019.0
SKG_DIA_0,E_24b2d85eaf,improvements in,2019.0
SKG_DIA_0,E_9c9420928b,associated with,2019.0
SKG_DIA_0,E_04fdd11d03,associated with,2019.0
SKG_DIA_0,E_04fdd11d03,has,2019.0
SKG_DIA_0,E_9d5e9ccab6,has,2019.0
SKG_DIA_0,E_53e61336bb,evaluating,2019.0
SKG_DIA_0,E_9c9420928b,evaluating,2019.0
SKG_DIA_1,E_fb7ff272df,generate,2018.0
SKG_DIA_1,E_0ad424c92b,generate,2018.0
SKG_DIA_1,E_7b5c448ce3,has,2018.0
SKG_DIA_1,E_639bae9ac6,has,2018.0
SKG_DIA_1,E_c445cbfe55,has,2018.0
SKG_DIA_1,E_c85cec8c25,from,2018.0
SKG_DIA_1,E_05c35aa57f,from,2018.0
SKG_DIA_1,E_aa4f02a94c,crafted,2018.0
SKG_DIA_1,E_4b9785d1d8,crafted,2018.0
SKG_DIA_1,E_b575844c21,has,2018.0
SKG_DIA_1,E_aa4f02a94c,has,2018.0
SKG_DIA_1,E_1a5820b408,with,2018.0
SKG_DIA_1,E_293b970116,with,2018.0
SKG_DIA_1,E_1a5820b408,with,2018.0
SKG_DIA_1,E_293b970116,with,2018.0
SKG_DIA_1,E_1a5820b408,with,2018.0
SKG_DIA_1,E_293b970116,with,2018.0
SKG_DIA_1,E_293b970116,between,2018.0
SKG_DIA_1,E_89759e1284,between,2018.0
SKG_DIA_1,E_293b970116,between,2018.0
SKG_DIA_1,E_4813991bf5,between,2018.0
SKG_DIA_1,E_293b970116,between,2018.0
SKG_DIA_1,E_4813991bf5,between,2018.0
SKG_DIA_1,E_89759e1284,for,2018.0
SKG_DIA_1,E_07f443f7aa,for,2018.0
SKG_DIA_1,E_89759e1284,for,2018.0
SKG_DIA_1,E_ce258fe0ec,for,2018.0
SKG_DIA_1,E_89759e1284,for,2018.0
SKG_DIA_1,E_ce258fe0ec,for,2018.0
SKG_DIA_1,E_3080a111a2,with,2018.0
SKG_DIA_1,E_293b970116,with,2018.0
SKG_DIA_1,E_293b970116,between,2018.0
SKG_DIA_1,E_4813991bf5,between,2018.0
SKG_DIA_1,E_d04983a332,contains,2018.0
SKG_DIA_1,E_1855d26fcd,contains,2018.0
SKG_DIA_1,E_1855d26fcd,for,2018.0
SKG_DIA_1,E_ce258fe0ec,for,2018.0
SKG_DIA_1,E_4cd2ae1ec6,include,2018.0
SKG_DIA_1,E_f58d07442d,include,2018.0
SKG_DIA_1,E_4cd2ae1ec6,include,2018.0
SKG_DIA_1,E_1a4325bd53,include,2018.0
SKG_DIA_1,E_b575844c21,has,2018.0
SKG_DIA_1,E_4cd2ae1ec6,has,2018.0
SKG_DIA_1,E_7316de2727,by modeling,2018.0
SKG_DIA_1,E_fc048f2cb7,by modeling,2018.0
SKG_DIA_1,E_8fb56d9c45,in,2018.0
SKG_DIA_1,E_12323b1523,in,2018.0
SKG_DIA_1,E_c455af4e9c,has,2018.0
SKG_DIA_1,E_4dcdb03e8f,has,2018.0
SKG_DIA_1,E_1896519770,generate,2018.0
SKG_DIA_1,E_e4128a54df,generate,2018.0
SKG_DIA_1,E_6f6fe297ef,for,2018.0
SKG_DIA_1,E_c185ddac8b,for,2018.0
SKG_DIA_1,E_a653055885,constrained to,2018.0
SKG_DIA_1,E_b20f5cc9c0,constrained to,2018.0
SKG_DIA_1,E_fa48c7d544,is,2018.0
SKG_DIA_1,E_d304ba20e9,is,2018.0
SKG_DIA_1,E_aeef517a5c,called,2018.0
SKG_DIA_1,E_5ac3ba8046,called,2018.0
SKG_DIA_1,E_20f35e630d,has,2018.0
SKG_DIA_1,E_fa48c7d544,has,2018.0
SKG_DIA_1,E_a5d04c6f5a,trained,2018.0
SKG_DIA_1,E_aa957be301,trained,2018.0
SKG_DIA_1,E_a5d04c6f5a,plugged in,2018.0
SKG_DIA_1,E_a455b431c1,plugged in,2018.0
SKG_DIA_1,E_20f35e630d,has,2018.0
SKG_DIA_1,E_a5d04c6f5a,has,2018.0
SKG_DIA_1,E_4c8a1510ef,including,2018.0
SKG_DIA_1,E_32707275e5,including,2018.0
SKG_DIA_1,E_4c8a1510ef,including,2018.0
SKG_DIA_1,E_09610f79db,including,2018.0
SKG_DIA_1,E_4c8a1510ef,including,2018.0
SKG_DIA_1,E_bc81f2e9b5,including,2018.0
SKG_DIA_1,E_4c8a1510ef,including,2018.0
SKG_DIA_1,E_7bde2048cd,including,2018.0
SKG_DIA_1,E_78e6221f63,of,2018.0
SKG_DIA_1,E_96f44244fd,of,2018.0
SKG_DIA_1,E_96f44244fd,together with,2018.0
SKG_DIA_1,E_1273c3b823,together with,2018.0
SKG_DIA_1,E_20f35e630d,maps,2018.0
SKG_DIA_1,E_78e6221f63,maps,2018.0
SKG_DIA_1,E_9508d01293,projected into,2018.0
SKG_DIA_1,E_acd828bd37,projected into,2018.0
SKG_DIA_1,E_20f35e630d,has,2018.0
SKG_DIA_1,E_9508d01293,has,2018.0
SKG_DIA_1,E_1e9b75430a,projecting,2018.0
SKG_DIA_1,E_cd4dd45910,projecting,2018.0
SKG_DIA_1,E_cd4dd45910,into,2018.0
SKG_DIA_1,E_52a4394d52,into,2018.0
SKG_DIA_1,E_d1fc8eaf36,closest to,2018.0
SKG_DIA_1,E_5c9ff1aae5,closest to,2018.0
SKG_DIA_1,E_20f35e630d,has,2018.0
SKG_DIA_1,E_1e9b75430a,has,2018.0
SKG_DIA_1,E_97b212a7d7,by combining,2018.0
SKG_DIA_1,E_b1f964d519,by combining,2018.0
SKG_DIA_1,E_97b212a7d7,taking,2018.0
SKG_DIA_1,E_65b0e2883c,taking,2018.0
SKG_DIA_1,E_b1f964d519,of,2018.0
SKG_DIA_1,E_10b3bbed74,of,2018.0
SKG_DIA_1,E_b1f964d519,summing,2018.0
SKG_DIA_1,E_b1f964d519,summing,2018.0
SKG_DIA_1,E_b1f964d519,taking,2018.0
SKG_DIA_1,E_65b0e2883c,taking,2018.0
SKG_DIA_1,E_20f35e630d,created,2018.0
SKG_DIA_1,E_97b212a7d7,created,2018.0
SKG_DIA_1,E_e281d49ca0,together with,2018.0
SKG_DIA_1,E_3443193ef6,together with,2018.0
SKG_DIA_1,E_e281d49ca0,given as,2018.0
SKG_DIA_1,E_a8aff967e1,given as,2018.0
SKG_DIA_1,E_a8aff967e1,to,2018.0
SKG_DIA_1,E_f94e67bbd6,to,2018.0
SKG_DIA_1,E_f94e67bbd6,to classify,2018.0
SKG_DIA_1,E_79571d6ce4,to classify,2018.0
SKG_DIA_1,E_20f35e630d,has,2018.0
SKG_DIA_1,E_e281d49ca0,has,2018.0
SKG_DIA_1,E_7e1211c63c,given,2018.0
SKG_DIA_1,E_8ae556a888,given,2018.0
SKG_DIA_1,E_8ae556a888,to,2018.0
SKG_DIA_1,E_fc4d19ee22,to,2018.0
SKG_DIA_1,E_fc4d19ee22,plus,2018.0
SKG_DIA_1,E_faa6e8a9a3,plus,2018.0
SKG_DIA_1,E_faa6e8a9a3,from,2018.0
SKG_DIA_1,E_3f3b694623,from,2018.0
SKG_DIA_1,E_20f35e630d,framed as,2018.0
SKG_DIA_1,E_7e1211c63c,framed as,2018.0
SKG_DIA_1,E_faea2dcbd9,same as,2018.0
SKG_DIA_1,E_cd69b4957f,same as,2018.0
SKG_DIA_1,E_cd69b4957f,used in,2018.0
SKG_DIA_1,E_59bd14aa2c,used in,2018.0
SKG_DIA_1,E_cd69b4957f,extracted from,2018.0
SKG_DIA_1,E_a43c1b0aa5,extracted from,2018.0
SKG_DIA_1,E_4a58d03efc,refers to,2018.0
SKG_DIA_1,E_5789df91f2,refers to,2018.0
SKG_DIA_1,E_5789df91f2,xed for,2018.0
SKG_DIA_1,E_433b048718,xed for,2018.0
SKG_DIA_1,E_20f35e630d,has,2018.0
SKG_DIA_1,E_faea2dcbd9,has,2018.0
SKG_DIA_1,E_893b56e3cf,with,2018.0
SKG_DIA_1,E_fdb766adca,with,2018.0
SKG_DIA_1,E_53e61336bb,has,2018.0
SKG_DIA_1,E_893b56e3cf,has,2018.0
SKG_DIA_1,E_53e61336bb,has,2018.0
SKG_DIA_1,E_989ff68ca1,has,2018.0
SKG_DIA_1,E_53e61336bb,As,2018.0
SKG_DIA_1,E_848a828993,As,2018.0
SKG_DIA_1,E_18501ecb60,tend to be,2018.0
SKG_DIA_1,E_cf62f67bba,tend to be,2018.0
SKG_DIA_1,E_53e61336bb,has,2018.0
SKG_DIA_1,E_18501ecb60,has,2018.0
SKG_DIA_1,E_53e61336bb,choosing,2018.0
SKG_DIA_1,E_efd125d030,choosing,2018.0
SKG_DIA_1,E_582e215061,generate,2018.0
SKG_DIA_1,E_69e506e974,generate,2018.0
SKG_DIA_1,E_f9a9e6db8a,handle,2018.0
SKG_DIA_1,E_4b354f756e,handle,2018.0
SKG_DIA_1,E_53e61336bb,has,2018.0
SKG_DIA_1,E_f9a9e6db8a,has,2018.0
SKG_DIA_1,E_8c7b4c5d3c,from,2018.0
SKG_DIA_1,E_6dad9d3b74,from,2018.0
SKG_DIA_1,E_53e61336bb,take advantage of,2018.0
SKG_DIA_1,E_8c7b4c5d3c,take advantage of,2018.0
SKG_DIA_1,E_25a9ac406a,from,2018.0
SKG_DIA_1,E_a34b12829e,from,2018.0
SKG_DIA_1,E_25a9ac406a,to bootstrap,2018.0
SKG_DIA_1,E_45029c9e5d,to bootstrap,2018.0
SKG_DIA_1,E_84a0f3455d,has,2018.0
SKG_DIA_1,E_25a9ac406a,has,2018.0
SKG_DIA_1,E_53e61336bb,building,2018.0
SKG_DIA_1,E_e622de29b9,building,2018.0
SKG_DIA_1,E_6d61fcbbfc,by leveraging,2018.0
SKG_DIA_1,E_c5c383e4cc,by leveraging,2018.0
SKG_DIA_1,E_c5c383e4cc,able to,2018.0
SKG_DIA_1,E_33c0478b99,able to,2018.0
SKG_DIA_1,E_c05f6c2335,on,2018.0
SKG_DIA_1,E_c5b8b6bf6d,on,2018.0
SKG_DIA_1,E_33c0478b99,has,2018.0
SKG_DIA_1,E_c05f6c2335,has,2018.0
SKG_DIA_1,E_53e61336bb,has,2018.0
SKG_DIA_1,E_6d61fcbbfc,has,2018.0
SKG_DIA_1,E_fabcaa9787,to exhibit,2018.0
SKG_DIA_1,E_1d3a23a943,to exhibit,2018.0
SKG_DIA_2,E_4328ade470,chosen as,2020.0
SKG_DIA_2,E_418c5509e2,chosen as,2020.0
SKG_DIA_2,E_3ac340832f,has,2020.0
SKG_DIA_2,E_05d6b981ca,has,2020.0
SKG_DIA_2,E_2f30a774b6,using,2020.0
SKG_DIA_2,E_3799b057ee,using,2020.0
SKG_DIA_2,E_4328ade470,chosen as,2020.0
SKG_DIA_2,E_418c5509e2,chosen as,2020.0
SKG_DIA_2,E_3ac340832f,has,2020.0
SKG_DIA_2,E_05d6b981ca,has,2020.0
SKG_DIA_2,E_2f30a774b6,using,2020.0
SKG_DIA_2,E_3799b057ee,using,2020.0
SKG_DIA_2,E_6f205e849d,for,2020.0
SKG_DIA_2,E_78805a221a,for,2020.0
SKG_DIA_2,E_b575844c21,has,2020.0
SKG_DIA_2,E_3658ff877f,has,2020.0
SKG_DIA_2,E_c6b7ed918a,affect,2020.0
SKG_DIA_2,E_9ff472352e,affect,2020.0
SKG_DIA_2,E_d25007f323,create,2020.0
SKG_DIA_2,E_b178e87f18,create,2020.0
SKG_DIA_2,E_d25007f323,on,2020.0
SKG_DIA_2,E_b178e87f18,on,2020.0
SKG_DIA_2,E_d25007f323,role of,2020.0
SKG_DIA_2,E_66207865e5,role of,2020.0
SKG_DIA_2,E_b178e87f18,role of,2020.0
SKG_DIA_2,E_66207865e5,role of,2020.0
SKG_DIA_2,E_12fde26013,ask,2020.0
SKG_DIA_2,E_d25007f323,create,2020.0
SKG_DIA_2,E_b178e87f18,create,2020.0
SKG_DIA_2,E_d25007f323,on,2020.0
SKG_DIA_2,E_b178e87f18,on,2020.0
SKG_DIA_2,E_d25007f323,role of,2020.0
SKG_DIA_2,E_66207865e5,role of,2020.0
SKG_DIA_2,E_b178e87f18,role of,2020.0
SKG_DIA_2,E_66207865e5,role of,2020.0
SKG_DIA_2,E_12fde26013,ask,2020.0
SKG_DIA_2,E_c6b7ed918a,affect,2020.0
SKG_DIA_2,E_9ff472352e,affect,2020.0
SKG_DIA_2,E_0456454f03,is,2020.0
SKG_DIA_2,E_1673ff6194,is,2020.0
SKG_DIA_2,E_0456454f03,is,2020.0
SKG_DIA_2,E_1673ff6194,is,2020.0
SKG_DIA_2,E_1673ff6194,after,2020.0
SKG_DIA_2,E_1673ff6194,after,2020.0
SKG_DIA_2,E_478669c7fa,after,2020.0
SKG_DIA_2,E_1673ff6194,after,2020.0
