paper_id,year,semantic_novelty,structural_novelty,triple_count,cited_by_count,reference_count
SKG_SA_40,2013,0.0770902633666992,0.8947368421052632,57.0,11,10
SKG_SA_48,2013,0.0773366093635559,0.902439024390244,41.0,95,38
SKG_MT_885,2013,0.0496657490730285,0.8108108108108109,37.0,3,20
SKG_MT_891,2013,0.0591989755630493,0.75,72.0,32,28
SKG_SA_111,2013,0.0671339035034179,0.9013157894736842,152.0,76,37
SKG_DIA_220,2013,0.0882413983345031,0.7647058823529411,68.0,2,11
SKG_MT_973,2013,0.0658546686172485,0.8347826086956521,115.0,2,31
SKG_SA_526,2013,0.0750875473022461,0.8629032258064516,124.0,12,25
SKG_MT_591,2013,0.0638059377670288,0.7619047619047619,84.0,31,21
SKG_MT_705,2013,0.0623989105224609,0.7572815533980582,103.0,56,30
SKG_MT_706,2013,0.0622562170028686,0.8117647058823529,85.0,21,25
SKG_SA_4,2013,0.138334572315216,0.1612903225806451,155.0,6646,42
SKG_SA_191,2013,0.0660991668701171,0.8470588235294118,85.0,28,23
SKG_MT_1225,2013,0.0777950286865234,0.8333333333333334,24.0,6,16
SKG_MT_77,2013,0.0503341555595397,0.7596153846153846,104.0,35,24
SKG_MT_79,2013,0.0576595067977905,0.8396946564885496,131.0,1332,18
SKG_SA_229,2013,0.0836838483810424,0.8478260869565217,92.0,3,19
SKG_MT_225,2013,0.050409972667694,0.6944444444444444,108.0,5,38
SKG_PAR_139,2013,0.0836753845214843,0.8153846153846154,65.0,2,28
SKG_MT_1090,2013,0.051250159740448,0.8571428571428571,182.0,258,27
SKG_MT_481,2013,0.0585057139396667,0.7898550724637681,138.0,9,18
SKG_MT_869,2013,0.0666476488113403,0.9117647058823528,68.0,2,11
SKG_MT_22,2013,0.0637068748474121,0.0,98.0,20,27
SKG_MT_1386,2013,0.0659810900688171,0.8202247191011236,178.0,11,11
SKG_MT_44,2013,0.0494143366813659,0.7228915662650602,83.0,20,38
SKG_PAR_20,2013,0.0732218623161315,0.7848101265822784,79.0,15,16
SKG_MT_371,2013,0.0621539950370788,0.851063829787234,141.0,44,27
SKG_MT_372,2013,0.0560678243637084,0.7560975609756098,82.0,4,40
SKG_MT_375,2013,0.062117576599121,0.7837837837837838,37.0,12,14
SKG_MT_376,2013,0.0649442672729492,0.8591549295774648,213.0,5,40
SKG_QA_84,2013,0.0788391232490539,0.95,20.0,4,32
SKG_QA_3,2013,0.0707069635391235,0.9041095890410958,73.0,3,5
SKG_QA_12,2013,0.0637068748474121,0.7925925925925926,135.0,20,27
SKG_QA_20,2013,0.0533161163330078,0.8607594936708861,79.0,228,48
SKG_PAR_204,2013,0.0625197291374206,0.8409090909090909,88.0,24,17
SKG_MT_1461,2013,0.0694279670715332,1.0,4.0,41,12
SKG_QA_424,2013,0.0745407342910766,0.8125,80.0,78,29
SKG_QA_385,2013,0.0561976432800293,0.8080808080808081,99.0,7,19
SKG_MT_14,2013,0.0582032203674316,0.8507462686567164,67.0,11,19
SKG_MT_21,2013,0.0601296424865722,0.7939698492462312,199.0,56,44
SKG_MT_500,2013,0.0590839385986328,0.7058823529411765,51.0,26,34
SKG_MT_829,2013,0.0694684982299804,0.8205128205128205,39.0,5,15
SKG_MT_845,2013,0.0722476840019226,0.8378378378378378,111.0,9,23
SKG_MT_515,2013,0.0782873034477233,0.8258064516129032,155.0,106,30
SKG_SA_318,2013,0.0876327753067016,0.7764705882352941,85.0,40,19
SKG_SA_296,2013,0.0679494142532348,0.8985507246376812,69.0,241,51
SKG_SA_306,2013,0.0858787298202514,0.8279569892473119,93.0,189,61
SKG_MT_94,2013,0.070731520652771,0.9,50.0,9,34
SKG_MT_100,2013,0.0543239712715148,0.8214285714285714,56.0,112,24
SKG_QA_193,2013,0.0944059491157531,0.9230769230769232,13.0,13,9
SKG_MT_305,2013,0.0538732409477233,0.746268656716418,67.0,36,39
SKG_MT_314,2013,0.0832945704460144,0.8607594936708861,79.0,8,28
SKG_MT_1036,2013,0.0649906992912292,0.9041095890410958,73.0,540,42
SKG_QA_334,2013,0.0775561332702636,0.859375,64.0,35,30
SKG_MT_332,2013,0.087393581867218,0.8409090909090909,44.0,17,20
SKG_MT_337,2013,0.051585853099823,0.7906976744186046,129.0,18,33
SKG_MT_1048,2013,0.0683621168136596,0.8955223880597015,134.0,20,19
SKG_MT_1324,2013,0.0623590350151062,0.8352941176470589,85.0,17,20
SKG_MT_1326,2013,0.0606371164321899,0.8066298342541437,181.0,15,14
SKG_MT_1244,2013,0.0553803443908691,0.8169014084507042,71.0,4,19
SKG_MT_1248,2013,0.0559104681015014,0.8125,112.0,22,31
SKG_SA_557,2013,0.0778031349182128,0.7213114754098361,61.0,11,10
SKG_SA_577,2013,0.0773422122001648,0.6666666666666666,33.0,5,17
SKG_PAR_52,2013,0.1113425493240356,0.7142857142857143,35.0,25,22
SKG_PAR_53,2013,0.0766507983207702,0.8588235294117647,85.0,6,12
SKG_PAR_56,2013,0.0613958239555358,0.8431372549019608,51.0,4,34
SKG_MT_1169,2013,0.0582101941108703,0.7837837837837838,74.0,60,37
SKG_MT_824,2013,0.0700372457504272,0.8918918918918919,37.0,15,38
SKG_MT_91,2013,0.0840538144111633,0.8452380952380952,84.0,6,17
SKG_MT_1429,2013,0.0795974731445312,0.7619047619047619,126.0,37,33
SKG_MT_1437,2013,0.0708019137382507,0.8333333333333334,12.0,8,17
SKG_MT_641,2013,0.083307921886444,0.8636363636363636,22.0,7,28
SKG_MT_572,2013,0.0644489526748657,0.8478260869565217,46.0,10,32
SKG_MT_178,2013,0.061663806438446,0.6612903225806451,62.0,22,23
SKG_MT_180,2013,0.0646462440490722,0.7672955974842768,159.0,42,28
SKG_MT_150,2013,0.0579093694686889,0.7339449541284404,109.0,45,29
SKG_MT_200,2013,0.0571721792221069,0.8516129032258064,155.0,67,32
SKG_SA_469,2013,0.0711332559585571,0.875,16.0,5,12
SKG_SA_484,2013,0.0649579763412475,0.8421052631578947,38.0,37,20
SKG_MT_681,2013,0.0610958337783813,0.7883211678832117,137.0,7,38
SKG_SUM_193,2013,0.0597634315490722,0.7523809523809524,105.0,91,27
SKG_MT_680,2014,0.0665388107299804,0.8727272727272727,55.0,5,29
SKG_MT_676,2014,0.0594769716262817,0.6666666666666666,12.0,0,16
SKG_SUM_43,2014,0.0709081888198852,0.8544303797468354,158.0,52,30
SKG_SUM_40,2014,0.0724385976791381,0.75,40.0,67,23
SKG_SA_618,2014,0.070077896118164,0.782608695652174,23.0,2,9
SKG_MT_710,2014,0.053827166557312,0.7837837837837838,74.0,15,16
SKG_SA_449,2014,0.0621055364608764,0.8601398601398601,143.0,2,13
SKG_SA_460,2014,0.089263916015625,0.8,15.0,615,23
SKG_MT_1441,2014,0.0889720916748046,0.9615384615384616,26.0,44,8
SKG_MT_317,2014,0.0704705119132995,0.8564593301435407,209.0,15,35
SKG_MT_319,2014,0.0463773012161254,0.7321428571428571,56.0,1,28
SKG_MT_1046,2014,0.0613244175910949,0.6415094339622641,106.0,12,30
SKG_MT_1053,2014,0.0621425509452819,0.8333333333333334,54.0,85,17
SKG_MT_331,2014,0.0530333518981933,0.7419354838709677,62.0,27,27
SKG_MT_1030,2014,0.060555100440979,0.6666666666666666,60.0,8,29
SKG_MT_359,2014,0.0706025958061218,0.8269230769230769,52.0,4,12
SKG_PAR_185,2014,0.0628767013549804,0.8461538461538461,91.0,423,21
SKG_PAR_212,2014,0.0831755399703979,0.847457627118644,59.0,44,25
SKG_MT_1403,2014,0.0601515769958496,0.8203883495145631,206.0,5,19
SKG_MT_1367,2014,0.06927090883255,0.797979797979798,99.0,63,28
SKG_MT_1474,2014,0.0560185313224792,0.8015873015873016,126.0,119,52
SKG_QA_404,2014,0.0628765225410461,0.0,91.0,423,21
SKG_MT_1009,2014,0.0543004870414733,0.8571428571428571,70.0,73,29
SKG_SA_530,2014,0.0583051443099975,0.7887323943661971,71.0,91,14
SKG_MT_586,2014,0.0496074557304382,0.8115183246073299,191.0,6,19
SKG_MT_590,2014,0.0629604458808898,0.74,100.0,10,49
SKG_MT_598,2014,0.0627809762954711,0.8461538461538461,104.0,1,32
SKG_MT_394,2014,0.0558559298515319,0.7627118644067796,59.0,9,24
SKG_MT_1316,2014,0.1085594296455383,0.8285714285714286,105.0,28,30
SKG_MT_169,2014,0.0569565892219543,0.8548387096774194,62.0,133,25
SKG_MT_1206,2014,0.0731030702590942,0.8,10.0,24,12
SKG_MT_1213,2014,0.0613003969192504,0.8148148148148148,81.0,36,30
SKG_PAR_113,2014,0.0687101483345031,0.6470588235294118,17.0,11,13
SKG_MT_1060,2014,0.0487126111984252,0.8076923076923077,26.0,34,21
SKG_DIA_298,2014,0.0919538736343383,0.8928571428571429,28.0,32,44
SKG_MT_913,2014,0.0644471049308776,0.7913043478260869,115.0,39,20
SKG_MT_931,2014,0.0576207041740417,0.8526315789473684,95.0,89,37
SKG_SA_36,2014,0.0725958943367004,0.7643979057591623,191.0,1167,59
SKG_SA_52,2014,0.0747504234313964,0.7016129032258065,124.0,125,13
SKG_DIA_211,2014,0.0670639276504516,0.8452380952380952,84.0,56,40
SKG_SA_224,2014,0.0675317049026489,0.7777777777777778,27.0,6,12
SKG_MT_1252,2014,0.0760400891304016,0.7272727272727273,22.0,39,21
SKG_MT_1253,2014,0.0588706731796264,0.8333333333333334,48.0,123,34
SKG_MT_1347,2014,0.0980587005615234,0.8245614035087719,228.0,489,29
SKG_SA_118,2014,0.0726470947265625,0.7674418604651163,43.0,79,25
SKG_MT_1120,2014,0.0626149177551269,0.8235294117647058,153.0,6,30
SKG_MT_1127,2014,0.0803414583206176,0.9090909090909092,11.0,66,15
SKG_MT_252,2014,0.1460102200508117,0.8055555555555556,72.0,18,63
SKG_MT_265,2014,0.0601812601089477,0.7395833333333334,96.0,24,45
SKG_MT_266,2014,0.0445075035095214,0.7547169811320755,106.0,25,35
SKG_MT_1096,2014,0.0670751333236694,0.826530612244898,98.0,19,38
SKG_SA_246,2014,0.0589035153388977,0.8387096774193549,93.0,30,24
SKG_MT_476,2014,0.0661535263061523,0.826530612244898,98.0,5,13
SKG_MT_487,2014,0.0634600520133972,0.7692307692307693,26.0,56,12
SKG_MT_868,2014,0.0630325078964233,0.89937106918239,159.0,162,23
SKG_SA_260,2014,0.0795390009880065,0.7931034482758621,116.0,703,21
SKG_MT_836,2014,0.056467056274414,0.5945945945945946,74.0,9,14
SKG_MT_840,2014,0.0609906315803527,0.7857142857142857,42.0,21,31
SKG_MT_530,2014,0.069567322731018,1.0,4.0,3,13
SKG_SA_278,2014,0.0632451176643371,0.6470588235294118,17.0,9,22
SKG_MT_790,2014,0.0782586336135864,0.8235294117647058,102.0,11,40
