source,target,year
SKG_DIA_12,SKG_DIA_120,2020.0
SKG_DIA_14,SKG_DIA_128,2020.0
SKG_DIA_16,SKG_DIA_57,2020.0
SKG_DIA_16,SKG_DIA_303,2020.0
SKG_DIA_16,SKG_DIA_259,2020.0
SKG_DIA_16,SKG_DIA_306,2020.0
SKG_DIA_16,SKG_DIA_108,2020.0
SKG_DIA_17,SKG_DIA_216,2020.0
SKG_DIA_17,SKG_DIA_15,2020.0
SKG_DIA_18,SKG_DIA_1,2020.0
SKG_DIA_18,SKG_DIA_139,2020.0
SKG_DIA_18,SKG_DIA_310,2020.0
SKG_DIA_18,SKG_DIA_128,2020.0
SKG_DIA_21,SKG_DIA_310,2017.0
SKG_DIA_22,SKG_DIA_259,2020.0
SKG_DIA_22,SKG_DIA_234,2020.0
SKG_DIA_22,SKG_DIA_15,2020.0
SKG_DIA_23,SKG_DIA_306,2019.0
SKG_DIA_24,SKG_DIA_300,2017.0
SKG_DIA_24,SKG_DIA_267,2017.0
SKG_DIA_24,SKG_DIA_245,2017.0
SKG_DIA_24,SKG_DIA_15,2017.0
SKG_DIA_27,SKG_DIA_1,2019.0
SKG_DIA_27,SKG_DIA_128,2019.0
SKG_DIA_29,SKG_DIA_139,2020.0
SKG_DIA_29,SKG_DIA_27,2020.0
SKG_DIA_29,SKG_DIA_226,2020.0
SKG_DIA_29,SKG_DIA_18,2020.0
SKG_DIA_29,SKG_DIA_309,2020.0
SKG_DIA_30,SKG_DIA_306,2019.0
SKG_DIA_35,SKG_DIA_139,2020.0
SKG_DIA_35,SKG_DIA_128,2020.0
SKG_DIA_39,SKG_DIA_120,2020.0
SKG_DIA_39,SKG_DIA_188,2020.0
SKG_DIA_41,SKG_DIA_149,2020.0
SKG_DIA_41,SKG_DIA_284,2020.0
SKG_DIA_41,SKG_DIA_150,2020.0
SKG_DIA_41,SKG_DIA_277,2020.0
SKG_DIA_45,SKG_DIA_34,2020.0
SKG_DIA_45,SKG_DIA_166,2020.0
SKG_DIA_45,SKG_DIA_271,2020.0
SKG_DIA_45,SKG_DIA_266,2020.0
SKG_DIA_45,SKG_DIA_282,2020.0
SKG_DIA_45,SKG_DIA_285,2020.0
SKG_DIA_45,SKG_DIA_276,2020.0
SKG_DIA_45,SKG_DIA_186,2020.0
SKG_DIA_49,SKG_DIA_307,2020.0
SKG_DIA_49,SKG_DIA_128,2020.0
SKG_DIA_50,SKG_DIA_228,2019.0
SKG_DIA_51,SKG_DIA_166,2019.0
SKG_DIA_53,SKG_DIA_156,2020.0
SKG_DIA_54,SKG_DIA_306,2018.0
SKG_DIA_58,SKG_DIA_15,2018.0
SKG_DIA_58,SKG_DIA_306,2018.0
SKG_DIA_58,SKG_DIA_108,2018.0
SKG_DIA_60,SKG_DIA_259,2020.0
SKG_DIA_60,SKG_DIA_77,2020.0
SKG_DIA_60,SKG_DIA_15,2020.0
SKG_DIA_60,SKG_DIA_306,2020.0
SKG_DIA_60,SKG_DIA_108,2020.0
SKG_DIA_61,SKG_DIA_34,2020.0
SKG_DIA_61,SKG_DIA_266,2020.0
SKG_DIA_61,SKG_DIA_139,2020.0
SKG_DIA_61,SKG_DIA_285,2020.0
SKG_DIA_61,SKG_DIA_276,2020.0
SKG_DIA_65,SKG_DIA_128,2020.0
SKG_DIA_66,SKG_DIA_216,2019.0
SKG_DIA_66,SKG_DIA_310,2019.0
SKG_DIA_69,SKG_DIA_34,2020.0
SKG_DIA_69,SKG_DIA_266,2020.0
SKG_DIA_69,SKG_DIA_285,2020.0
SKG_DIA_69,SKG_DIA_276,2020.0
SKG_DIA_69,SKG_DIA_186,2020.0
SKG_DIA_73,SKG_DIA_238,2020.0
SKG_DIA_73,SKG_DIA_128,2020.0
SKG_DIA_75,SKG_DIA_120,2020.0
SKG_DIA_77,SKG_DIA_300,2018.0
SKG_DIA_77,SKG_DIA_306,2018.0
SKG_DIA_77,SKG_DIA_179,2018.0
SKG_DIA_77,SKG_DIA_108,2018.0
SKG_DIA_84,SKG_DIA_300,2019.0
SKG_DIA_84,SKG_DIA_216,2019.0
SKG_DIA_84,SKG_DIA_166,2019.0
SKG_DIA_84,SKG_DIA_128,2019.0
SKG_DIA_86,SKG_DIA_211,2016.0
SKG_DIA_88,SKG_DIA_300,2020.0
SKG_DIA_88,SKG_DIA_24,2020.0
SKG_DIA_88,SKG_DIA_166,2020.0
SKG_DIA_88,SKG_DIA_266,2020.0
SKG_DIA_88,SKG_DIA_108,2020.0
SKG_DIA_89,SKG_DIA_300,2018.0
SKG_DIA_89,SKG_DIA_267,2018.0
SKG_DIA_90,SKG_DIA_300,2019.0
SKG_DIA_90,SKG_DIA_267,2019.0
SKG_DIA_90,SKG_DIA_109,2019.0
SKG_DIA_97,SKG_DIA_76,2020.0
SKG_DIA_98,SKG_DIA_34,2020.0
SKG_DIA_98,SKG_DIA_259,2020.0
SKG_DIA_98,SKG_DIA_166,2020.0
SKG_DIA_98,SKG_DIA_77,2020.0
SKG_DIA_98,SKG_DIA_266,2020.0
SKG_DIA_98,SKG_DIA_22,2020.0
SKG_DIA_99,SKG_DIA_266,2020.0
SKG_DIA_99,SKG_DIA_285,2020.0
SKG_DIA_99,SKG_DIA_61,2020.0
SKG_DIA_101,SKG_DIA_300,2020.0
SKG_DIA_101,SKG_DIA_267,2020.0
SKG_DIA_101,SKG_DIA_109,2020.0
SKG_DIA_101,SKG_DIA_257,2020.0
SKG_DIA_102,SKG_DIA_266,2020.0
SKG_DIA_102,SKG_DIA_8,2020.0
SKG_DIA_102,SKG_DIA_73,2020.0
SKG_DIA_103,SKG_DIA_120,2020.0
SKG_DIA_105,SKG_DIA_34,2020.0
SKG_DIA_105,SKG_DIA_166,2020.0
SKG_DIA_105,SKG_DIA_266,2020.0
SKG_DIA_105,SKG_DIA_285,2020.0
SKG_DIA_105,SKG_DIA_186,2020.0
SKG_DIA_107,SKG_DIA_156,2020.0
SKG_DIA_107,SKG_DIA_266,2020.0
SKG_DIA_107,SKG_DIA_73,2020.0
SKG_DIA_107,SKG_DIA_102,2020.0
SKG_DIA_107,SKG_DIA_283,2020.0
SKG_DIA_108,SKG_DIA_300,2017.0
SKG_DIA_108,SKG_DIA_267,2017.0
SKG_DIA_108,SKG_DIA_306,2017.0
SKG_DIA_112,SKG_DIA_137,2020.0
SKG_DIA_113,SKG_DIA_219,2019.0
SKG_DIA_115,SKG_DIA_216,2020.0
SKG_DIA_115,SKG_DIA_310,2020.0
SKG_DIA_115,SKG_DIA_128,2020.0
SKG_DIA_115,SKG_DIA_18,2020.0
SKG_DIA_116,SKG_DIA_1,2020.0
SKG_DIA_116,SKG_DIA_284,2020.0
SKG_DIA_116,SKG_DIA_276,2020.0
SKG_DIA_119,SKG_DIA_300,2020.0
SKG_DIA_119,SKG_DIA_24,2020.0
SKG_DIA_119,SKG_DIA_146,2020.0
SKG_DIA_119,SKG_DIA_77,2020.0
SKG_DIA_119,SKG_DIA_234,2020.0
SKG_DIA_119,SKG_DIA_15,2020.0
SKG_DIA_119,SKG_DIA_306,2020.0
SKG_DIA_119,SKG_DIA_58,2020.0
SKG_DIA_120,SKG_DIA_256,2018.0
SKG_DIA_120,SKG_DIA_306,2018.0
SKG_DIA_124,SKG_DIA_300,2020.0
SKG_DIA_124,SKG_DIA_34,2020.0
SKG_DIA_124,SKG_DIA_259,2020.0
SKG_DIA_124,SKG_DIA_166,2020.0
SKG_DIA_124,SKG_DIA_266,2020.0
SKG_DIA_124,SKG_DIA_153,2020.0
SKG_DIA_124,SKG_DIA_30,2020.0
SKG_DIA_124,SKG_DIA_276,2020.0
SKG_DIA_124,SKG_DIA_186,2020.0
SKG_DIA_124,SKG_DIA_108,2020.0
SKG_DIA_126,SKG_DIA_300,2020.0
SKG_DIA_126,SKG_DIA_120,2020.0
SKG_DIA_126,SKG_DIA_128,2020.0
SKG_DIA_126,SKG_DIA_36,2020.0
SKG_DIA_128,SKG_DIA_310,2018.0
SKG_DIA_137,SKG_DIA_216,2018.0
SKG_DIA_137,SKG_DIA_256,2018.0
SKG_DIA_137,SKG_DIA_31,2018.0
SKG_DIA_137,SKG_DIA_306,2018.0
SKG_DIA_137,SKG_DIA_310,2018.0
SKG_DIA_139,SKG_DIA_1,2019.0
SKG_DIA_139,SKG_DIA_27,2019.0
SKG_DIA_139,SKG_DIA_128,2019.0
SKG_DIA_141,SKG_DIA_216,2018.0
SKG_DIA_141,SKG_DIA_310,2018.0
SKG_DIA_143,SKG_DIA_128,2020.0
SKG_DIA_144,SKG_DIA_266,2020.0
SKG_DIA_144,SKG_DIA_285,2020.0
SKG_DIA_144,SKG_DIA_276,2020.0
SKG_DIA_144,SKG_DIA_61,2020.0
SKG_DIA_145,SKG_DIA_66,2020.0
SKG_DIA_145,SKG_DIA_128,2020.0
SKG_DIA_145,SKG_DIA_36,2020.0
SKG_DIA_146,SKG_DIA_300,2017.0
SKG_DIA_146,SKG_DIA_267,2017.0
SKG_DIA_146,SKG_DIA_57,2017.0
SKG_DIA_146,SKG_DIA_15,2017.0
SKG_DIA_147,SKG_DIA_128,2019.0
SKG_DIA_149,SKG_DIA_128,2019.0
SKG_DIA_150,SKG_DIA_256,2019.0
SKG_DIA_151,SKG_DIA_166,2020.0
SKG_DIA_151,SKG_DIA_147,2020.0
SKG_DIA_151,SKG_DIA_30,2020.0
SKG_DIA_151,SKG_DIA_61,2020.0
SKG_DIA_153,SKG_DIA_300,2016.0
SKG_DIA_153,SKG_DIA_267,2016.0
SKG_DIA_154,SKG_DIA_300,2020.0
SKG_DIA_154,SKG_DIA_266,2020.0
SKG_DIA_154,SKG_DIA_310,2020.0
SKG_DIA_156,SKG_DIA_108,2018.0
SKG_DIA_159,SKG_DIA_211,2020.0
SKG_DIA_160,SKG_DIA_300,2018.0
SKG_DIA_160,SKG_DIA_15,2018.0
SKG_DIA_164,SKG_DIA_0,2019.0
SKG_DIA_165,SKG_DIA_216,2020.0
SKG_DIA_165,SKG_DIA_280,2020.0
SKG_DIA_165,SKG_DIA_128,2020.0
SKG_DIA_166,SKG_DIA_306,2018.0
SKG_DIA_166,SKG_DIA_153,2018.0
SKG_DIA_167,SKG_DIA_25,2017.0
SKG_DIA_169,SKG_DIA_284,2020.0
SKG_DIA_169,SKG_DIA_27,2020.0
SKG_DIA_169,SKG_DIA_128,2020.0
SKG_DIA_169,SKG_DIA_76,2020.0
SKG_DIA_179,SKG_DIA_108,2018.0
SKG_DIA_182,SKG_DIA_209,2012.0
SKG_DIA_185,SKG_DIA_34,2020.0
SKG_DIA_185,SKG_DIA_266,2020.0
SKG_DIA_185,SKG_DIA_285,2020.0
SKG_DIA_186,SKG_DIA_34,2020.0
SKG_DIA_186,SKG_DIA_166,2020.0
SKG_DIA_186,SKG_DIA_266,2020.0
SKG_DIA_186,SKG_DIA_285,2020.0
SKG_DIA_186,SKG_DIA_276,2020.0
SKG_DIA_187,SKG_DIA_166,2020.0
SKG_DIA_187,SKG_DIA_153,2020.0
SKG_DIA_187,SKG_DIA_30,2020.0
SKG_DIA_188,SKG_DIA_280,2019.0
SKG_DIA_191,SKG_DIA_34,2020.0
SKG_DIA_191,SKG_DIA_271,2020.0
SKG_DIA_191,SKG_DIA_266,2020.0
SKG_DIA_191,SKG_DIA_285,2020.0
SKG_DIA_193,SKG_DIA_202,2019.0
SKG_DIA_196,SKG_DIA_156,2019.0
SKG_DIA_197,SKG_DIA_156,2020.0
SKG_DIA_202,SKG_DIA_25,2019.0
SKG_DIA_202,SKG_DIA_193,2019.0
SKG_DIA_203,SKG_DIA_216,2019.0
SKG_DIA_203,SKG_DIA_238,2019.0
SKG_DIA_203,SKG_DIA_310,2019.0
SKG_DIA_206,SKG_DIA_196,2020.0
SKG_DIA_214,SKG_DIA_259,2020.0
SKG_DIA_214,SKG_DIA_77,2020.0
SKG_DIA_214,SKG_DIA_15,2020.0
SKG_DIA_214,SKG_DIA_306,2020.0
SKG_DIA_214,SKG_DIA_108,2020.0
SKG_DIA_216,SKG_DIA_310,2017.0
SKG_DIA_218,SKG_DIA_166,2020.0
SKG_DIA_218,SKG_DIA_266,2020.0
SKG_DIA_218,SKG_DIA_285,2020.0
SKG_DIA_218,SKG_DIA_276,2020.0
SKG_DIA_219,SKG_DIA_204,2018.0
SKG_DIA_226,SKG_DIA_216,2020.0
SKG_DIA_226,SKG_DIA_27,2020.0
SKG_DIA_226,SKG_DIA_310,2020.0
SKG_DIA_226,SKG_DIA_150,2020.0
SKG_DIA_226,SKG_DIA_128,2020.0
SKG_DIA_226,SKG_DIA_164,2020.0
SKG_DIA_226,SKG_DIA_18,2020.0
SKG_DIA_227,SKG_DIA_166,2019.0
SKG_DIA_227,SKG_DIA_310,2019.0
SKG_DIA_227,SKG_DIA_153,2019.0
SKG_DIA_230,SKG_DIA_259,2020.0
SKG_DIA_230,SKG_DIA_166,2020.0
SKG_DIA_230,SKG_DIA_266,2020.0
SKG_DIA_230,SKG_DIA_225,2020.0
SKG_DIA_230,SKG_DIA_124,2020.0
SKG_DIA_232,SKG_DIA_150,2020.0
SKG_DIA_232,SKG_DIA_30,2020.0
SKG_DIA_232,SKG_DIA_103,2020.0
SKG_DIA_234,SKG_DIA_300,2019.0
SKG_DIA_234,SKG_DIA_146,2019.0
SKG_DIA_234,SKG_DIA_77,2019.0
SKG_DIA_234,SKG_DIA_306,2019.0
SKG_DIA_234,SKG_DIA_58,2019.0
SKG_DIA_236,SKG_DIA_27,2020.0
SKG_DIA_236,SKG_DIA_128,2020.0
SKG_DIA_237,SKG_DIA_141,2020.0
SKG_DIA_237,SKG_DIA_203,2020.0
SKG_DIA_237,SKG_DIA_0,2020.0
SKG_DIA_237,SKG_DIA_310,2020.0
SKG_DIA_237,SKG_DIA_128,2020.0
SKG_DIA_238,SKG_DIA_216,2018.0
SKG_DIA_238,SKG_DIA_310,2018.0
SKG_DIA_243,SKG_DIA_216,2018.0
SKG_DIA_243,SKG_DIA_310,2018.0
SKG_DIA_244,SKG_DIA_34,2020.0
SKG_DIA_244,SKG_DIA_266,2020.0
SKG_DIA_244,SKG_DIA_285,2020.0
SKG_DIA_254,SKG_DIA_27,2020.0
SKG_DIA_254,SKG_DIA_128,2020.0
SKG_DIA_254,SKG_DIA_226,2020.0
SKG_DIA_257,SKG_DIA_300,2019.0
SKG_DIA_257,SKG_DIA_267,2019.0
SKG_DIA_259,SKG_DIA_300,2018.0
SKG_DIA_259,SKG_DIA_15,2018.0
SKG_DIA_259,SKG_DIA_306,2018.0
SKG_DIA_259,SKG_DIA_108,2018.0
SKG_DIA_263,SKG_DIA_128,2020.0
SKG_DIA_264,SKG_DIA_216,2020.0
SKG_DIA_264,SKG_DIA_243,2020.0
SKG_DIA_264,SKG_DIA_66,2020.0
SKG_DIA_264,SKG_DIA_128,2020.0
SKG_DIA_266,SKG_DIA_34,2019.0
SKG_DIA_266,SKG_DIA_166,2019.0
SKG_DIA_266,SKG_DIA_285,2019.0
SKG_DIA_267,SKG_DIA_300,2016.0
SKG_DIA_268,SKG_DIA_137,2019.0
SKG_DIA_270,SKG_DIA_173,2020.0
SKG_DIA_270,SKG_DIA_259,2020.0
SKG_DIA_270,SKG_DIA_77,2020.0
SKG_DIA_270,SKG_DIA_108,2020.0
SKG_DIA_271,SKG_DIA_34,2019.0
SKG_DIA_271,SKG_DIA_285,2019.0
SKG_DIA_273,SKG_DIA_213,2020.0
SKG_DIA_273,SKG_DIA_238,2020.0
SKG_DIA_273,SKG_DIA_202,2020.0
SKG_DIA_276,SKG_DIA_266,2019.0
SKG_DIA_276,SKG_DIA_285,2019.0
SKG_DIA_277,SKG_DIA_284,2019.0
SKG_DIA_279,SKG_DIA_256,2019.0
SKG_DIA_279,SKG_DIA_128,2019.0
SKG_DIA_280,SKG_DIA_310,2018.0
SKG_DIA_282,SKG_DIA_306,2019.0
SKG_DIA_283,SKG_DIA_34,2020.0
SKG_DIA_283,SKG_DIA_166,2020.0
SKG_DIA_283,SKG_DIA_266,2020.0
SKG_DIA_283,SKG_DIA_276,2020.0
SKG_DIA_283,SKG_DIA_186,2020.0
SKG_DIA_283,SKG_DIA_102,2020.0
SKG_DIA_284,SKG_DIA_216,2019.0
SKG_DIA_284,SKG_DIA_310,2019.0
SKG_DIA_284,SKG_DIA_128,2019.0
SKG_DIA_285,SKG_DIA_306,2018.0
SKG_DIA_286,SKG_DIA_137,2020.0
SKG_DIA_289,SKG_DIA_150,2020.0
SKG_DIA_289,SKG_DIA_128,2020.0
SKG_DIA_289,SKG_DIA_126,2020.0
SKG_DIA_289,SKG_DIA_39,2020.0
SKG_DIA_293,SKG_DIA_219,2020.0
SKG_DIA_297,SKG_DIA_168,2020.0
SKG_DIA_303,SKG_DIA_57,2017.0
SKG_DIA_305,SKG_DIA_166,2020.0
SKG_DIA_305,SKG_DIA_90,2020.0
SKG_DIA_305,SKG_DIA_51,2020.0
SKG_DIA_305,SKG_DIA_22,2020.0
SKG_DIA_305,SKG_DIA_98,2020.0
SKG_DIA_306,SKG_DIA_300,2017.0
SKG_DIA_306,SKG_DIA_310,2017.0
SKG_DIA_306,SKG_DIA_153,2017.0
SKG_DIA_308,SKG_DIA_300,2019.0
SKG_DIA_308,SKG_DIA_216,2019.0
SKG_DIA_308,SKG_DIA_259,2019.0
SKG_DIA_308,SKG_DIA_77,2019.0
SKG_DIA_308,SKG_DIA_310,2019.0
SKG_DIA_309,SKG_DIA_27,2020.0
SKG_DIA_309,SKG_DIA_128,2020.0
SKG_DIA_310,SKG_DIA_300,2016.0
SKG_DIA_310,SKG_DIA_231,2016.0
SKG_DIA_311,SKG_DIA_34,2020.0
SKG_DIA_311,SKG_DIA_266,2020.0
SKG_DIA_311,SKG_DIA_285,2020.0
SKG_DIA_311,SKG_DIA_276,2020.0
SKG_DIA_311,SKG_DIA_186,2020.0
SKG_DIA_313,SKG_DIA_8,2019.0
SKG_DIA_314,SKG_DIA_300,2020.0
SKG_DIA_314,SKG_DIA_267,2020.0
SKG_DIA_314,SKG_DIA_90,2020.0
SKG_DIA_315,SKG_DIA_34,2020.0
SKG_DIA_315,SKG_DIA_266,2020.0
SKG_DIA_315,SKG_DIA_285,2020.0
SKG_DIA_315,SKG_DIA_308,2020.0
SKG_DIA_315,SKG_DIA_276,2020.0
SKG_DIA_315,SKG_DIA_186,2020.0
SKG_DIA_315,SKG_DIA_102,2020.0
SKG_DIA_317,SKG_DIA_128,2020.0
