topic,paper_ID,sentence_ID,info-unit,sub,pred,obj,triplets,pred_weights,year
MT,W4386958277,224,auto,Regulatory,Science,Strategy to 2025,Regulatory Science Strategy to 2025,0.736224,2023
MT,W4386958277,225,auto,The,intelligent,ICU pilot study,The intelligent ICU pilot study,0.5717107,2023
MT,W4386958277,226,auto,Artificial,intelligence,in medicine :,Artificial intelligence in medicine :,0.6135379,2023
MT,W4386958277,227,auto,Improving,user,experience of virtual,Improving user experience of virtual,0.7331131,2023
MT,W4386958277,228,auto,The,NHS,is trialling an,The NHS is trialling an,0.7626038,2023
MT,W4386958277,229,auto,Jan,5,. 20 June,Jan 5 . 20 June,0.5905086,2023
MT,W4386958277,230,auto,How,to,prepare prospective psychiatrists,How to prepare prospective psychiatrists,0.5545629,2023
MT,W4386958277,231,auto,Delivering,cognitive,b,Delivering cognitive b,0.7706059,2023
MT,W4386958277,232,auto,ehavior,therapy,to young adults,ehavior therapy to young adults,0.69308627,2023
MT,W4386958277,233,auto,The,effectiveness,of internet cognitive,The effectiveness of internet cognitive,0.6726173,2023
MT,W4386958277,234,auto,A,therapeutic,Relational Agent for,A therapeutic Relational Agent for,0.6323081,2023
MT,W4386958277,235,auto,Engaging,patients,to improve quality,Engaging patients to improve quality,0.5395562,2023
MT,W4386958277,236,auto,Chinese,older,adults' internet use,Chinese older adults' internet use,0.6154573,2023
MT,W4386958277,237,auto,An,artificial,intelligence - based,An artificial intelligence - based,0.7196759,2023
MT,W4386958277,238,auto,G,J,Irchner R Y,G J Irchner R Y,0.70517874,2023
MT,W4386958277,239,auto,s,Public,Health 18 1,s Public Health 18 1,0.6725191,2023
MT,W4386958277,240,auto,Some,ethical,and legal consequences,Some ethical and legal consequences,0.6621362,2023
MT,W4386958277,241,auto,Trends,in,Medicine 18 4,Trends in Medicine 18 4,0.6240315,2023
MT,W4386958277,242,auto,2020,Cambridge,University Press 15,2020 Cambridge University Press 15,0.681984,2023
MT,W4386958277,243,auto,Patient,and,general public attitudes,Patient and general public attitudes,0.57832277,2023
MT,W4386958277,244,auto,On,faithfulness,and factuality in,On faithfulness and factuality in,0.7173272,2023
MT,W4386958277,245,auto,Proceedings,of,the 58th Annual,Proceedings of the 58th Annual,0.5802319,2023
MT,W4386958277,246,auto,The,learning,health care organization,The learning health care organization,0.64889795,2023
MT,W4386958277,247,auto,Measuring,the,impact of Interprofessional,Measuring the impact of Interprofessional,0.63015413,2023
MT,W4386958277,248,auto,The,emergent,role of Artificial,The emergent role of Artificial,0.74164486,2023
MT,W4386958277,249,auto,The,policy,effect of the,The policy effect of the,0.6542524,2023
MT,W4386958277,250,auto,ctor,in,the European Union,ctor in the European Union,0.6143442,2023
MT,W4386958277,251,auto,The,ethics,of shared Covid,The ethics of shared Covid,0.58679837,2023
MT,W4205498896,0,auto,Wnt,/,β- catenin signalling,Wnt / β- catenin signalling,0.51932836,2022
MT,W4205498896,1,auto,Wnt,/,β- catenin signalling,Wnt / β- catenin signalling,0.51932836,2022
MT,W4205498896,2,auto,The,Wnt/β,- catenin pathway,The Wnt/β - catenin pathway,0.70813566,2022
MT,W4205498896,3,auto,The,deregulation,of Wnt/ β,The deregulation of Wnt/ β,0.70908606,2022
MT,W4205498896,4,auto,Although,many,articles have reviewed,Although many articles have reviewed,0.66568226,2022
MT,W4205498896,5,auto,In,this,"article , we","In this article , we",0.7962937,2022
MT,W4205498896,6,auto,Finally,",",we propose challenges,"Finally , we propose challenges",0.60755783,2022
MT,W4205498896,8,auto,Since,the,first member of,Since the first member of,0.759742,2022
MT,W4205498896,9,auto,Overview,of,Wnt/β - catenin,Overview of Wnt/β - catenin,0.5225435,2022
MT,W4205498896,10,auto,Because,the,two genes and,Because the two genes and,0.75366735,2022
MT,W4205498896,11,auto,ar,",",researchers combined the,"ar , researchers combined the",0.59951067,2022
MT,W4205498896,12,auto,6,1,7 When Wnts,6 1 7 When Wnts,0.6538779,2022
MT,W4205498896,13,auto,The,induced,β - catenin,The induced β - catenin,0.6734495,2022
MT,W4205498896,14,auto,The,cytoplasmic,- nuclear shuttling,The cytoplasmic - nuclear shuttling,0.72272605,2022
MT,W4205498896,15,auto,8,",",9 Components and,"8 , 9 Components and",0.64000136,2022
MT,W4205498896,16,auto,In,this,"section , we","In this section , we",0.75435543,2022
MT,W4205498896,17,auto,Wnts,are,"secreted proteins ,","Wnts are secreted proteins ,",0.5810903,2022
MT,W4205498896,18,auto,10,11,12 The other,10 11 12 The other,0.7236834,2022
MT,W4205498896,19,auto,FZD,proteins,are a family,FZD proteins are a family,0.69085395,2022
MT,W4205498896,20,auto,The,binding,of LGR4/5 and,The binding of LGR4/5 and,0.75313747,2022
MT,W4205498896,21,auto,Rnf43,/Znrf3,are E3 ubiquitin,Rnf43 /Znrf3 are E3 ubiquitin,0.75601506,2022
MT,W4205498896,22,auto,Rnf43,/Znrf3,can ubiquitinate FZD,Rnf43 /Znrf3 can ubiquitinate FZD,0.71449494,2022
MT,W4205498896,23,auto,29,",",30 25 31,"29 , 30 25 31",0.5718562,2022
MT,W4205498896,24,auto,Binding,with,Wnt proteins and,Binding with Wnt proteins and,0.6503694,2022
MT,W4205498896,25,auto,sFRPs,Glypican,- 3 Binding,sFRPs Glypican - 3 Binding,0.67600095,2022
MT,W4205498896,26,auto,Tiki,Processing,some of the,Tiki Processing some of the,0.7273491,2022
MT,W4205498896,27,auto,Notum,R-,spondin,Notum R- spondin,0.72363067,2022
MT,W4205498896,28,auto,The,ligands,for LGR 4,The ligands for LGR 4,0.7060281,2022
MT,W4205498896,30,auto,The,ligands,for LGR 4,The ligands for LGR 4,0.7060281,2022
MT,W4205498896,32,auto,The,binding,of LGR5 /,The binding of LGR5 /,0.73578286,2022
MT,W4205498896,33,auto,(,Rspodin1,- 4 ),( Rspodin1 - 4 ),0.7049386,2022
MT,W4205498896,34,auto,Micro,-RNAs,are noncoding endogenous,Micro -RNAs are noncoding endogenous,0.80027,2022
MT,W4205498896,35,auto,By,pairing,the 3′untranslated regions,By pairing the 3′untranslated regions,0.659253,2022
MT,W4205498896,36,auto,The,Wnt,/ β- catenin,The Wnt / β- catenin,0.7796272,2022
MT,W4205498896,37,auto,The,dysregulation,of Wnt/ β,The dysregulation of Wnt/ β,0.77775383,2022
MT,W4205498896,39,auto,atenin,pathway,in non-cancer diseases,atenin pathway in non-cancer diseases,0.60553557,2022
MT,W4205498896,40,auto,Common,lung,"diseases , including","Common lung diseases , including",0.70175856,2022
MT,W4205498896,41,auto,Wnt,/,β- catenin pathway,Wnt / β- catenin pathway,0.549052,2022
MT,W4205498896,42,auto,It,promotes,the formation of,It promotes the formation of,0.71198267,2022
MT,W4205498896,43,auto,Wnt,/,β- catenin pathway,Wnt / β- catenin pathway,0.549052,2022
MT,W4205498896,44,auto,This,section,focuses on the,This section focuses on the,0.6951905,2022
MT,W4205498896,45,auto,COPD,is,a chronic disease,COPD is a chronic disease,0.6031172,2022
MT,W4205498896,46,auto,107,LRP,5 /6 deletion,107 LRP 5 /6 deletion,0.6569381,2022
MT,W4205498896,47,auto,DKK,-,1 induces LRP,DKK - 1 induces LRP,0.5903742,2022
MT,W4205498896,48,auto,IGFBP,-,4 binds to,IGFBP - 4 binds to,0.5885109,2022
MT,W4205498896,49,auto,108,109,", 110 110","108 109 , 110 110",0.7262255,2022
