paper_id,year,cited_by_count,reference_count
SKG_DIA_141,2018,38,29
SKG_DIA_143,2020,14,72
SKG_DIA_144,2020,3,45
SKG_DIA_145,2020,150,75
SKG_DIA_146,2017,16,29
SKG_DIA_147,2019,10,43
SKG_DIA_149,2019,29,48
SKG_DIA_150,2019,63,50
SKG_DIA_151,2020,2,27
SKG_DIA_153,2016,73,44
SKG_DIA_154,2020,45,38
SKG_DIA_155,2020,0,40
SKG_DIA_156,2018,197,23
SKG_DIA_158,2016,69,35
SKG_DIA_159,2020,29,39
SKG_DIA_160,2018,20,78
SKG_DIA_162,2017,51,29
SKG_DIA_164,2019,58,48
SKG_DIA_165,2020,54,39
SKG_DIA_166,2018,350,37
SKG_DIA_167,2017,12,15
SKG_DIA_168,2019,29,54
SKG_DIA_169,2020,114,40
SKG_DIA_173,2018,8,14
SKG_DIA_177,2020,29,65
SKG_DIA_178,2019,23,27
SKG_DIA_179,2018,39,45
SKG_DIA_180,2020,7,28
SKG_DIA_182,2012,37,37
SKG_DIA_185,2020,26,25
SKG_DIA_186,2020,187,30
SKG_DIA_187,2020,21,38
SKG_DIA_188,2019,36,50
SKG_DIA_191,2020,46,26
SKG_DIA_193,2019,57,37
SKG_DIA_196,2019,48,25
SKG_DIA_197,2020,22,42
SKG_DIA_200,2019,8,10
SKG_DIA_202,2019,60,29
SKG_DIA_203,2019,21,51
SKG_DIA_204,2016,126,24
SKG_DIA_206,2020,48,20
SKG_DIA_209,2010,43,28
SKG_DIA_210,2010,28,23
SKG_DIA_211,2014,56,40
SKG_DIA_213,2011,53,43
SKG_DIA_214,2020,18,34
SKG_DIA_216,2017,765,61
SKG_DIA_218,2020,45,16
SKG_DIA_219,2018,441,61
SKG_DIA_220,2013,2,11
SKG_DIA_222,2018,76,38
SKG_DIA_225,2019,76,25
SKG_DIA_226,2020,85,48
SKG_DIA_227,2019,49,29
SKG_DIA_228,2017,29,23
SKG_DIA_230,2020,7,87
SKG_DIA_231,2012,175,16
SKG_DIA_232,2020,17,37
SKG_DIA_233,2011,8,20
SKG_DIA_234,2019,29,35
SKG_DIA_235,2017,25,19
SKG_DIA_236,2020,69,42
SKG_DIA_237,2020,4,46
SKG_DIA_238,2018,143,25
SKG_DIA_243,2018,31,69
SKG_DIA_244,2020,5,31
SKG_DIA_245,2016,73,10
SKG_DIA_247,2019,6,0
SKG_DIA_248,2020,24,26
SKG_DIA_251,2017,73,43
SKG_DIA_253,2011,1,2
SKG_DIA_254,2020,19,32
SKG_DIA_256,2017,50,31
SKG_DIA_257,2019,33,22
SKG_DIA_259,2018,184,47
SKG_DIA_260,2016,24,40
SKG_DIA_261,2019,53,0
SKG_DIA_262,2020,2,11
SKG_DIA_263,2020,63,41
SKG_DIA_264,2020,18,59
SKG_DIA_265,2020,26,32
SKG_DIA_266,2019,412,57
SKG_DIA_267,2016,172,50
SKG_DIA_268,2019,81,36
SKG_DIA_270,2020,7,44
SKG_DIA_271,2019,12,25
SKG_DIA_273,2020,62,53
SKG_DIA_275,2015,18,18
SKG_DIA_276,2019,99,31
SKG_DIA_277,2019,33,20
SKG_DIA_279,2019,9,50
SKG_DIA_280,2018,62,59
SKG_DIA_282,2019,23,36
SKG_DIA_283,2020,136,69
SKG_DIA_284,2019,146,54
SKG_DIA_285,2018,149,30
SKG_DIA_286,2020,0,63
SKG_DIA_287,2018,155,20
SKG_DIA_288,2011,14,37
SKG_DIA_289,2020,25,44
SKG_DIA_293,2020,1,25
SKG_DIA_297,2020,17,53
SKG_DIA_298,2014,32,44
SKG_DIA_300,2015,838,54
SKG_DIA_302,2017,41,5
SKG_DIA_303,2017,37,39
SKG_DIA_304,2019,0,38
SKG_DIA_305,2020,4,51
SKG_DIA_306,2017,299,41
SKG_DIA_307,2017,28,0
SKG_DIA_308,2019,57,60
SKG_DIA_309,2020,120,31
SKG_DIA_310,2016,1047,56
SKG_DIA_311,2020,51,55
SKG_DIA_313,2019,12,33
SKG_DIA_314,2020,18,22
SKG_DIA_315,2020,11,52
SKG_DIA_316,2018,22,9
SKG_DIA_317,2020,78,50
SKG_DIA_318,2019,17,27
SKG_DIA_1,2018,211,11
NOVEL_MT_0,2021,0,24
NOVEL_MT_2,2021,12,71
NOVEL_MT_4,2021,0,23
NOVEL_MT_5,2021,13,34
NOVEL_MT_9,2020,4,19
NOVEL_MT_10,2021,13,44
NOVEL_MT_11,2021,17,55
NOVEL_MT_15,2021,58,38
NOVEL_MT_16,2021,20,44
NOVEL_MT_17,2021,1,29
NOVEL_MT_19,2021,0,13
NOVEL_MT_21,2021,2,60
NOVEL_MT_23,2021,1,21
NOVEL_MT_24,2021,70,44
NOVEL_MT_25,2021,29,60
NOVEL_MT_26,2021,15,27
NOVEL_MT_29,2021,0,26
NOVEL_MT_31,2021,1,27
NOVEL_MT_35,2021,2,10
NOVEL_MT_37,2021,23,74
NOVEL_MT_39,2021,17,52
NOVEL_MT_40,2021,1,41
NOVEL_MT_42,2021,31,58
NOVEL_MT_45,2021,2,0
NOVEL_MT_47,2021,11,26
NOVEL_MT_49,2021,2,26
NOVEL_MT_52,2021,8,35
NOVEL_MT_53,2021,1,37
NOVEL_MT_54,2021,53,43
NOVEL_MT_60,2022,7,0
NOVEL_MT_61,2021,3,33
NOVEL_MT_62,2021,9,56
NOVEL_MT_63,2021,6,40
NOVEL_MT_64,2021,6,62
NOVEL_MT_66,2021,16,45
NOVEL_MT_67,2021,0,33
NOVEL_MT_71,2021,4,11
NOVEL_MT_74,2021,1,28
NOVEL_MT_77,2021,4,16
NOVEL_MT_78,2021,27,43
NOVEL_MT_81,2021,24,63
NOVEL_MT_82,2021,3,51
NOVEL_MT_83,2021,1,34
NOVEL_MT_86,2021,60,65
NOVEL_MT_88,2021,33,41
NOVEL_MT_89,2021,67,25
NOVEL_MT_91,2021,2,37
NOVEL_MT_92,2021,16,40
NOVEL_MT_93,2021,29,48
NOVEL_MT_95,2020,3,46
NOVEL_MT_96,2021,7,48
NOVEL_MT_99,2021,14,26
NOVEL_MT_101,2021,3,41
NOVEL_MT_104,2021,4,55
NOVEL_MT_105,2021,3,21
NOVEL_MT_107,2021,7,69
NOVEL_MT_108,2021,54,43
NOVEL_MT_109,2021,6,26
NOVEL_MT_110,2021,1,0
NOVEL_MT_112,2021,8,34
NOVEL_MT_113,2021,2,34
NOVEL_MT_115,2021,12,26
NOVEL_MT_116,2021,4,41
NOVEL_MT_117,2021,36,49
NOVEL_MT_118,2021,28,35
NOVEL_MT_120,2021,52,57
NOVEL_MT_121,2021,22,39
NOVEL_MT_122,2021,7,68
NOVEL_MT_124,2021,5,28
NOVEL_MT_125,2021,19,58
NOVEL_MT_127,2021,1,15
NOVEL_MT_128,2021,13,38
NOVEL_MT_130,2021,1,21
NOVEL_MT_132,2021,2,58
NOVEL_MT_133,2021,2,17
NOVEL_MT_137,2021,6,28
NOVEL_MT_139,2021,55,69
NOVEL_MT_140,2021,3,45
NOVEL_MT_141,2021,2,25
NOVEL_MT_144,2021,102,44
NOVEL_MT_148,2021,7,31
NOVEL_MT_150,2021,35,39
NOVEL_MT_153,2021,3,109
NOVEL_MT_154,2021,35,60
NOVEL_MT_155,2021,2,29
NOVEL_MT_156,2021,3,61
NOVEL_MT_161,2021,4,22
NOVEL_MT_163,2020,2,28
NOVEL_MT_165,2021,1,21
NOVEL_MT_167,2021,28,34
NOVEL_MT_168,2021,7,69
NOVEL_MT_172,2021,13,38
NOVEL_MT_174,2021,8,1
NOVEL_MT_177,2021,22,57
NOVEL_MT_179,2021,37,52
NOVEL_MT_180,2021,1,27
NOVEL_MT_181,2021,4,44
NOVEL_MT_182,2021,19,51
NOVEL_MT_183,2021,5,79
NOVEL_MT_185,2021,22,44
NOVEL_MT_186,2021,20,45
NOVEL_MT_187,2021,37,28
NOVEL_MT_188,2025,6,0
NOVEL_MT_189,2021,7,21
NOVEL_MT_190,2021,3,29
NOVEL_MT_192,2021,15,38
NOVEL_MT_193,2021,5,22
NOVEL_MT_198,2021,13,32
NOVEL_MT_202,2021,12,55
NOVEL_MT_205,2021,7,54
NOVEL_MT_207,2021,5,18
NOVEL_MT_208,2021,66,45
NOVEL_MT_209,2021,0,18
NOVEL_MT_210,2021,18,36
NOVEL_MT_213,2021,12,28
NOVEL_MT_214,2021,9,44
NOVEL_MT_215,2021,34,59
NOVEL_MT_218,2021,4,34
NOVEL_MT_219,2021,1,29
NOVEL_MT_221,2021,12,56
NOVEL_MT_224,2021,27,61
NOVEL_MT_227,2021,37,45
NOVEL_MT_228,2021,0,26
NOVEL_MT_230,2021,33,52
NOVEL_MT_234,2021,3,25
NOVEL_MT_235,2021,1,34
NOVEL_MT_236,2021,3,48
NOVEL_MT_238,2021,17,48
NOVEL_MT_243,2021,16,38
NOVEL_MT_244,2022,4,30
NOVEL_MT_245,2021,25,64
NOVEL_MT_246,2021,1,13
NOVEL_MT_247,2021,1,28
NOVEL_MT_250,2021,55,56
NOVEL_MT_252,2021,10,55
NOVEL_MT_253,2021,8,0
NOVEL_MT_254,2021,98,59
NOVEL_MT_255,2021,181,37
NOVEL_MT_256,2021,6,19
NOVEL_MT_257,2021,20,40
NOVEL_MT_258,2021,22,39
NOVEL_MT_259,2021,2,41
NOVEL_MT_261,2021,5,60
NOVEL_MT_262,2021,2,24
NOVEL_MT_264,2021,1,37
NOVEL_MT_265,2021,6,13
NOVEL_MT_266,2021,18,41
NOVEL_MT_267,2021,3,54
NOVEL_MT_268,2021,0,28
NOVEL_MT_269,2021,6,0
NOVEL_MT_270,2021,0,19
NOVEL_MT_271,2021,18,55
NOVEL_MT_274,2021,9,44
NOVEL_MT_275,2021,16,46
NOVEL_MT_277,2021,16,30
NOVEL_MT_280,2022,10,35
NOVEL_MT_281,2021,3,20
NOVEL_MT_282,2021,123,46
NOVEL_MT_283,2021,3,29
NOVEL_MT_284,2021,137,57
NOVEL_MT_286,2021,2,47
NOVEL_MT_287,2021,0,18
NOVEL_MT_289,2021,1,30
NOVEL_MT_290,2021,2,27
NOVEL_MT_291,2021,4,45
NOVEL_MT_295,2021,24,55
NOVEL_MT_298,2021,3,41
NOVEL_MT_300,2021,5,21
NOVEL_MT_301,2021,1,35
NOVEL_MT_303,2021,36,51
NOVEL_MT_304,2021,34,55
NOVEL_MT_305,2021,67,34
NOVEL_MT_306,2024,8,28
SKG_MT_1,2016,57,23
SKG_MT_2,2016,102,22
SKG_MT_5,2020,40,43
SKG_MT_7,2012,22,26
SKG_MT_8,2020,40,36
SKG_MT_14,2013,11,19
SKG_MT_15,2010,8,7
SKG_MT_17,2010,41,3
SKG_MT_18,2015,65,44
SKG_MT_19,2019,13,41
SKG_MT_20,2019,9,32
SKG_MT_21,2013,56,44
SKG_MT_22,2013,20,27
SKG_MT_24,2015,47,29
SKG_MT_25,2017,1,29
SKG_MT_28,2020,0,27
SKG_MT_29,2018,5,0
SKG_MT_30,2019,92,41
SKG_MT_31,2017,101,44
SKG_MT_34,2019,3,23
SKG_MT_35,2019,61,22
SKG_MT_36,2020,11,42
SKG_MT_37,2020,4,35
SKG_MT_38,2017,1,28
SKG_MT_41,2020,3,28
SKG_MT_42,2020,23,22
SKG_MT_43,2019,7,32
SKG_MT_44,2013,20,38
SKG_MT_48,2015,9,18
SKG_MT_50,2019,28,27
SKG_MT_51,2020,78,47
SKG_MT_53,2017,19,51
SKG_MT_54,2020,13,19
SKG_MT_58,2011,10,16
SKG_MT_60,2019,43,27
SKG_MT_61,2010,13,27
SKG_MT_62,2017,110,37
SKG_MT_64,2018,54,27
SKG_MT_65,2020,19,51
SKG_MT_66,2017,11,44
SKG_MT_67,2019,6,25
SKG_MT_68,2019,13,32
SKG_MT_70,2019,611,44
SKG_MT_73,2019,28,26
SKG_MT_74,2012,45,46
SKG_MT_76,2020,11,37
SKG_MT_77,2013,35,24
SKG_MT_78,2012,239,33
SKG_MT_79,2013,1332,18
SKG_MT_80,2013,3,19
SKG_MT_81,2020,61,27
SKG_MT_82,2018,107,28
SKG_MT_83,2018,1005,75
SKG_MT_85,2012,8,14
SKG_MT_86,2018,72,46
SKG_MT_87,2011,20,26
SKG_MT_88,2017,16,34
SKG_MT_89,2012,169,21
SKG_MT_90,2019,41,34
SKG_MT_91,2013,6,17
SKG_MT_92,2012,24,28
SKG_MT_93,2012,48,45
SKG_MT_94,2013,9,34
SKG_MT_96,2018,28,29
SKG_MT_97,2014,35,17
SKG_MT_98,2019,21,17
SKG_MT_99,2020,15,36
SKG_MT_100,2013,112,24
SKG_MT_101,2019,7,34
SKG_MT_103,2016,29,49
SKG_MT_104,2017,53,52
SKG_MT_105,2020,29,35
SKG_MT_106,2019,11,30
SKG_MT_107,2016,2,24
SKG_MT_108,2015,119,15
SKG_MT_109,2015,1,34
SKG_MT_111,2019,37,31
SKG_MT_112,2020,72,36
SKG_MT_113,2019,153,63
SKG_MT_114,2020,0,24
SKG_MT_115,2020,1,14
SKG_MT_116,2014,6,20
SKG_MT_117,2011,3,16
SKG_MT_118,2020,56,38
SKG_MT_123,2017,134,27
SKG_MT_125,2019,25,22
SKG_MT_128,2019,14,17
SKG_MT_129,2020,2,7
SKG_MT_130,2019,52,55
SKG_MT_131,2012,58,44
SKG_MT_132,2020,3,28
SKG_MT_134,2019,37,37
SKG_MT_136,2017,101,44
SKG_MT_137,2010,90,12
SKG_MT_138,2018,191,29
SKG_MT_140,2020,18,33
SKG_MT_142,2019,47,57
SKG_MT_143,2018,59,33
SKG_MT_144,2011,15,17
SKG_MT_145,2020,2,28
SKG_MT_147,2013,9,12
SKG_MT_151,2017,0,14
SKG_MT_152,2020,21,55
SKG_MT_154,2019,10,44
SKG_MT_155,2018,13,26
SKG_MT_156,2013,3,27
SKG_MT_157,2010,19,17
SKG_MT_158,2018,19,31
SKG_MT_159,2019,73,70
SKG_MT_161,2020,78,33
SKG_MT_163,2020,2,37
SKG_MT_165,2015,49,29
SKG_MT_166,2020,0,0
SKG_MT_168,2017,53,37
SKG_MT_169,2014,133,25
SKG_MT_171,2015,6,13
SKG_MT_172,2019,96,29
SKG_MT_173,2020,1222,32
SKG_MT_174,2010,24,15
SKG_MT_177,2020,3,24
SKG_MT_178,2013,22,23
SKG_MT_180,2013,42,28
SKG_MT_183,2018,19,18
SKG_MT_186,2020,1,26
SKG_MT_187,2014,2,7
SKG_MT_189,2019,53,33
SKG_MT_190,2020,5,28
SKG_MT_194,2010,30,63
SKG_MT_195,2018,91,36
SKG_MT_196,2010,61,9
SKG_MT_197,2018,13,39
SKG_MT_12,2020,46,41
SKG_MT_75,2019,38,31
SKG_MT_95,2019,36,42
SKG_MT_150,2013,45,29
SKG_MT_200,2013,67,32
SKG_MT_201,2016,199,36
SKG_MT_202,2019,4,25
SKG_MT_203,2017,18,47
SKG_MT_207,2020,1,26
SKG_MT_208,2020,21,29
SKG_MT_211,2017,2,15
SKG_MT_213,2019,86,37
SKG_MT_214,2019,8,64
SKG_MT_215,2016,50,27
SKG_MT_216,2017,2,20
SKG_MT_217,2015,11,22
SKG_MT_220,2014,9,18
SKG_MT_221,2015,24,58
SKG_MT_222,2019,13,32
SKG_MT_223,2018,18,28
SKG_MT_224,2014,7,22
SKG_MT_225,2013,5,38
SKG_MT_226,2020,27,50
SKG_MT_230,2016,0,17
SKG_MT_231,2020,73,37
SKG_MT_232,2019,1,35
SKG_MT_234,2012,87,17
SKG_MT_235,2019,12,36
SKG_MT_237,2016,8,28
SKG_MT_239,2012,87,26
SKG_MT_240,2018,81,16
SKG_MT_241,2016,102,22
SKG_MT_242,2019,3,11
SKG_MT_244,2020,0,30
SKG_MT_246,2017,68,48
SKG_MT_247,2016,9,24
SKG_MT_248,2019,6,32
SKG_MT_249,2019,13,35
SKG_MT_250,2020,119,40
SKG_MT_251,2019,53,58
SKG_MT_252,2014,18,63
SKG_MT_253,2019,21,20
SKG_MT_255,2020,19,22
SKG_MT_259,2012,5,12
SKG_MT_261,2019,31,70
SKG_MT_262,2015,2,34
SKG_MT_263,2019,8,12
SKG_MT_264,2020,41,35
SKG_MT_265,2014,24,45
SKG_MT_266,2014,25,35
SKG_MT_268,2013,26,32
SKG_MT_269,2020,54,32
SKG_MT_271,2019,21,33
SKG_MT_274,2016,6,15
SKG_MT_276,2019,23,41
SKG_MT_277,2013,8,22
SKG_MT_280,2011,97,25
SKG_MT_281,2018,304,29
SKG_MT_282,2013,7,39
SKG_MT_283,2012,8,35
SKG_MT_286,2011,17,46
SKG_MT_287,2010,0,14
SKG_MT_290,2013,10,31
SKG_MT_291,2020,2,15
SKG_MT_292,2019,10,0
SKG_MT_293,2018,81,34
SKG_MT_296,2015,9,28
SKG_MT_298,2019,27,0
SKG_MT_300,2011,14,38
SKG_MT_302,2020,2,21
SKG_MT_303,2019,74,30
SKG_MT_304,2015,4,29
SKG_MT_305,2013,36,39
SKG_MT_307,2019,7,14
SKG_MT_308,2011,3,14
SKG_MT_309,2020,7,44
SKG_MT_310,2020,37,16
SKG_MT_312,2016,100,23
SKG_MT_314,2013,8,28
SKG_MT_317,2014,15,35
SKG_MT_318,2020,8,20
SKG_MT_319,2014,1,28
SKG_MT_320,2015,4,58
SKG_MT_321,2017,27,40
SKG_MT_322,2019,25,21
SKG_MT_327,2016,7,9
SKG_MT_328,2019,1,13
SKG_MT_329,2020,18,35
SKG_MT_330,2020,1,14
SKG_MT_331,2014,27,27
SKG_MT_332,2013,17,20
SKG_MT_333,2017,11,18
SKG_MT_334,2019,59,25
SKG_MT_337,2013,18,33
SKG_MT_338,2017,36,32
SKG_MT_339,2018,21,12
SKG_MT_343,2020,1,16
SKG_MT_346,2012,56,21
SKG_MT_347,2019,29,17
SKG_MT_351,2017,75,25
SKG_MT_353,2019,35,31
SKG_MT_354,2020,5,30
SKG_MT_357,2020,12,53
SKG_MT_359,2014,4,12
SKG_MT_360,2016,16,0
SKG_MT_361,2020,58,59
SKG_MT_362,2016,2,20
SKG_MT_363,2017,17,25
SKG_MT_364,2018,15,1
SKG_MT_365,2016,16,34
SKG_MT_366,2019,0,23
SKG_MT_367,2019,6,21
SKG_MT_368,2011,62,21
SKG_MT_370,2016,46,38
SKG_MT_371,2013,44,27
SKG_MT_372,2013,4,40
SKG_MT_373,2012,16,31
SKG_MT_374,2018,324,31
SKG_MT_375,2013,12,14
SKG_MT_376,2013,5,40
SKG_MT_377,2018,18,17
SKG_MT_378,2015,14,45
SKG_MT_380,2018,33,36
SKG_MT_381,2016,40,34
SKG_MT_382,2017,217,61
SKG_MT_383,2020,61,51
SKG_MT_384,2015,20,24
SKG_MT_385,2020,9,23
SKG_MT_386,2020,59,22
SKG_MT_389,2012,26,18
SKG_MT_390,2010,20,10
SKG_MT_392,2020,17,45
SKG_MT_393,2018,16,29
SKG_MT_394,2014,9,24
SKG_MT_397,2017,143,38
SKG_MT_400,2017,16,9
SKG_MT_401,2015,414,20
SKG_MT_402,2016,15,22
SKG_MT_403,2018,4,16
SKG_MT_405,2015,9,33
SKG_MT_407,2020,19,28
SKG_MT_408,2017,40,40
SKG_MT_409,2011,14,22
SKG_MT_410,2012,4,33
SKG_MT_411,2019,12,9
SKG_MT_412,2018,15,40
SKG_MT_414,2019,24,0
SKG_MT_415,2012,3,20
SKG_MT_418,2020,4,12
SKG_MT_419,2019,5,26
SKG_MT_420,2020,1,13
SKG_MT_424,2019,50,30
SKG_MT_425,2018,37,33
SKG_MT_427,2017,1,28
SKG_MT_428,2015,6,34
SKG_MT_429,2015,3,19
SKG_MT_430,2020,12,18
SKG_MT_431,2016,25,16
SKG_MT_432,2018,36,29
SKG_MT_434,2020,0,16
SKG_MT_436,2020,21,20
SKG_MT_437,2015,25,32
SKG_MT_438,2020,41,22
SKG_MT_439,2019,3,32
SKG_MT_440,2011,11,20
SKG_MT_441,2015,867,24
SKG_MT_442,2020,8,34
SKG_MT_444,2019,26,39
SKG_MT_448,2017,9,19
SKG_MT_450,2020,28,39
SKG_MT_452,2018,5,18
SKG_MT_453,2012,143,29
SKG_MT_454,2019,42,35
SKG_MT_455,2020,4,21
SKG_MT_456,2020,3,28
SKG_MT_459,2016,147,20
SKG_MT_460,2017,29,24
SKG_MT_464,2020,97,48
SKG_MT_465,2017,13,17
SKG_MT_469,2012,40,35
SKG_MT_470,2019,2,14
SKG_MT_471,2015,6,16
SKG_MT_472,2018,43,24
SKG_MT_473,2018,13,67
SKG_MT_475,2017,151,59
SKG_MT_476,2014,5,13
SKG_MT_477,2020,32,55
SKG_MT_478,2010,15,25
SKG_MT_479,2020,135,19
SKG_MT_480,2012,51,21
SKG_MT_481,2013,9,18
SKG_MT_482,2019,15,18
SKG_MT_483,2020,5,34
SKG_MT_485,2019,33,36
SKG_MT_486,2020,3,27
SKG_MT_487,2014,56,12
SKG_MT_488,2010,18,11
SKG_MT_489,2020,10,9
SKG_MT_490,2020,50,34
SKG_MT_494,2017,38,43
SKG_MT_495,2020,53,37
SKG_MT_496,2011,9,31
SKG_MT_497,2017,18,18
SKG_MT_499,2020,1,22
SKG_MT_500,2013,26,34
SKG_MT_501,2019,82,58
SKG_MT_502,2018,31,63
SKG_MT_505,2018,33,25
SKG_MT_506,2019,0,14
SKG_MT_507,2018,16,41
SKG_MT_511,2019,124,31
SKG_MT_512,2020,104,38
SKG_MT_513,2016,6,26
SKG_MT_515,2013,106,30
SKG_MT_516,2018,1,0
SKG_MT_517,2017,49,16
SKG_MT_519,2019,295,48
SKG_MT_521,2020,2,30
SKG_MT_522,2019,58,43
SKG_MT_525,2020,42,63
SKG_MT_526,2020,0,13
SKG_MT_530,2014,3,13
SKG_MT_531,2020,142,50
SKG_MT_532,2018,27,41
SKG_MT_533,2017,3,12
SKG_MT_535,2012,40,24
SKG_MT_536,2020,3,13
SKG_MT_539,2019,315,30
SKG_MT_540,2018,117,11
SKG_MT_541,2020,20,21
SKG_MT_544,2019,13,32
SKG_MT_545,2014,60,38
SKG_MT_546,2017,7,14
SKG_MT_547,2010,79,29
SKG_MT_548,2019,36,42
SKG_MT_549,2017,8,16
SKG_MT_550,2012,121,33
SKG_MT_552,2019,0,19
SKG_MT_555,2015,95,18
SKG_MT_556,2019,2,46
SKG_MT_557,2011,37,23
SKG_MT_558,2018,31,20
SKG_MT_559,2018,4,39
SKG_MT_560,2014,21,33
SKG_MT_561,2019,26,37
SKG_MT_562,2019,76,64
SKG_MT_565,2011,7,15
SKG_MT_566,2018,25,35
SKG_MT_567,2010,15,13
