topic,paper_ID,sentence_ID,info-unit,sub,pred,obj,triplets,pred_weights,year
MT,W4386958277,32,auto,In,academia,", AI has","In academia , AI has",,2023
MT,W4386958277,33,auto,These,systems,have improved student,These systems have improved student,,2023
MT,W4386958277,34,auto,In,research,", AI has","In research , AI has",,2023
MT,W4386958277,35,auto,The,rapid,progression of AI,The rapid progression of AI,,2023
MT,W4386958277,36,auto,It,is,imperative to document,It is imperative to document,,2023
MT,W4386958277,37,auto,This,review,article aims to,This review article aims to,,2023
MT,W4386958277,38,auto,By,doing,"so , this","By doing so , this",,2023
MT,W4386958277,39,auto,Materials,and,methods Search strategy,Materials and methods Search strategy,,2023
MT,W4386958277,40,auto,Databases,search,protocol and keywords,Databases search protocol and keywords,,2023
MT,W4386958277,41,auto,In,the,"review article ,","In the review article ,",,2023
MT,W4386958277,42,auto,The,authors,analyzed various combinations,The authors analyzed various combinations,,2023
MT,W4386958277,43,auto,By,imposing,"language restrictions ,","By imposing language restrictions ,",,2023
MT,W4386958277,44,auto,Data,extraction,Publications were screened,Data extraction Publications were screened,,2023
MT,W4386958277,45,auto,Only,those,that met the,Only those that met the,,2023
MT,W4386958277,46,auto,Any,disagreements,or concerns about,Any disagreements or concerns about,,2023
MT,W4386958277,47,auto,AI,assistance,in diagnostics Diagnosis,AI assistance in diagnostics Diagnosis,,2023
MT,W4386958277,48,auto,The,development,of early diagnostic,The development of early diagnostic,,2023
MT,W4386958277,49,auto,AI,can,revolutionize different aspects,AI can revolutionize different aspects,,2023
MT,W4386958277,50,auto,ML,is,an area of,ML is an area of,,2023
MT,W4386958277,51,auto,some,of,the challenges and,some of the challenges and,,2023
MT,W4386958277,52,auto,AI,is,still in its,AI is still in its,,2023
MT,W4386958277,53,auto,However,",",more data are,"However , more data are",,2023
MT,W4386958277,54,auto,A,study,was published in,A study was published in,,2023
MT,W4386958277,55,auto,This,study,showed that utilizing,This study showed that utilizing,,2023
MT,W4386958277,56,auto,Furthermore,",",a study utilized,"Furthermore , a study utilized",,2023
MT,W4386958277,57,auto,Additionally,",",AI can reduce,"Additionally , AI can reduce",,2023
MT,W4386958277,58,auto,In,the,"future , AI","In the future , AI",,2023
MT,W4386958277,59,auto,Researchers,continue,exploring ways to,Researchers continue exploring ways to,,2023
MT,W4386958277,60,auto,By,leveraging,"ML techniques ,","By leveraging ML techniques ,",,2023
MT,W4386958277,61,auto,Clinical,laboratory,testing provides critical,Clinical laboratory testing provides critical,,2023
MT,W4386958277,62,auto,It,is,an essential part,It is an essential part,,2023
MT,W4386958277,63,auto,The,projected,benefits of using,The projected benefits of using,,2023
MT,W4386958277,64,auto,Automated,techniques,in blood cultures,Automated techniques in blood cultures,,2023
MT,W4386958277,65,auto,Moreover,",",AI - powered,"Moreover , AI - powered",,2023
MT,W4386958277,66,auto,Patients,are,evaluated in the,Patients are evaluated in the,,2023
MT,W4386958277,67,auto,Faster,clinical,data interpretation is,Faster clinical data interpretation is,,2023
MT,W4386958277,68,auto,The,risk,of misdiagnosing patients,The risk of misdiagnosing patients,,2023
MT,W4386958277,70,auto,Diagnostic,mistakes,in the healthcare,Diagnostic mistakes in the healthcare,,2023
MT,W4386958277,71,auto,A,study,found that diagnostic,A study found that diagnostic,,2023
MT,W4386958277,72,auto,A,specific,area where AI,A specific area where AI,,2023
MT,W4386958277,73,auto,Examining,extensive,genomic datasets allows,Examining extensive genomic datasets allows,,2023
MT,W4386958277,74,auto,For,instance,", a groundbreaking","For instance , a groundbreaking",,2023
MT,W4386958277,75,auto,The,advent,of high -,The advent of high -,,2023
MT,W4386958277,76,auto,AI,assistance,in treatment Precision,AI assistance in treatment Precision,,2023
MT,W4386958277,77,auto,The,potential,applications of AI,The potential applications of AI,,2023
MT,W4386958277,78,auto,Dose,optimization,and therapeutic drug,Dose optimization and therapeutic drug,,2023
MT,W4386958277,79,auto,On,the,"contrary , a","On the contrary , a",,2023
MT,W4386958277,80,auto,AI,-,is an AI,AI - is an AI,,2023
MT,W4386958277,81,auto,Therapeutic,drug,monitoring ( TDM,Therapeutic drug monitoring ( TDM,,2023
MT,W4386958277,82,auto,It,is,predominantly utilized for,It is predominantly utilized for,,2023
MT,W4386958277,83,auto,TDM,aims,to ensure that,TDM aims to ensure that,,2023
MT,W4386958277,84,auto,One,example,of AI in,One example of AI in,,2023
MT,W4386958277,85,auto,By,analyzing,large datasets of,By analyzing large datasets of,,2023
MT,W4386958277,86,auto,This,can,help to reduce,This can help to reduce,,2023
MT,W4386958277,87,auto,atient,outcomes,[ 59 ],atient outcomes [ 59 ],,2023
MT,W4386958277,88,auto,In,data,"analytics , predictive","In data analytics , predictive",,2023
MT,W4386958277,89,auto,In,order,to anticipate the,In order to anticipate the,,2023
MT,W4386958277,90,auto,AI,can,be used to,AI can be used to,,2023
MT,W4386958277,91,auto,AI,algorithms,can analyze large,AI algorithms can analyze large,,2023
MT,W4386958277,92,auto,AI,can,also automate specific,AI can also automate specific,,2023
MT,W4386958277,93,auto,Furthermore,",",AI is needed,"Furthermore , AI is needed",,2023
MT,W4386958277,94,auto,Testing,algorithms,on real -,Testing algorithms on real -,,2023
MT,W4386958277,95,auto,To,overcome,"this , investing","To overcome this , investing",,2023
MT,W4386958277,96,auto,Edge,analytics,can also detect,Edge analytics can also detect,,2023
MT,W4386958277,97,auto,From,a,"Saudi perspective ,","From a Saudi perspective ,",,2023
MT,W4386958277,98,auto,Establishment,of,"working groups ,","Establishment of working groups ,",,2023
MT,W4386958277,99,auto,In,healthcare,", guidelines usually","In healthcare , guidelines usually",,2023
MT,W4386958277,100,auto,AI,can,help identify newly,AI can help identify newly,,2023
MT,W4386958277,101,auto,Then,",",under the supervision,"Then , under the supervision",,2023
MT,W4386958277,102,auto,Several,professional,organizations have developed,Several professional organizations have developed,,2023
MT,W4386958277,103,auto,The,European,Commission has spearheaded,The European Commission has spearheaded,,2023
MT,W4386958277,104,auto,AI,in,drug information and,AI in drug information and,,2023
MT,W4386958277,106,auto,ecent,years,", healthcare institutions","ecent years , healthcare institutions",,2023
MT,W4386958277,107,auto,Furthermore,",",these tools can,"Furthermore , these tools can",,2023
MT,W4386958277,108,auto,The,current,published studies addressing,The current published studies addressing,,2023
MT,W4386958277,109,auto,AI,in,enhancing patient education,AI in enhancing patient education,,2023
MT,W4386958277,110,auto,Are,individuals,more inclined towards,Are individuals more inclined towards,,2023
MT,W4386958277,111,auto,People's,feelings,about AI replacing,People's feelings about AI replacing,,2023
MT,W4386958277,112,auto,In,medicine,", patients often","In medicine , patients often",,2023
MT,W4386958277,113,auto,In,other,"words , patient","In other words , patient",,2023
MT,W4386958277,114,auto,Research,on,whether people prefer,Research on whether people prefer,,2023
MT,W4386958277,115,auto,Future,directions,and considerations for,Future directions and considerations for,,2023
MT,W4386958277,116,auto,Among,these,challenges is the,Among these challenges is the,,2023
MT,W4386958277,117,auto,Data,privacy,", availability ,","Data privacy , availability ,",,2023
MT,W4386958277,118,auto,Additionally,",",determining relevant clinical,"Additionally , determining relevant clinical",,2023
MT,W4386958277,119,auto,Human,contribution,to the design,Human contribution to the design,,2023
MT,W4386958277,120,auto,Addressing,these,challenges and providing,Addressing these challenges and providing,,2023
MT,W4386958277,121,auto,nnovative,data,"annotation methods ,","nnovative data annotation methods ,",,2023
MT,W4386958277,122,auto,Creating,practical,", usable ,","Creating practical , usable ,",,2023
MT,W4386958277,123,auto,By,merging,current best practices,By merging current best practices,,2023
MT,W4386958277,124,auto,Legal,",","ethical , and","Legal , ethical , and",,2023
MT,W4386958277,125,auto,Consequently,",",safeguarding the commercial,"Consequently , safeguarding the commercial",,2023
MT,W4386958277,126,auto,One,of,the major causes,One of the major causes,,2023
MT,W4386958277,127,auto,The,integration,of AI in,The integration of AI in,,2023
MT,W4386958277,128,auto,AI,-,driven predictive analytics,AI - driven predictive analytics,,2023
MT,W4386958277,129,auto,Additionally,",",AI can aid,"Additionally , AI can aid",,2023
MT,W4386958277,130,auto,Integrating,AI,in virtual health,Integrating AI in virtual health,,2023
MT,W4386958277,131,auto,However,",",it is important,"However , it is important",,2023
MT,W4386958277,132,auto,Several,measures,must be taken,Several measures must be taken,,2023
MT,W4386958277,133,auto,Firstly,",",comprehensive cybersecurity strategies,"Firstly , comprehensive cybersecurity strategies",,2023
MT,W4386958277,134,auto,Collaboration,between,"healthcare organizations ,","Collaboration between healthcare organizations ,",,2023
MT,W4386958277,135,auto,Investment,in,research and development,Investment in research and development,,2023
MT,W4386958277,136,auto,AI,algorithms,can continuously examine,AI algorithms can continuously examine,,2023
MT,W4386958277,137,auto,This,can,identify patients at,This can identify patients at,,2023
MT,W4386958277,138,auto,Edge,analytics,can also detect,Edge analytics can also detect,,2023
MT,W4386958277,139,auto,Public,perception,of AI in,Public perception of AI in,,2023
MT,W4386958277,140,auto,ring,human,practitioners in complex,ring human practitioners in complex,,2023
MT,W4386958277,141,auto,Trust,-,building and patient,Trust - building and patient,,2023
MT,W4386958277,142,auto,Overcoming,challenges,like data quality,Overcoming challenges like data quality,,2023
MT,W4386958277,143,auto,Collaboration,among,stakeholders is vital,Collaboration among stakeholders is vital,,2023
MT,W4386958277,144,auto,Continued,research,", innovation ,","Continued research , innovation ,",,2023
MT,W4386958277,145,auto,With,successful,"integration , AI","With successful integration , AI",,2023
MT,W4386958277,146,auto,Fig.,2,2 Fig. 2,Fig. 2 2 Fig. 2,,2023
MT,W4386958277,147,auto,The,subsequent,genotypic alignment is,The subsequent genotypic alignment is,,2023
MT,W4386958277,148,auto,Probability,calculations,are achieved through,Probability calculations are achieved through,,2023
MT,W4386958277,149,auto,Negative,numbers,indicate gene deletions,Negative numbers indicate gene deletions,,2023
MT,W4386958277,151,auto,This,research,did not receive,This research did not receive,,2023
MT,W4386958277,152,auto,Data,availability,Not applicable .,Data availability Not applicable .,,2023
MT,W4386958277,153,auto,Abbreviations,Declarations,Ethics approval and,Abbreviations Declarations Ethics approval and,,2023
MT,W4386958277,154,auto,Consent,for,publication Not applicable,Consent for publication Not applicable,,2023
MT,W4386958277,156,auto,The,authors,declare that they,The authors declare that they,,2023
MT,W4386958277,157,auto,Publisher's,Note,Springer Nature remains,Publisher's Note Springer Nature remains,,2023
MT,W4386958277,158,auto,Artificial,Intelligence,: what is,Artificial Intelligence : what is,,2023
MT,W4386958277,159,auto,I,E,Suleimenov Y S,I E Suleimenov Y S,,2023
MT,W4386958277,160,auto,The,potential,for artificial intelligence,The potential for artificial intelligence,,2023
MT,W4386958277,161,auto,Artificial,intelligence,a modern approach,Artificial intelligence a modern approach,,2023
MT,W4386958277,162,auto,The,relative,effectiveness of human,The relative effectiveness of human,,2023
MT,W4386958277,163,auto,High,-,performance medicine :,High - performance medicine :,,2023
MT,W4386958277,164,auto,19,Dermatologist,- level classification,19 Dermatologist - level classification,,2023
MT,W4386958277,165,auto,Applications,of,machine learning to,Applications of machine learning to,,2023
MT,W4386958277,166,auto,Machine,-,learning - based,Machine - learning - based,,2023
MT,W4386958277,167,auto,International,evaluation,of an AI,International evaluation of an AI,,2023
MT,W4386958277,168,auto,Changes,in,cancer detection and,Changes in cancer detection and,,2023
MT,W4386958277,169,auto,Man,against,machine : diagnostic,Man against machine : diagnostic,,2023
MT,W4386958277,170,auto,A,fast,machine learning model,A fast machine learning model,,2023
MT,W4386958277,171,auto,Deep,neural,networks can predict,Deep neural networks can predict,,2023
MT,W4386958277,172,auto,Artificial,intelligence,- based detection,Artificial intelligence - based detection,,2023
MT,W4386958277,173,auto,A,diagnostic,testing for people,A diagnostic testing for people,,2023
MT,W4386958277,174,auto,Machine,learning,in the clinical,Machine learning in the clinical,,2023
MT,W4386958277,175,auto,N,Peiffer,- Smadja S,N Peiffer - Smadja S,,2023
MT,W4386958277,177,auto,ing,for,microbial identification and,ing for microbial identification and,,2023
MT,W4386958277,178,auto,Machine,learning,- based in,Machine learning - based in,,2023
MT,W4386958277,179,auto,Image,analysis,and artificial intelligence,Image analysis and artificial intelligence,,2023
MT,W4386958277,180,auto,How,artificial,intelligence could transform,How artificial intelligence could transform,,2023
MT,W4386958277,181,auto,10.1016/j.ajem.2018.01.017,Am,J Emerg Med,10.1016/j.ajem.2018.01.017 Am J Emerg Med,,2023
MT,W4386958277,182,auto,Emergency,department,visit classification using,Emergency department visit classification using,,2023
MT,W4386958277,183,auto,Diagnostic,error,increases mortality and,Diagnostic error increases mortality and,,2023
MT,W4386958277,184,auto,A,review,of feature selection,A review of feature selection,,2023
MT,W4386958277,185,auto,Machine,learning,prediction of biomarkers,Machine learning prediction of biomarkers,,2023
MT,W4386958277,186,auto,2021,Jun,29 Diagnostic classification,2021 Jun 29 Diagnostic classification,,2023
MT,W4386958277,187,auto,Med,Inf,9 4 2021,Med Inf 9 4 2021,,2023
MT,W4386958277,188,auto,Gene,expression,patterns of breast,Gene expression patterns of breast,,2023
MT,W4386958277,189,auto,Biological,subtypes,of breas,Biological subtypes of breas,,2023
MT,W4386958277,190,auto,t,cancer,: prognostic and,t cancer : prognostic and,,2023
MT,W4386958277,191,auto,Tackling,the,widespread and critical,Tackling the widespread and critical,,2023
MT,W4386958277,192,auto,The,role,of AI in,The role of AI in,,2023
MT,W4386958277,193,auto,Industrializing,AI,- powered drug,Industrializing AI - powered drug,,2023
MT,W4386958277,194,auto,Drug,repurposing,for viral cancers,Drug repurposing for viral cancers,,2023
MT,W4386958277,195,auto,A,systematic,literature review for,A systematic literature review for,,2023
MT,W4386958277,196,auto,Artificial,intelligence,and machine learning,Artificial intelligence and machine learning,,2023
MT,W4386958277,197,auto,Precision,medicine,in the era,Precision medicine in the era,,2023
MT,W4386958277,198,auto,Operational,implementation,of prospective genotyping,Operational implementation of prospective genotyping,,2023
MT,W4386958277,199,auto,Machine,learning,predicts individual cancer,Machine learning predicts individual cancer,,2023
MT,W4386958277,200,auto,npj,Digit,Med Y H,npj Digit Med Y H,,2023
MT,W4386958277,201,auto,rs,M,Benkebil 10.1007/s40264-022-01153-8 Drug,rs M Benkebil 10.1007/s40264-022-01153-8 Drug,,2023
MT,W4386958277,202,auto,Development,of,a system to,Development of a system to,,2023
MT,W4386958277,203,auto,What's,new,in therapeutic drug,What's new in therapeutic drug,,2023
MT,W4386958277,204,auto,F,Sjövall,C Lanckohr H,F Sjövall C Lanckohr H,,2023
MT,W4386958277,205,auto,Predicting,Anticancer,Drug Response with,Predicting Anticancer Drug Response with,,2023
MT,W4386958277,206,auto,A,review,of approaches for,A review of approaches for,,2023
MT,W4386958277,207,auto,Predicting,drug,adverse effects using,Predicting drug adverse effects using,,2023
MT,W4386958277,208,auto,Implementing,electronic,health care predictive,Implementing electronic health care predictive,,2023
MT,W4386958277,209,auto,Predictive,model,based on Health,Predictive model based on Health,,2023
MT,W4386958277,210,auto,2021,Mar,15,2021 Mar 15,,2023
MT,W4386958277,211,auto,Potentially,avoidable,30 - day,Potentially avoidable 30 - day,,2023
MT,W4386958277,212,auto,Working,Group,Guidelines for clinical,Working Group Guidelines for clinical,,2023
MT,W4386958277,213,auto,305,-,z Nat Biomed,305 - z Nat Biomed,,2023
MT,W4386958277,214,auto,Machine,learning,and artificial intelligence,Machine learning and artificial intelligence,,2023
MT,W4386958277,215,auto,How,to,read articles that,How to read articles that,,2023
MT,W4386958277,216,auto,US,Food,and Drug Administration,US Food and Drug Administration,,2023
MT,W4386958277,217,auto,Released,2021,. FDA website,Released 2021 . FDA website,,2023
MT,W4386958277,218,auto,A,European,approach to excellence,A European approach to excellence,,2023
MT,W4386958277,219,auto,Feb,19,.,Feb 19 .,,2023
MT,W4386958277,221,auto,White,Paper,on Artificial Intelligence,White Paper on Artificial Intelligence,,2023
MT,W4386958277,222,auto,Health,Technol,( Berl ),Health Technol ( Berl ),,2023
MT,W4386958277,224,auto,Regulatory,Science,Strategy to 2025,Regulatory Science Strategy to 2025,,2023
MT,W4386958277,225,auto,The,intelligent,ICU pilot study,The intelligent ICU pilot study,,2023
MT,W4386958277,226,auto,Artificial,intelligence,in medicine :,Artificial intelligence in medicine :,,2023
MT,W4386958277,227,auto,Improving,user,experience of virtual,Improving user experience of virtual,,2023
MT,W4386958277,228,auto,The,NHS,is trialling an,The NHS is trialling an,,2023
MT,W4386958277,229,auto,Jan,5,. 20 June,Jan 5 . 20 June,,2023
MT,W4386958277,230,auto,How,to,prepare prospective psychiatrists,How to prepare prospective psychiatrists,,2023
MT,W4386958277,231,auto,Delivering,cognitive,b,Delivering cognitive b,,2023
MT,W4386958277,232,auto,ehavior,therapy,to young adults,ehavior therapy to young adults,,2023
MT,W4386958277,233,auto,The,effectiveness,of internet cognitive,The effectiveness of internet cognitive,,2023
MT,W4386958277,234,auto,A,therapeutic,Relational Agent for,A therapeutic Relational Agent for,,2023
MT,W4386958277,235,auto,Engaging,patients,to improve quality,Engaging patients to improve quality,,2023
MT,W4386958277,236,auto,Chinese,older,adults' internet use,Chinese older adults' internet use,,2023
MT,W4386958277,237,auto,An,artificial,intelligence - based,An artificial intelligence - based,,2023
MT,W4386958277,238,auto,G,J,Irchner R Y,G J Irchner R Y,,2023
MT,W4386958277,239,auto,s,Public,Health 18 1,s Public Health 18 1,,2023
MT,W4386958277,240,auto,Some,ethical,and legal consequences,Some ethical and legal consequences,,2023
MT,W4386958277,241,auto,Trends,in,Medicine 18 4,Trends in Medicine 18 4,,2023
MT,W4386958277,242,auto,2020,Cambridge,University Press 15,2020 Cambridge University Press 15,,2023
MT,W4386958277,243,auto,Patient,and,general public attitudes,Patient and general public attitudes,,2023
MT,W4386958277,244,auto,On,faithfulness,and factuality in,On faithfulness and factuality in,,2023
MT,W4386958277,245,auto,Proceedings,of,the 58th Annual,Proceedings of the 58th Annual,,2023
MT,W4386958277,246,auto,The,learning,health care organization,The learning health care organization,,2023
MT,W4386958277,247,auto,Measuring,the,impact of Interprofessional,Measuring the impact of Interprofessional,,2023
MT,W4386958277,248,auto,The,emergent,role of Artificial,The emergent role of Artificial,,2023
MT,W4386958277,249,auto,The,policy,effect of the,The policy effect of the,,2023
MT,W4386958277,250,auto,ctor,in,the European Union,ctor in the European Union,,2023
MT,W4386958277,251,auto,The,ethics,of shared Covid,The ethics of shared Covid,,2023
MT,W4205498896,0,auto,Wnt,/,β- catenin signalling,Wnt / β- catenin signalling,,2022
MT,W4205498896,1,auto,Wnt,/,β- catenin signalling,Wnt / β- catenin signalling,,2022
MT,W4205498896,2,auto,The,Wnt/β,- catenin pathway,The Wnt/β - catenin pathway,,2022
MT,W4205498896,3,auto,The,deregulation,of Wnt/ β,The deregulation of Wnt/ β,,2022
MT,W4205498896,4,auto,Although,many,articles have reviewed,Although many articles have reviewed,,2022
MT,W4205498896,5,auto,In,this,"article , we","In this article , we",,2022
MT,W4205498896,6,auto,Finally,",",we propose challenges,"Finally , we propose challenges",,2022
MT,W4205498896,8,auto,Since,the,first member of,Since the first member of,,2022
MT,W4205498896,9,auto,Overview,of,Wnt/β - catenin,Overview of Wnt/β - catenin,,2022
MT,W4205498896,10,auto,Because,the,two genes and,Because the two genes and,,2022
MT,W4205498896,11,auto,ar,",",researchers combined the,"ar , researchers combined the",,2022
MT,W4205498896,12,auto,6,1,7 When Wnts,6 1 7 When Wnts,,2022
MT,W4205498896,13,auto,The,induced,β - catenin,The induced β - catenin,,2022
MT,W4205498896,14,auto,The,cytoplasmic,- nuclear shuttling,The cytoplasmic - nuclear shuttling,,2022
MT,W4205498896,15,auto,8,",",9 Components and,"8 , 9 Components and",,2022
MT,W4205498896,16,auto,In,this,"section , we","In this section , we",,2022
MT,W4205498896,17,auto,Wnts,are,"secreted proteins ,","Wnts are secreted proteins ,",,2022
MT,W4205498896,18,auto,10,11,12 The other,10 11 12 The other,,2022
MT,W4205498896,19,auto,FZD,proteins,are a family,FZD proteins are a family,,2022
MT,W4205498896,20,auto,The,binding,of LGR4/5 and,The binding of LGR4/5 and,,2022
MT,W4205498896,21,auto,Rnf43,/Znrf3,are E3 ubiquitin,Rnf43 /Znrf3 are E3 ubiquitin,,2022
MT,W4205498896,22,auto,Rnf43,/Znrf3,can ubiquitinate FZD,Rnf43 /Znrf3 can ubiquitinate FZD,,2022
MT,W4205498896,23,auto,29,",",30 25 31,"29 , 30 25 31",,2022
MT,W4205498896,24,auto,Binding,with,Wnt proteins and,Binding with Wnt proteins and,,2022
MT,W4205498896,25,auto,sFRPs,Glypican,- 3 Binding,sFRPs Glypican - 3 Binding,,2022
MT,W4205498896,26,auto,Tiki,Processing,some of the,Tiki Processing some of the,,2022
MT,W4205498896,27,auto,Notum,R-,spondin,Notum R- spondin,,2022
MT,W4205498896,28,auto,The,ligands,for LGR 4,The ligands for LGR 4,,2022
MT,W4205498896,30,auto,The,ligands,for LGR 4,The ligands for LGR 4,,2022
MT,W4205498896,32,auto,The,binding,of LGR5 /,The binding of LGR5 /,,2022
MT,W4205498896,33,auto,(,Rspodin1,- 4 ),( Rspodin1 - 4 ),,2022
MT,W4205498896,34,auto,Micro,-RNAs,are noncoding endogenous,Micro -RNAs are noncoding endogenous,,2022
MT,W4205498896,35,auto,By,pairing,the 3′untranslated regions,By pairing the 3′untranslated regions,,2022
MT,W4205498896,36,auto,The,Wnt,/ β- catenin,The Wnt / β- catenin,,2022
MT,W4205498896,37,auto,The,dysregulation,of Wnt/ β,The dysregulation of Wnt/ β,,2022
MT,W4205498896,39,auto,atenin,pathway,in non-cancer diseases,atenin pathway in non-cancer diseases,,2022
MT,W4205498896,40,auto,Common,lung,"diseases , including","Common lung diseases , including",,2022
MT,W4205498896,41,auto,Wnt,/,β- catenin pathway,Wnt / β- catenin pathway,,2022
MT,W4205498896,42,auto,It,promotes,the formation of,It promotes the formation of,,2022
MT,W4205498896,43,auto,Wnt,/,β- catenin pathway,Wnt / β- catenin pathway,,2022
MT,W4205498896,44,auto,This,section,focuses on the,This section focuses on the,,2022
MT,W4205498896,45,auto,COPD,is,a chronic disease,COPD is a chronic disease,,2022
MT,W4205498896,46,auto,107,LRP,5 /6 deletion,107 LRP 5 /6 deletion,,2022
MT,W4205498896,47,auto,DKK,-,1 induces LRP,DKK - 1 induces LRP,,2022
MT,W4205498896,48,auto,IGFBP,-,4 binds to,IGFBP - 4 binds to,,2022
MT,W4205498896,49,auto,108,109,", 110 110","108 109 , 110 110",,2022
MT,W4205498896,50,auto,Wnt,/,β- catenin pathway,Wnt / β- catenin pathway,,2022
MT,W4205498896,51,auto,Osteocytes,play,a central role,Osteocytes play a central role,,2022
MT,W4205498896,52,auto,The,absence,of Wnt signalling,The absence of Wnt signalling,,2022
MT,W4205498896,53,auto,Positive,bone,mass regulators :,Positive bone mass regulators :,,2022
MT,W4205498896,55,auto,Studies,have,shown that local,Studies have shown that local,,2022
MT,W4205498896,56,auto,143,144,145 146 147,143 144 145 146 147,,2022
MT,W4205498896,57,auto,Wnt,/,β- catenin signalling,Wnt / β- catenin signalling,,2022
MT,W4205498896,58,auto,In,bone,marrow stromal cells,In bone marrow stromal cells,,2022
MT,W4205498896,59,auto,In,osteoclast,"precursor cells ,","In osteoclast precursor cells ,",,2022
MT,W4205498896,60,auto,Therefore,",",NELL - 1,"Therefore , NELL - 1",,2022
MT,W4205498896,61,auto,148,",",149 150 151,"148 , 149 150 151",,2022
MT,W4205498896,62,auto,However,",",aberrant activation of,"However , aberrant activation of",,2022
MT,W4205498896,63,auto,Wnt,/,β- catenin pathway,Wnt / β- catenin pathway,,2022
MT,W4205498896,64,auto,159,160,161 162 163,159 160 161 162 163,,2022
MT,W4205498896,65,auto,Wnt,/,β- catenin signalling,Wnt / β- catenin signalling,,2022
MT,W4205498896,66,auto,Three,key,signalling molecules in,Three key signalling molecules in,,2022
MT,W4205498896,67,auto,171,172,Wnt / β-,171 172 Wnt / β-,,2022
MT,W4205498896,68,auto,173,174,", 175 176","173 174 , 175 176",,2022
MT,W4205498896,69,auto,184,185,[ 186 ],184 185 [ 186 ],,2022
MT,W4205498896,70,auto,Activation,of,the Wnt /,Activation of the Wnt /,,2022
MT,W4205498896,71,auto,In,hepatocellular,"carcinoma , CTNNB1","In hepatocellular carcinoma , CTNNB1",,2022
MT,W4205498896,72,auto,ous,diseases,", indicating that","ous diseases , indicating that",,2022
MT,W4205498896,73,auto,Wnt,/,β- catenin pathway,Wnt / β- catenin pathway,,2022
MT,W4205498896,74,auto,Wnt,/,β- catenin signal,Wnt / β- catenin signal,,2022
MT,W4205498896,75,auto,Related,components,of the canonical,Related components of the canonical,,2022
MT,W4205498896,76,auto,Wnt,/,β- catenin pathway,Wnt / β- catenin pathway,,2022
MT,W4205498896,77,auto,Wnt,/,β- catenin pathway,Wnt / β- catenin pathway,,2022
MT,W4205498896,78,auto,Wnt,/,β- catenin pathway,Wnt / β- catenin pathway,,2022
MT,W4205498896,79,auto,In,many,"human cancers ,","In many human cancers ,",,2022
MT,W4205498896,80,auto,247,248,"231 , 249","247 248 231 , 249",,2022
MT,W4205498896,81,auto,The,canonical,Wnt signalling pathway,The canonical Wnt signalling pathway,,2022
MT,W4205498896,82,auto,Agents,targeting,the β -,Agents targeting the β -,,2022
MT,W4205498896,83,auto,Cancer,treatments,.,Cancer treatments .,,2022
