topic,paper_ID,sentence_ID,info-unit,sub,pred,obj,triplets,pred_weights,year
SUM,W4384071683,204,auto,The,datasets,we grouped together,The datasets we grouped together,,2023
SUM,W4384071683,205,auto,stions,",",whereas others require,"stions , whereas others require",,2023
SUM,W4384071683,206,auto,There,has,been extensive activity,There has been extensive activity,,2023
SUM,W4384071683,207,auto,MultiMedQA,benchmark,.,MultiMedQA benchmark .,,2023
SUM,W4384071683,208,auto,MultiMedQA,includes,medical exams and,MultiMedQA includes medical exams and,,2023
SUM,W4384071683,209,auto,These,include,the MedQA 3,These include the MedQA 3,,2023
SUM,W4384071683,210,auto,A,summary,of MultiMedQA is,A summary of MultiMedQA is,,2023
SUM,W4384071683,211,auto,First,",",the reference answers,"First , the reference answers",,2023
SUM,W4384071683,212,auto,Answers,often,came from automated,Answers often came from automated,,2023
SUM,W4384071683,213,auto,The,construction,of the reference,The construction of the reference,,2023
SUM,W4384071683,214,auto,To,alleviate,"this , as","To alleviate this , as",,2023
SUM,W4384071683,215,auto,Second,",",given the safety,"Second , given the safety",,2023
SUM,W4384071683,216,auto,Video,-,capsule endoscopy (,Video - capsule endoscopy (,,2023
SUM,W4384071683,217,auto,The,mean,age was 62,The mean age was 62,,2023
SUM,W4384071683,218,auto,Thirty,-,two patients were,Thirty - two patients were,,2023
SUM,W4384071683,219,auto,The,mean,time per antegrade,The mean time per antegrade,,2023
SUM,W4384071683,220,auto,The,mean,time per lower,The mean time per lower,,2023
SUM,W4384071683,221,auto,Endoscopic,therapy,in the form,Endoscopic therapy in the form,,2023
SUM,W4384071683,222,auto,ents,(,30.3 % ),ents ( 30.3 % ),,2023
SUM,W4384071683,223,auto,43,VCEs,with pathology noted,43 VCEs with pathology noted,,2023
SUM,W4384071683,224,auto,In,3,cases the DBE,In 3 cases the DBE,,2023
SUM,W4384071683,225,auto,Answer,:,Yes .,Answer : Yes .,,2023
SUM,W4384071683,226,auto,Long,answer,: DBE appears,Long answer : DBE appears,,2023
SUM,W4384071683,228,auto,MMLU,6,includes exam questions,MMLU 6 includes exam questions,,2023
SUM,W4384071683,229,auto,We,selected,the subtasks most,We selected the subtasks most,,2023
SUM,W4384071683,230,auto,Each,MMLU,subtask contains multiple,Each MMLU subtask contains multiple,,2023
SUM,W4384071683,231,auto,LiveQA,.,The LiveQA dataset,LiveQA . The LiveQA dataset,,2023
SUM,W4384071683,232,auto,The,MedicationQA,dataset 14 consists,The MedicationQA dataset 14 consists,,2023
SUM,W4384071683,233,auto,In,addition,to the question,In addition to the question,,2023
SUM,W4384071683,234,auto,Similar,to,"LiveQA , we","Similar to LiveQA , we",,2023
SUM,W4384071683,235,auto,Long,answer,: Diazepam is,Long answer : Diazepam is,,2023
SUM,W4384071683,236,auto,Most,of,these effects are,Most of these effects are,,2023
SUM,W4384071683,237,auto,Section,title,: Clinical pharmacology,Section title : Clinical pharmacology,,2023
SUM,W4384071683,238,auto,URL,:,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid= 554baee5-b171-4452-a50a-41a0946f956c. HealthSearchQA,URL : https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid= 554baee5-b171-4452-a50a-41a0946f956c. HealthSearchQA,,2023
SUM,W4384071683,239,auto,We,curated,our own additional,We curated our own additional,,2023
SUM,W4384071683,240,auto,The,dataset,was curated using,The dataset was curated using,,2023
SUM,W4384071683,241,auto,We,used,the seed data,We used the seed data,,2023
SUM,W4384071683,242,auto,We,publish,the dataset as,We publish the dataset as,,2023
SUM,W4384071683,243,auto,Although,MultiMedQA,allows us to,Although MultiMedQA allows us to,,2023
SUM,W4384071683,244,auto,We,plan,to expand the,We plan to expand the,,2023
SUM,W4384071683,245,auto,Here,we,describe our proposed,Here we describe our proposed,,2023
SUM,W4384071683,246,auto,Clinician,evaluation,.,Clinician evaluation .,,2023
SUM,W4384071683,247,auto,Although,objective,accuracy metrics on,Although objective accuracy metrics on,,2023
SUM,W4384071683,248,auto,To,more,deeply assess the,To more deeply assess the,,2023
SUM,W4384071683,249,auto,answers,to,consumer medical questions,answers to consumer medical questions,,2023
SUM,W4384071683,250,auto,The,pilot,framework was inspired,The pilot framework was inspired,,2023
SUM,W4384071683,251,auto,Instructions,for,the clinicians were,Instructions for the clinicians were,,2023
SUM,W4384071683,252,auto,Once,the,guidelines had converged,Once the guidelines had converged,,2023
SUM,W4384071683,253,auto,Lay,user,evaluation .,Lay user evaluation .,,2023
SUM,W4384071683,254,auto,In,order,to assess the,In order to assess the,,2023
SUM,W4384071683,255,auto,This,was,performed by five,This was performed by five,,2023
SUM,W4384071683,256,auto,The,goal,of this exercise,The goal of this exercise,,2023
SUM,W4384071683,257,auto,The,questions,asked in the,The questions asked in the,,2023
SUM,W4384071683,258,auto,In,this,"section , we","In this section , we",,2023
SUM,W4384071683,259,auto,Flan,-,PaLM .,Flan - PaLM .,,2023
SUM,W4384071683,260,auto,In,addition,to the baseline,In addition to the baseline,,2023
SUM,W4384071683,261,auto,These,models,were trained using,These models were trained using,,2023
SUM,W4384071683,262,auto,In,particular,", Flan -","In particular , Flan -",,2023
SUM,W4384071683,263,auto,We,built,on the In,We built on the In,,2023
SUM,W4384071683,264,auto,Aligning,LLMs,to the medical,Aligning LLMs to the medical,,2023
SUM,W4384071683,265,auto,General,-,purpose LLMs like,General - purpose LLMs like,,2023
SUM,W4384071683,266,auto,However,",",given the safety,"However , given the safety",,2023
SUM,W4384071683,267,auto,Typical,transfer,learning and domain,Typical transfer learning and domain,,2023
SUM,W4384071683,268,auto,As,such,", in this","As such , in this",,2023
SUM,W4384071683,269,auto,GPT,-,3 ( ref.,GPT - 3 ( ref.,,2023
SUM,W4384071683,270,auto,-,shot,"learners , where","- shot learners , where",,2023
SUM,W4384071683,271,auto,Through,a,handful of demonstration,Through a handful of demonstration,,2023
SUM,W4384071683,272,auto,The,remarkable,success of in,The remarkable success of in,,2023
SUM,W4384071683,273,auto,The,standard,few - shot,The standard few - shot,,2023
SUM,W4384071683,274,auto,Here,",",the prompt to,"Here , the prompt to",,2023
SUM,W4384071683,275,auto,These,demonstrations,are typically encoded,These demonstrations are typically encoded,,2023
SUM,W4384071683,276,auto,The,number,of examples is,The number of examples is,,2023
SUM,W4384071683,277,auto,After,the,"prompt , the","After the prompt , the",,2023
SUM,W4384071683,278,auto,The,zero,- shot prompting,The zero - shot prompting,,2023
SUM,W4384071683,279,auto,Few,-,shot performance appears,Few - shot performance appears,,2023
SUM,W4384071683,280,auto,Separate,prompts,were designed for,Separate prompts were designed for,,2023
SUM,W4384071683,281,auto,The,number,of few -,The number of few -,,2023
SUM,W4384071683,282,auto,Typically,",",we used five,"Typically , we used five",,2023
SUM,W4384071683,283,auto,Chain,-,of - thought,Chain - of - thought,,2023
SUM,W4384071683,284,auto,COT,16,"16 , 62","COT 16 16 , 62",,2023
SUM,W4384071683,285,auto,Together,with,"clinicians , we","Together with clinicians , we",,2023
SUM,W4384071683,286,auto,Examples,of,such prompts are,Examples of such prompts are,,2023
SUM,W4384071683,287,auto,Self,-,consistency prompting .,Self - consistency prompting .,,2023
SUM,W4384071683,288,auto,A,straightforward,strategy to improve,A straightforward strategy to improve,,2023
SUM,W4384071683,289,auto,The,final,answer is the,The final answer is the,,2023
SUM,W4384071683,290,auto,This,idea,was introduced as,This idea was introduced as,,2023
SUM,W4384071683,291,auto,Because,LLMs,have grown to,Because LLMs have grown to,,2023
SUM,W4384071683,292,auto,This,use,of soft prompts,This use of soft prompts,,2023
SUM,W4384071683,293,auto,While,prompt,tuning can benefit,While prompt tuning can benefit,,2023
SUM,W4384071683,294,auto,Further,",",it was demonstrated,"Further , it was demonstrated",,2023
SUM,W4384071683,296,auto,dels,"2,67",demonstrated the benefits,"dels 2,67 demonstrated the benefits",,2023
SUM,W4384071683,297,auto,However,",",our human evaluation,"However , our human evaluation",,2023
SUM,W4384071683,298,auto,To,further,align the model,To further align the model,,2023
SUM,W4384071683,299,auto,For,this,"additional training ,","For this additional training ,",,2023
SUM,W4384071683,300,auto,Our,approach,effectively extends Flan,Our approach effectively extends Flan,,2023
SUM,W4384071683,301,auto,Specifically,",",rather than using,"Specifically , rather than using",,2023
SUM,W4384071683,302,auto,We,refer,to this method,We refer to this method,,2023
SUM,W4384071683,303,auto,Instruction,prompt,tuning can thus,Instruction prompt tuning can thus,,2023
SUM,W4384071683,304,auto,In,our,"setting , instruction","In our setting , instruction",,2023
SUM,W4384071683,305,auto,As,an,"aside , instruction","As an aside , instruction",,2023
SUM,W4384071683,306,auto,It,can,be applied in,It can be applied in,,2023
SUM,W4384071683,307,auto,To,adapt,Flan - PaLM,To adapt Flan - PaLM,,2023
SUM,W4384071683,308,auto,These,examples,were effectively used,These examples were effectively used,,2023
SUM,W4384071683,309,auto,Thus,",",the curation of,"Thus , the curation of",,2023
SUM,W4384071683,310,auto,We,randomly,sampled examples from,We randomly sampled examples from,,2023
SUM,W4384071683,311,auto,A,",",LiveQA ) and,"A , LiveQA ) and",,2023
SUM,W4384071683,312,auto,These,clinicians,were based in,These clinicians were based in,,2023
SUM,W4384071683,313,auto,Clinicians,then,filtered out questions,Clinicians then filtered out questions,,2023
SUM,W4384071683,314,auto,This,generally,happened when clinicians,This generally happened when clinicians,,2023
SUM,W4384071683,315,auto,We,were,left with 65,We were left with 65,,2023
SUM,W4384071683,316,auto,The,resulting,"model , Med","The resulting model , Med",,2023
SUM,W4384071683,317,auto,Extended,Data,Fig. 1 Related,Extended Data Fig. 1 Related,,2023
SUM,W4384071683,318,auto,Over,the,past few years,Over the past few years,,2023
SUM,W4384071683,319,auto,Recent,studies,", such as","Recent studies , such as",,2023
SUM,W4384071683,320,auto,The,closest,precedents to our,The closest precedents to our,,2023
SUM,W4384071683,321,auto,We,curate,"MultiMedQA , a","We curate MultiMedQA , a",,2023
SUM,W4384071683,322,auto,We,evaluate,PaLM and its,We evaluate PaLM and its,,2023
SUM,W4384071683,323,auto,Using,a,combination of prompting,Using a combination of prompting,,2023
SUM,W4384071683,324,auto,In,particular,", it improves","In particular , it improves",,2023
SUM,W4384071683,325,auto,We,next,propose instruction prompt,We next propose instruction prompt,,2023
SUM,W4384071683,326,auto,Med,-,PaLM's answers to,Med - PaLM's answers to,,2023
SUM,W4384071683,327,auto,Fig.,3,| 3 Fig.,Fig. 3 | 3 Fig.,,2023
SUM,W4384071683,328,auto,Analysis,of,deferral behaviour of,Analysis of deferral behaviour of,,2023
SUM,W4384071683,329,auto,We,observe,that if we,We observe that if we,,2023
SUM,W4384071683,330,auto,Fig.,5,| 5 Fig.,Fig. 5 | 5 Fig.,,2023
SUM,W4384071683,331,auto,The,results,indicate a gap,The results indicate a gap,,2023
SUM,W4384071683,332,auto,The,evaluation,involves 140 questions,The evaluation involves 140 questions,,2023
SUM,W4384071683,333,auto,The,MedQA,dataset 3 Format,The MedQA dataset 3 Format,,2023
SUM,W4384071683,335,auto,Size,(,development set /,Size ( development set /,,2023
SUM,W4384071683,336,auto,Example,question,: Which of,Example question : Which of,,2023
SUM,W4384071683,337,auto,the,following,controls body temperature,the following controls body temperature,,2023
SUM,W4384071683,338,auto,Answer,:,( A ),Answer : ( A ),,2023
SUM,W4384071683,339,auto,Clinical,knowledge,.,Clinical knowledge .,,2023
SUM,W4384071683,340,auto,Size,(,development set /,Size ( development set /,,2023
SUM,W4384071683,341,auto,Example,question,: The following,Example question : The following,,2023
SUM,W4384071683,342,auto,College,medicine,.,College medicine .,,2023
SUM,W4384071683,343,auto,Size,(,development set /,Size ( development set /,,2023
